Mean Entropy,Frame Type
0.5209106644209632,Non-Switch
2.0791341183411684e-05,Non-Switch
2.6041792220604354e-05,Non-Switch
2.482014902452929e-05,Non-Switch
6.183530505113667e-05,Non-Switch
3.0830952638711305e-05,Non-Switch
5.451447614706651e-05,Non-Switch
2.6192641149100475e-05,Non-Switch
8.081155983040696e-05,Non-Switch
4.376400476274047e-05,Non-Switch
2.7754653093570905e-05,Non-Switch
4.1675114340768844e-05,Non-Switch
1.9751960806164618e-05,Non-Switch
5.619496447042209e-05,Non-Switch
0.0001337457581795196,Non-Switch
7.031419767577757e-05,Non-Switch
4.661308715729717e-05,Non-Switch
8.83186136805156e-05,Non-Switch
5.63335279898494e-05,Non-Switch
4.5024957956404714e-05,Non-Switch
8.756741555456958e-05,Non-Switch
4.044412297493603e-05,Non-Switch
0.0001217973335766059,Non-Switch
2.388400747634793e-05,Non-Switch
2.7139327949351813e-05,Non-Switch
1.695571891632787e-05,Non-Switch
1.0889159082416447e-05,Non-Switch
1.2728295582168234e-05,Non-Switch
6.0069464593347514e-05,Non-Switch
2.459601150479033e-05,Non-Switch
5.324336348304563e-05,Non-Switch
1.6813728065799154e-05,Non-Switch
2.1400816684741273e-05,Non-Switch
8.23209961846387e-05,Non-Switch
3.86794812551746e-05,Non-Switch
4.0439248548480696e-05,Non-Switch
6.362351753686895e-05,Non-Switch
1.7275834952630283e-05,Non-Switch
3.6651315855171674e-05,Non-Switch
1.466179462014774e-05,Non-Switch
1.3184662931191138e-05,Non-Switch
1.967448491040224e-05,Non-Switch
1.698033940593073e-05,Non-Switch
1.5338555088288425e-05,Non-Switch
8.076945829647141e-05,Non-Switch
2.5478825767892405e-05,Non-Switch
6.908762375891989e-05,Non-Switch
5.106530615811016e-05,Non-Switch
0.00019440223352618516,Non-Switch
2.4277875704235398e-05,Non-Switch
0.0005146139701849546,Non-Switch
3.0733954201394967e-05,Non-Switch
4.254047405098637e-05,Non-Switch
6.682367784772627e-05,Non-Switch
2.0676954421831108e-05,Non-Switch
0.00010171387534573738,Non-Switch
1.9985241186938344e-05,Non-Switch
0.0001884740434929866,Non-Switch
0.00018236320817067775,Non-Switch
0.0006886133513359303,Non-Switch
0.00468736207477886,Non-Switch
0.0003055371830949177,Non-Switch
0.00020087971049056915,Non-Switch
0.0005396411829909052,Non-Switch
8.180231349890174e-05,Non-Switch
9.840407355394519e-05,Non-Switch
1.835480017624084e-05,Non-Switch
2.9597418093858313e-05,Non-Switch
1.4648818777712124e-05,Non-Switch
1.6723051150292077e-05,Non-Switch
2.4519726068478148e-05,Non-Switch
1.6548715897316025e-05,Non-Switch
3.3132403817590465e-05,Non-Switch
1.5766055865288393e-05,Non-Switch
2.15205828660071e-05,Non-Switch
8.447677420169952e-06,Non-Switch
1.0992616465929201e-05,Non-Switch
5.6716614198349255e-05,Non-Switch
2.396947882229809e-05,Non-Switch
2.5501444497446183e-05,Non-Switch
2.113170496466052e-05,Non-Switch
1.6470817794099126e-05,Non-Switch
2.7094805759343682e-05,Non-Switch
3.4952021915077067e-05,Non-Switch
4.5724696444364396e-05,Non-Switch
1.8163565035075388e-05,Non-Switch
1.9623874654471464e-05,Non-Switch
1.8936683178630844e-05,Non-Switch
1.3167585881442388e-05,Non-Switch
4.1662444805702195e-05,Non-Switch
2.5973250565722742e-05,Non-Switch
2.0244094093731987e-05,Non-Switch
1.1155571986219278e-05,Non-Switch
4.104616762506605e-05,Non-Switch
0.00015950677085285885,Non-Switch
3.98519563235263e-05,Non-Switch
1.9302606240175535e-05,Non-Switch
3.5903601354654324e-05,Non-Switch
2.802072988712563e-05,Non-Switch
1.7833758095905086e-05,Non-Switch
1.4557070614271422e-05,Non-Switch
2.7542062533784223e-05,Non-Switch
0.00010765345007876842,Non-Switch
2.2904406707514536e-05,Non-Switch
1.3023503862227161e-05,Non-Switch
2.7179440968962336e-05,Non-Switch
1.4977584271827941e-05,Non-Switch
1.0370615476782152e-05,Non-Switch
1.1232930326180596e-05,Non-Switch
1.0428788213295378e-05,Non-Switch
1.1816113893102076e-05,Non-Switch
0.20245427580510622,Non-Switch
2.662214865329605e-05,Non-Switch
1.252451756817249e-05,Non-Switch
8.248944371326857e-06,Non-Switch
2.758450348939889e-05,Non-Switch
2.7686293567395164e-05,Non-Switch
2.037110071891397e-05,Non-Switch
7.461563894386127e-06,Non-Switch
6.729739792313e-05,Non-Switch
1.543869276220779e-05,Non-Switch
3.279703201859802e-05,Non-Switch
2.1534807117935692e-05,Non-Switch
2.6011302219525896e-05,Non-Switch
2.6042860157106968e-05,Non-Switch
2.0617282434925456e-05,Non-Switch
1.2628667040767556e-05,Non-Switch
1.1707561872971432e-05,Non-Switch
1.443114517131611e-05,Non-Switch
1.1882001436024482e-05,Non-Switch
9.666766675074043e-06,Non-Switch
1.0470596685586018e-05,Non-Switch
1.410961515396993e-05,Non-Switch
1.1428666529954346e-05,Non-Switch
2.5345674782460504e-05,Non-Switch
1.2549571855238425e-05,Non-Switch
0.00024456107518087803,Non-Switch
0.00043147204376003815,Non-Switch
0.0001050678251358329,Non-Switch
6.19133753487664e-05,Non-Switch
0.00011331289099358245,Non-Switch
2.5102092539796465e-05,Non-Switch
3.0459059067045032e-05,Non-Switch
1.857320560889136e-05,Non-Switch
2.898986653394893e-05,Non-Switch
2.0807608588277056e-05,Non-Switch
1.455807728930024e-05,Non-Switch
3.891578828389681e-05,Non-Switch
3.2863833516480805e-05,Non-Switch
2.171031296177585e-05,Non-Switch
1.8803475898871674e-05,Non-Switch
1.2469595829059075e-05,Non-Switch
1.2092899854562064e-05,Non-Switch
1.540178024067409e-05,Non-Switch
9.797829803250448e-06,Non-Switch
1.9267513349985046e-05,Non-Switch
1.5465717350728157e-05,Non-Switch
1.9213156209859833e-05,Non-Switch
1.0849425221657238e-05,Non-Switch
1.7541617028824594e-05,Non-Switch
1.544747467726183e-05,Non-Switch
1.2250341014352991e-05,Non-Switch
1.9153619991625833e-05,Non-Switch
2.402338560780514e-05,Non-Switch
0.0005127383226746798,Non-Switch
3.211874498075903e-05,Non-Switch
2.1916704522700854e-05,Non-Switch
2.041035607789139e-05,Non-Switch
2.1742846115791085e-05,Non-Switch
2.919517194550074e-05,Non-Switch
3.688921568221251e-05,Non-Switch
3.9492361406652896e-05,Non-Switch
0.05823413367621635,Non-Switch
4.5801448792449815e-05,Non-Switch
3.559378718024223e-05,Non-Switch
6.16340362739932e-05,Non-Switch
2.3437234170835706e-05,Non-Switch
2.5926234868159676e-05,Non-Switch
7.404805470059772e-05,Non-Switch
3.056308767240802e-05,Non-Switch
3.476163450025167e-05,Non-Switch
2.821095835326226e-05,Non-Switch
0.0001449621048591728,Non-Switch
0.01646838117692904,Non-Switch
4.234005962304497e-05,Non-Switch
6.793203367731803e-05,Non-Switch
0.0001903131063133983,Non-Switch
0.00025548530066203684,Non-Switch
0.0004575746504112486,Non-Switch
0.00017739335951919084,Non-Switch
0.00013332597469250209,Non-Switch
0.0002452115197067357,Non-Switch
0.00021357997563704596,Non-Switch
0.02511253646207736,Non-Switch
0.0027485585283065425,Non-Switch
0.03252852108482362,Non-Switch
0.05452745025431227,Non-Switch
0.014091278528582819,Non-Switch
0.03396830967349439,Non-Switch
0.0096726609626765,Non-Switch
0.016485342485540923,Non-Switch
0.012161890678569527,Non-Switch
0.004268317381266696,Non-Switch
0.00912337837608853,Non-Switch
0.002604285677944733,Non-Switch
0.0005699463929729538,Non-Switch
0.007334802957516931,Non-Switch
0.008897741599334284,Non-Switch
0.0005593782125546193,Non-Switch
0.0007476947908799401,Non-Switch
0.0003369938173783502,Non-Switch
0.0003369443313532493,Non-Switch
0.0002001561363221574,Non-Switch
0.0002737995805126522,Non-Switch
8.822846328254004e-05,Non-Switch
6.50369687516752e-05,Non-Switch
0.0002065036462420312,Non-Switch
4.832676595372463e-05,Non-Switch
0.00035562342493601905,Non-Switch
0.00028933080128030493,Non-Switch
0.0006689687239432825,Non-Switch
0.0005041901681589114,Non-Switch
0.000442838517476226,Non-Switch
0.0001799555329076721,Non-Switch
0.0001743599165142576,Non-Switch
5.809871940715946e-05,Non-Switch
0.00013373827434542376,Non-Switch
2.578512816971219e-05,Non-Switch
0.00015487945662565167,Non-Switch
7.99094465473445e-05,Non-Switch
5.2752116003275005e-05,Non-Switch
0.0002506688639866523,Non-Switch
0.0006720070811118433,Non-Switch
0.00017723043711321092,Non-Switch
0.00013990716567630255,Non-Switch
8.054414190729082e-05,Non-Switch
0.00011750167903422238,Non-Switch
5.111002703397924e-05,Non-Switch
1.9016356208872242e-05,Non-Switch
5.786393232527352e-05,Non-Switch
0.00011327936606597796,Non-Switch
9.332671598309763e-05,Non-Switch
2.931700280400495e-05,Non-Switch
6.134428606010615e-05,Non-Switch
0.00017912548960923863,Non-Switch
0.0001657418113297103,Non-Switch
3.559394281749998e-05,Non-Switch
3.056754816998637e-05,Non-Switch
3.0397535990201516e-05,Non-Switch
