Mean Entropy,Frame Type
0.0009597380314545122,Switch
0.8351639605961138,Non-Switch
2.2167979199541258e-05,Non-Switch
2.3599949487007985e-05,Non-Switch
0.018282259310774856,Non-Switch
0.01095945431236044,Non-Switch
0.011022474888161788,Non-Switch
0.009096272785709805,Non-Switch
0.01100162393114015,Non-Switch
0.014150159468138919,Non-Switch
0.013024666116168263,Non-Switch
0.016062199729054084,Non-Switch
0.012130861265386896,Non-Switch
0.006810407499230892,Non-Switch
2.3967260072058378e-05,Non-Switch
0.008393553452376211,Non-Switch
0.007051630612766369,Non-Switch
0.006171379235706763,Non-Switch
0.005621635689148074,Non-Switch
0.004051106335011252,Non-Switch
0.0053452192594365695,Non-Switch
0.012168240134147074,Non-Switch
0.014741844642070711,Non-Switch
0.005815931255269323,Non-Switch
0.001976349662174423,Non-Switch
2.3800506556518132e-05,Non-Switch
0.0018246199158376798,Non-Switch
0.0013967209258453088,Non-Switch
0.0013243773184118712,Non-Switch
0.0012791563364942626,Non-Switch
0.0020785356743585367,Non-Switch
0.001444625349035786,Non-Switch
0.0011575883440538882,Non-Switch
0.0018277625634526458,Non-Switch
0.001352624076364385,Non-Switch
0.0028998180118533392,Non-Switch
2.371163056836293e-05,Non-Switch
0.0023301107113366352,Non-Switch
0.0023073879097009905,Non-Switch
0.0025536775314997226,Non-Switch
0.0042018394248263145,Non-Switch
0.0015399232660884398,Non-Switch
0.004092467141088863,Non-Switch
0.0037840642203459188,Non-Switch
0.0018457675840407952,Non-Switch
0.0035302321270520363,Non-Switch
0.002405539675485307,Non-Switch
2.380357211417243e-05,Non-Switch
0.001481768900187345,Non-Switch
0.0010565576006650096,Non-Switch
0.00220030242665949,Non-Switch
0.002812909914820516,Non-Switch
0.004507695171653808,Non-Switch
0.006486869524275887,Non-Switch
0.007823794135825225,Non-Switch
0.00681730702323749,Non-Switch
0.002944763968147426,Non-Switch
0.007987426322998358,Non-Switch
2.373200427827002e-05,Non-Switch
0.003772727362304836,Non-Switch
0.0032834287919682394,Non-Switch
0.002743204912303635,Non-Switch
0.0047450356911711315,Non-Switch
0.00392270761160117,Non-Switch
0.010625130995851799,Non-Switch
0.004124230915579143,Non-Switch
0.002416944667205099,Non-Switch
0.0019743141502074745,Non-Switch
0.0025948516659500733,Non-Switch
2.3845086495759712e-05,Non-Switch
0.0044259397390198985,Non-Switch
0.004393538878002675,Non-Switch
0.007458625164462415,Non-Switch
0.004466318834027933,Non-Switch
0.005950337171280969,Non-Switch
0.0052276120315898145,Non-Switch
0.004248725066365036,Non-Switch
0.008099442779565896,Non-Switch
0.007546822086953148,Non-Switch
0.008262848147524746,Non-Switch
2.4058169081271844e-05,Non-Switch
0.011545798978073738,Non-Switch
0.0064224300096689,Non-Switch
0.005971225052360748,Non-Switch
0.00533090151632094,Non-Switch
0.003060540817683562,Non-Switch
0.0032925815626655753,Non-Switch
0.002684666213845003,Non-Switch
0.005604858686541136,Non-Switch
0.007344115454826234,Non-Switch
0.008813875830772058,Non-Switch
2.3620320907476943e-05,Non-Switch
0.013528923325772478,Non-Switch
0.011683043943888983,Non-Switch
0.010512764639876179,Non-Switch
0.013688695483629654,Non-Switch
0.014060717677402348,Non-Switch
0.014186870187275623,Non-Switch
0.014389807155193788,Non-Switch
0.013625744067175297,Non-Switch
0.013621249881813203,Non-Switch
0.012712317889117945,Non-Switch
2.3466772871062903e-05,Non-Switch
0.013515868619883678,Non-Switch
0.013012301831557051,Non-Switch
0.013458587097690265,Non-Switch
0.01443467516069847,Non-Switch
0.011794130265849108,Non-Switch
0.008426384801023647,Non-Switch
0.009381607254606189,Non-Switch
0.008620502193911968,Non-Switch
0.0104026289658891,Non-Switch
0.007016426746859444,Non-Switch
2.2343952282425684e-05,Non-Switch
2.3967246335429607e-05,Non-Switch
0.011038083801119971,Non-Switch
0.007970064982518963,Non-Switch
0.014066096867967465,Non-Switch
0.012475658120291555,Non-Switch
0.014641320945123068,Non-Switch
0.01216724728725044,Non-Switch
0.011634519870532352,Non-Switch
0.011625474062384388,Non-Switch
0.0119083592354242,Non-Switch
0.00719687579117846,Non-Switch
2.3843424363678294e-05,Non-Switch
0.01132475398316714,Non-Switch
0.011681555259640193,Non-Switch
0.01267146464231571,Non-Switch
0.009756636121684509,Non-Switch
0.006216961692431632,Non-Switch
0.004997882263770391,Non-Switch
0.0035725412367180495,Non-Switch
0.0055649226802307735,Non-Switch
0.012712011946921934,Non-Switch
0.0038710318061390774,Non-Switch
2.36246685504833e-05,Non-Switch
0.004177658855514369,Non-Switch
0.005917126032321245,Non-Switch
0.004592111773906471,Non-Switch
0.004037575425991686,Non-Switch
0.005604164162590421,Non-Switch
0.0038713819985952396,Non-Switch
0.004561162380031817,Non-Switch
0.005755842918561163,Non-Switch
0.009825007169339088,Non-Switch
0.010897411344955543,Non-Switch
2.3706032892138316e-05,Non-Switch
0.005220235425308211,Non-Switch
0.0023384836810918393,Non-Switch
0.0024406676419393898,Non-Switch
0.0011691323138258438,Non-Switch
0.001149791287038829,Non-Switch
0.0020077544527661276,Non-Switch
0.0029814650166974745,Non-Switch
0.0017714631919009292,Non-Switch
0.002049063682381575,Non-Switch
0.005761469441706197,Non-Switch
2.4151030981209073e-05,Non-Switch
0.0036018053110819168,Non-Switch
0.0021912857767955327,Non-Switch
0.0020951487165644512,Non-Switch
0.0026600208702774316,Non-Switch
0.0028252504625372104,Non-Switch
0.003990859166243477,Non-Switch
0.0037320349988987788,Non-Switch
0.0036193861445735854,Non-Switch
0.0033238322099669528,Non-Switch
0.003244789816462039,Non-Switch
2.3659692374975785e-05,Non-Switch
0.002708232847428363,Non-Switch
0.0020292274043385654,Non-Switch
0.0018545706018540898,Non-Switch
0.002828903892956437,Non-Switch
0.00219675844969832,Non-Switch
0.0013412075092454144,Non-Switch
0.004765886941240851,Non-Switch
0.0029341310115956333,Non-Switch
0.0014906211500781586,Non-Switch
0.0012457303932915526,Non-Switch
2.3644648477032254e-05,Non-Switch
0.004513590126840553,Non-Switch
0.011603435674540682,Non-Switch
0.008241804950962318,Non-Switch
0.009462216576197379,Non-Switch
0.01269146927648095,Non-Switch
0.006037882354840735,Non-Switch
0.002975088876562597,Non-Switch
0.001659503147088882,Non-Switch
0.001977559364650605,Non-Switch
0.0016415058922748648,Non-Switch
2.3664296435052553e-05,Non-Switch
0.0009687899203501463,Non-Switch
0.0025663454139223025,Non-Switch
0.0009643917082344044,Non-Switch
0.0013852104368165471,Non-Switch
0.0015296242378243434,Non-Switch
0.0011419433861818082,Non-Switch
0.0009636789420406799,Non-Switch
0.001730537269174737,Non-Switch
0.0014568395930297975,Non-Switch
0.0028379743171431603,Non-Switch
2.3830608089033965e-05,Non-Switch
0.0028120463021273695,Non-Switch
0.003984654752283755,Non-Switch
0.0035601083788560067,Non-Switch
0.002618281739127934,Non-Switch
0.00227477737278219,Non-Switch
0.0017816253667114462,Non-Switch
0.002233798847925553,Non-Switch
0.0022995286532308517,Non-Switch
0.0018298892133726205,Non-Switch
0.0015432867254320404,Non-Switch
2.3627976788579237e-05,Non-Switch
0.0013995533820670967,Non-Switch
0.0012826320332526833,Non-Switch
0.0020135531416584384,Non-Switch
0.0010180071256791112,Non-Switch
0.00094614082030674,Non-Switch
0.0028093569998928914,Non-Switch
0.0016352752505119407,Non-Switch
0.0024142338259367066,Non-Switch
0.0026865947632625795,Non-Switch
0.0010585724527422847,Non-Switch
2.270409463669519e-05,Non-Switch
2.4014264526278226e-05,Non-Switch
0.0009048829473673948,Non-Switch
0.0004173797360958009,Non-Switch
0.00041569412353693446,Non-Switch
0.0005607068781902025,Non-Switch
0.0004401951409248742,Non-Switch
0.00037143646392185265,Non-Switch
0.00023368302305598043,Non-Switch
0.00037664982590443344,Non-Switch
0.0006762576777632653,Non-Switch
0.00038042036566281754,Non-Switch
2.379374813516228e-05,Non-Switch
0.0005206551545190639,Non-Switch
0.0009966585730168333,Non-Switch
0.0008274704872860584,Non-Switch
0.0003204734612844945,Non-Switch
0.00045963067571784067,Non-Switch
0.0003844775430749119,Non-Switch
0.00025531255388091466,Non-Switch
0.0004540166803782466,Non-Switch
0.00048004151115362307,Non-Switch
0.00044010092596700296,Non-Switch
2.3795884180936334e-05,Non-Switch
0.00036651622328176254,Non-Switch
0.0005122300588365462,Non-Switch
0.0004020886337808889,Non-Switch
0.0002783776356745488,Non-Switch
0.0009044200779242915,Non-Switch
0.0003050707076509232,Non-Switch
0.0003682717644388313,Non-Switch
0.000438637993318284,Non-Switch
0.000342842480624991,Non-Switch
0.00045972558666490304,Non-Switch
2.3585805338249025e-05,Non-Switch
0.0007188429852451218,Non-Switch
0.0014704326282424232,Non-Switch
0.0007231123294674769,Non-Switch
0.0008115995160819154,Non-Switch
0.0017978092400035115,Non-Switch
0.0020469918324526487,Non-Switch
0.0007710302328696558,Non-Switch
0.0010541715299317983,Non-Switch
0.0018204612705277224,Non-Switch
0.0010070752600852388,Non-Switch
2.3761352585641515e-05,Non-Switch
0.0005706123795132371,Non-Switch
0.0012693782011932023,Non-Switch
0.00111014407961177,Non-Switch
0.000680749811788798,Non-Switch
0.0007799407260664627,Non-Switch
0.0006322037598261306,Non-Switch
0.0003284938209368723,Non-Switch
0.0008671108813452465,Non-Switch
0.00048589225271122725,Non-Switch
0.0006280190332370115,Non-Switch
2.4275333734967407e-05,Non-Switch
0.0004963732272022859,Non-Switch
0.0008365251601384569,Non-Switch
0.0010329133826023453,Non-Switch
0.0008362660323733009,Non-Switch
0.000593969996553201,Non-Switch
0.0005126212047619542,Non-Switch
0.00023105403377956423,Non-Switch
0.00024069471121537867,Non-Switch
0.0006902391482065545,Non-Switch
0.0004355346141461011,Non-Switch
2.413246821686177e-05,Non-Switch
0.0005010896895334189,Non-Switch
0.00041794539215312917,Non-Switch
0.00018661647927408357,Non-Switch
0.00023837175571249884,Non-Switch
0.0006390981554913205,Non-Switch
0.0005810878593527869,Non-Switch
0.0006472065028298596,Non-Switch
0.00046267170891090345,Non-Switch
0.00038229580011580884,Non-Switch
0.0007032772968788091,Non-Switch
2.358717900112623e-05,Non-Switch
0.00046915972015050084,Non-Switch
0.0008304416285119289,Non-Switch
0.0005135765048732781,Non-Switch
0.0006346264615694007,Non-Switch
0.0009998966077819924,Non-Switch
0.0018523681990053136,Non-Switch
0.0012142951256994788,Non-Switch
0.001166518544734107,Non-Switch
0.002226048165769228,Non-Switch
0.0017893514328290114,Non-Switch
2.375976600501834e-05,Non-Switch
0.0014835257234297658,Non-Switch
0.0015611948936295945,Non-Switch
0.0006266757008361346,Non-Switch
0.0008922393146734737,Non-Switch
0.002135130877947488,Non-Switch
