Mean Entropy,Frame Type
0.49491116552519226,Switch
0.4840135674085791,Switch
0.48358670810691995,Switch
0.48072430699425045,Switch
0.4827204332922243,Switch
0.4869983137544214,Switch
0.49834658646617386,Switch
0.4915355681863515,Switch
0.49132968782789965,Switch
0.4530892791116206,Switch
0.46675749347343826,Switch
0.5007993541539498,Switch
0.5071897393526308,Switch
0.498267876661796,Switch
0.5008500978511691,Switch
0.501326611261457,Switch
0.4952401693943816,Switch
0.49285858816119127,Switch
0.49601906958114556,Switch
0.4992921418221282,Switch
0.4936041780681856,Switch
0.491282939288846,Switch
0.49029022031247005,Switch
0.5001764207911542,Switch
0.5038902056744479,Switch
0.5024518968496887,Switch
0.4999195891947992,Switch
0.4977396337360403,Switch
0.5087300025383672,Switch
0.5020890119638489,Switch
0.48364160261781763,Switch
0.4840100392169524,Switch
0.47736500159909767,Switch
0.48381017753833433,Switch
0.488629946726255,Switch
0.4774798753676492,Switch
0.47507536088888536,Switch
0.4715296320743986,Switch
0.4696091543557147,Switch
0.4717596390373565,Switch
0.4710132189676265,Switch
0.4880570306682849,Switch
0.49444819414453045,Switch
0.4979095057858315,Switch
0.4942674780940043,Switch
0.5024060303585417,Switch
0.5087882177002077,Switch
0.5066052010163609,Switch
0.4991318685289685,Switch
0.5015150063172882,Switch
0.49573411622211894,Switch
0.4818031553544545,Switch
0.0030902722712063775,Switch
0.07419953672052004,Switch
0.1257768535249651,Switch
0.024045965221904456,Switch
0.029088279636631412,Switch
0.030350396149209258,Switch
0.10267096653065332,Switch
0.130243816521509,Switch
0.15437467561160761,Switch
0.17083205516725533,Switch
0.2562325820560525,Switch
0.2636266340021862,Switch
0.19862840701775725,Switch
0.20223628129578633,Switch
0.3400914448594967,Switch
0.33775298020339145,Switch
0.3304629839676597,Switch
0.3400178457444604,Switch
0.34392150441095837,Switch
0.34641899711611984,Switch
0.3457755691107868,Switch
0.33844876034624416,Switch
0.33993096402565304,Switch
0.33421041638433446,Switch
0.3282610551389905,Switch
0.3353566895242281,Switch
0.3203652217043013,Switch
0.3205653428087743,Switch
0.3115492047622674,Switch
0.32068042411800973,Switch
0.32801309590687316,Switch
0.32041811863611624,Switch
0.31745529377501336,Switch
0.3105472502254569,Switch
0.3131022057574796,Switch
0.30333842833972463,Switch
0.28196204920665546,Switch
0.2591874684859953,Switch
0.2549907364312122,Switch
0.23833497392431935,Switch
0.24932918222929878,Switch
0.2492166432934414,Switch
0.2594502409344276,Switch
0.26418089734118877,Switch
0.270846273946068,Switch
0.274899751043773,Switch
0.2608672768390846,Switch
0.27498842280097924,Switch
0.26972570990839534,Switch
0.2760044901042965,Switch
0.28457358551763273,Switch
0.24578467271633003,Switch
0.21115508276153325,Switch
0.20330987628242858,Switch
0.18545973011085015,Switch
0.1738232871594702,Switch
0.19198932322327256,Switch
0.19660693481375927,Switch
0.26444724986641877,Switch
0.24737544611601628,Switch
0.24768556378296858,Switch
0.24546739489578234,Switch
0.2206722240190309,Switch
0.22991097539163097,Switch
0.23947966456649805,Switch
0.2039792339019593,Switch
0.20547020617526396,Switch
0.2662143290770978,Switch
0.26828101920760555,Switch
0.2658580595505581,Switch
0.2839122311857258,Switch
0.3061372441753572,Switch
0.28290264952878114,Switch
0.282532604489346,Switch
0.3158423913499038,Switch
0.3404200595899037,Switch
0.3469145523841576,Switch
0.36355353003823815,Switch
0.3819959324652698,Switch
0.4183951699467092,Switch
0.3914444036989744,Switch
0.3980641213533904,Switch
0.3993080683276554,Switch
0.39288006638001344,Switch
0.3912985025981763,Switch
0.40311651770540363,Switch
0.4126129567796799,Switch
0.4165623003392265,Switch
0.4442567626852148,Switch
0.4518083898956173,Switch
0.47693995827842284,Switch
0.4740194976594258,Switch
0.4829784063623409,Switch
0.49119608351262406,Switch
0.49556631957916697,Switch
0.49089006477417924,Switch
0.4762727149796096,Switch
0.45895437883929174,Switch
0.46125709461259123,Switch
0.44125250751508377,Switch
0.4351855225871263,Switch
0.437693132900629,Switch
0.4126402743222013,Switch
0.4077456607751408,Switch
0.39939645471642127,Switch
0.39604340148437167,Switch
0.410489815583145,Switch
0.3962391382918968,Switch
0.40016741647202514,Switch
0.4003682120837209,Switch
0.3888859978030814,Switch
0.39003247848365896,Switch
0.3862631764674158,Switch
0.3896868454171703,Switch
0.3857844060521904,Switch
0.38319964248943916,Switch
0.38803876484613575,Switch
0.3959987283521572,Switch
0.3944698020762801,Switch
0.3888581095236792,Switch
0.42751878812490285,Switch
0.42697915640411693,Switch
0.42357068980945983,Switch
0.43141318528838074,Switch
0.42044621669816623,Switch
0.41112696548278943,Switch
0.4127811685039997,Switch
0.41963164545635295,Switch
0.4163931806244145,Switch
0.429900888209803,Switch
0.42184823184582426,Switch
0.427796944526531,Switch
0.426911394370816,Switch
0.43126310743131874,Switch
0.4350587930570056,Switch
0.429043537644516,Switch
0.42974686707974646,Switch
0.4266066987042311,Switch
0.425231923271338,Switch
0.4281833333948251,Switch
0.4181646960172124,Switch
0.41187512370574725,Switch
0.4073484279061117,Switch
0.394284805499148,Switch
0.372661816148407,Switch
0.3550488241220891,Switch
0.36098142645720627,Switch
0.35658516997741646,Switch
0.35367877023975525,Switch
0.3774061183551361,Switch
0.3795827531629522,Switch
0.3796705947574227,Switch
0.3809986216512621,Switch
0.3923993243282907,Switch
0.4042550340122356,Switch
0.41026904418062166,Switch
0.4389102033563259,Switch
0.4284099418790838,Switch
0.4307590689378256,Switch
0.4186779700711401,Switch
0.39980530986375007,Switch
0.39342208481866453,Switch
0.4146133895468452,Switch
0.4205007480128671,Switch
0.41323757641053244,Switch
0.41427027291114904,Switch
0.4012701060682949,Switch
0.4055609578232372,Switch
0.3951667496354799,Switch
0.3955697936436588,Switch
0.38792103739318023,Switch
0.3946758640328304,Switch
0.3961166374032111,Switch
0.40006089621600155,Switch
0.3741825445672691,Switch
0.3719660360055543,Switch
0.38420406157187126,Switch
0.38574572565722415,Switch
0.383795180481957,Switch
0.37408684236939505,Switch
0.3819702233630488,Switch
0.3832896892036764,Switch
0.3603159213116209,Switch
0.3795694965017666,Switch
0.38482442661870336,Switch
0.3934670433193194,Switch
0.40539129331412993,Switch
0.3794847939601404,Switch
0.3843558775821611,Switch
0.3787440812592183,Switch
0.3953911789425574,Switch
0.3951090533253492,Switch
0.3985880059247837,Switch
0.3870161859538604,Switch
0.37177891213641195,Switch
0.3832088521072883,Switch
0.4231751172659021,Switch
0.4073749931136539,Switch
0.41806829336953005,Switch
0.42176578630913575,Switch
0.4151046383456915,Switch
0.4192737934320983,Switch
0.4384740566090612,Switch
0.4323027046596758,Switch
0.4098329752611134,Switch
0.4171727812609867,Switch
0.41885928280113255,Switch
0.4196860730007118,Switch
