Mean Entropy,Frame Type
0.7078528702080003,Non-Switch
0.00031009294594145086,Non-Switch
9.241783790874578e-06,Non-Switch
1.2020467166120314e-05,Non-Switch
1.1790106712819502e-05,Non-Switch
1.1906548829733326e-05,Non-Switch
1.2110640037293006e-05,Non-Switch
1.2425095375437396e-05,Non-Switch
1.2156112755457977e-05,Non-Switch
1.1545282743361868e-05,Non-Switch
1.1730079110739296e-05,Non-Switch
1.216167603674803e-05,Non-Switch
1.167776294746917e-05,Non-Switch
1.0494049983740615e-05,Non-Switch
1.2248046993973415e-05,Non-Switch
1.1766794736859012e-05,Non-Switch
1.2441624818131673e-05,Non-Switch
1.2986927904288415e-05,Non-Switch
1.3456094237359372e-05,Non-Switch
1.4997456139423537e-05,Non-Switch
1.4183189722036375e-05,Non-Switch
2.006900935126115e-05,Non-Switch
1.5958855103775543e-05,Non-Switch
1.412041398082256e-05,Non-Switch
9.471655934266537e-06,Non-Switch
1.4130463419050706e-05,Non-Switch
1.3056223242663674e-05,Non-Switch
1.311869137909083e-05,Non-Switch
1.271268757741097e-05,Non-Switch
1.259832052381044e-05,Non-Switch
1.2652938139395266e-05,Non-Switch
1.2470329522233179e-05,Non-Switch
1.252619989130558e-05,Non-Switch
1.2208587289509353e-05,Non-Switch
1.3030018969550747e-05,Non-Switch
9.413520659982802e-06,Non-Switch
1.2733042283590815e-05,Non-Switch
1.3185978657175628e-05,Non-Switch
1.284097704699905e-05,Non-Switch
1.3133650311537714e-05,Non-Switch
1.313456804991111e-05,Non-Switch
1.2762675893236188e-05,Non-Switch
1.2773334449853753e-05,Non-Switch
1.323575378156455e-05,Non-Switch
1.3662584356176058e-05,Non-Switch
1.2986014226704281e-05,Non-Switch
9.39582780116473e-06,Non-Switch
1.3079678361445677e-05,Non-Switch
1.3391243432832261e-05,Non-Switch
1.3446854926589159e-05,Non-Switch
1.4353017004993762e-05,Non-Switch
1.3944135118923881e-05,Non-Switch
1.4398728294527923e-05,Non-Switch
1.456470899485611e-05,Non-Switch
1.3734861329067538e-05,Non-Switch
1.4406312833673541e-05,Non-Switch
1.3949227348659448e-05,Non-Switch
9.831268264210716e-06,Non-Switch
1.3934425771796498e-05,Non-Switch
1.3896635051719451e-05,Non-Switch
1.7453211339728023e-05,Non-Switch
1.5436562479976525e-05,Non-Switch
1.4137186055675292e-05,Non-Switch
1.5488302011171332e-05,Non-Switch
1.457505487070044e-05,Non-Switch
1.4990081746122269e-05,Non-Switch
1.3967230857856127e-05,Non-Switch
1.4091276802664568e-05,Non-Switch
1.1318152647919623e-05,Non-Switch
1.3494233170115706e-05,Non-Switch
1.4167035902348907e-05,Non-Switch
1.3193880953081062e-05,Non-Switch
1.4381892262244303e-05,Non-Switch
1.3349684300319326e-05,Non-Switch
1.3083110743570069e-05,Non-Switch
1.3591335778165386e-05,Non-Switch
1.3019073112092837e-05,Non-Switch
1.358440299569645e-05,Non-Switch
1.3545197090561314e-05,Non-Switch
1.082865495820708e-05,Non-Switch
1.4110326980293736e-05,Non-Switch
1.4358343745309254e-05,Non-Switch
1.4087914469154959e-05,Non-Switch
1.3217039634246879e-05,Non-Switch
