Mean Entropy,Frame Type
0.01730998208725958,Switch
0.016971828394762918,Switch
0.015443971384733739,Switch
0.024267156497758804,Switch
0.027230530052676342,Switch
0.03776593209624747,Switch
0.032574945386148094,Switch
0.03705438987695098,Switch
0.029479548540233786,Switch
0.026723900404084736,Switch
0.026975172803752327,Switch
0.023057661925074056,Switch
0.023176517796783064,Switch
0.015534121961385665,Switch
0.018388976159019084,Switch
0.05450073691227555,Switch
0.05846232243165373,Switch
0.055643896823386135,Switch
0.06487115799356542,Switch
0.0012037022273476358,Switch
0.0009033422307808265,Switch
0.0020435974424009803,Switch
0.003117653606533134,Switch
0.01618277335199043,Switch
0.024282209849414458,Switch
0.02610644414052488,Switch
0.03177380733519938,Switch
0.03110485308012982,Switch
0.029216639536594074,Switch
0.051677110945819026,Switch
0.050292455388688456,Switch
0.05218611205404771,Switch
0.05676734272231913,Switch
0.0511489736429893,Switch
0.05051428918661762,Switch
0.041524775873454885,Switch
0.01786804552540795,Switch
0.0311276828933365,Switch
0.03147421293438206,Switch
0.04043204659638622,Switch
0.03625117930670862,Switch
0.02825051249812,Switch
0.027063099384627858,Switch
0.034162854294762006,Switch
0.04502482559094445,Switch
0.04308516020105267,Switch
0.024858326074207848,Switch
0.02125596653207101,Switch
0.01968814882210827,Switch
0.019695710608379116,Switch
0.008855475685892178,Switch
0.010209374494937822,Switch
0.01676944678542197,Switch
0.028681084901887637,Switch
0.03347482604073331,Switch
0.021562426529231887,Switch
0.015629541110801518,Switch
0.009184940045319315,Switch
0.01230063473992085,Switch
0.026415725010993485,Switch
0.03170017170778824,Switch
0.01983865023768835,Switch
0.025384013671270345,Switch
0.02690466300892541,Switch
0.016909135187707616,Switch
0.6274770809316008,Non-Switch
1.5571558870949794e-05,Non-Switch
4.356804324634287e-05,Non-Switch
0.012919687023904811,Non-Switch
0.013992600970088883,Non-Switch
0.01341131046914996,Non-Switch
0.011712163651806719,Non-Switch
0.010638849446572228,Non-Switch
0.009004335939049984,Non-Switch
0.006466021946768291,Non-Switch
0.0067626755971938735,Non-Switch
0.006611312972604305,Non-Switch
0.00541425251252597,Non-Switch
8.361128015103438e-05,Non-Switch
0.007887975829096045,Non-Switch
0.007932792804876937,Non-Switch
0.00936022140842692,Non-Switch
0.008687158228368578,Non-Switch
0.007970248123912192,Non-Switch
0.009105494141166223,Non-Switch
0.009351329437943397,Non-Switch
0.010988896550852808,Non-Switch
0.015229969221908913,Non-Switch
0.01682523828253519,Non-Switch
8.117855749318065e-05,Non-Switch
0.017726959727490135,Non-Switch
0.01849244362513048,Non-Switch
0.01836325725792967,Non-Switch
0.018793362191227396,Non-Switch
0.017827700616912204,Non-Switch
0.01694020893293523,Non-Switch
0.017401911258639314,Non-Switch
0.01695961397321425,Non-Switch
0.017799610256185715,Non-Switch
0.01649555824467236,Non-Switch
7.944630384786732e-05,Non-Switch
0.016271723151491092,Non-Switch
0.01703421664254171,Non-Switch
0.01639449132970797,Non-Switch
0.015217506017792568,Non-Switch
0.026038357969421812,Non-Switch
0.016950551466293207,Non-Switch
0.01987859589028919,Non-Switch
0.0158339601289931,Non-Switch
0.015296701133066951,Non-Switch
0.014673891028524408,Non-Switch
5.2709952277532416e-05,Non-Switch
0.01344346160340051,Non-Switch
0.01333051933345147,Non-Switch
0.012292422908876388,Non-Switch
