Mean Entropy,Frame Type
0.42313397963504173,Non-Switch
4.314716854002598e-06,Non-Switch
4.329308125300419e-06,Non-Switch
6.876263686657611e-06,Non-Switch
6.5032278288944105e-06,Non-Switch
6.6811962310376625e-06,Non-Switch
6.871478795601554e-06,Non-Switch
6.5034545523108035e-06,Non-Switch
6.696584984178159e-06,Non-Switch
6.697928735158241e-06,Non-Switch
6.876359273881944e-06,Non-Switch
6.685581393701056e-06,Non-Switch
6.5077243783233486e-06,Non-Switch
4.3379556091942814e-06,Non-Switch
6.68774514087004e-06,Non-Switch
6.511530882789852e-06,Non-Switch
6.6998515393237424e-06,Non-Switch
6.702039775781605e-06,Non-Switch
7.285308278797101e-06,Non-Switch
6.514015755633971e-06,Non-Switch
6.703843293410956e-06,Non-Switch
6.878181750960749e-06,Non-Switch
6.686203105647748e-06,Non-Switch
6.692074215162131e-06,Non-Switch
4.323478489581717e-06,Non-Switch
6.5129714059598565e-06,Non-Switch
6.695238863266896e-06,Non-Switch
6.904120647745565e-06,Non-Switch
6.715075187258574e-06,Non-Switch
6.521314353696858e-06,Non-Switch
6.520151902452184e-06,Non-Switch
6.91566537250918e-06,Non-Switch
6.694093396529026e-06,Non-Switch
6.701075213790612e-06,Non-Switch
6.706508676013422e-06,Non-Switch
4.5005419730020516e-06,Non-Switch
6.917083381332958e-06,Non-Switch
6.919288997286154e-06,Non-Switch
6.532952690742154e-06,Non-Switch
6.53215836880772e-06,Non-Switch
6.532392991994719e-06,Non-Switch
6.714774995975545e-06,Non-Switch
6.903629282013871e-06,Non-Switch
6.923581732633457e-06,Non-Switch
6.7268095065167325e-06,Non-Switch
6.547346467774825e-06,Non-Switch
4.345948992081967e-06,Non-Switch
6.739460199165188e-06,Non-Switch
6.7329515781629014e-06,Non-Switch
6.7284526588027814e-06,Non-Switch
6.7355355931281256e-06,Non-Switch
6.546119633399713e-06,Non-Switch
7.13216569576028e-06,Non-Switch
6.738283923321954e-06,Non-Switch
6.5486175408653305e-06,Non-Switch
6.735822354801123e-06,Non-Switch
7.126748823055742e-06,Non-Switch
4.356204079294152e-06,Non-Switch
6.74905368058912e-06,Non-Switch
6.5600232296662805e-06,Non-Switch
6.920807333196629e-06,Non-Switch
6.9456845008119975e-06,Non-Switch
6.752945107589638e-06,Non-Switch
6.753047804607516e-06,Non-Switch
6.749683292306419e-06,Non-Switch
6.76809054779547e-06,Non-Switch
6.776209932024321e-06,Non-Switch
6.7737278240999145e-06,Non-Switch
4.532173049497024e-06,Non-Switch
6.5933227377132405e-06,Non-Switch
6.955721949343986e-06,Non-Switch
6.785831852622435e-06,Non-Switch
6.603772949259394e-06,Non-Switch
6.603489742483169e-06,Non-Switch
6.794918168773461e-06,Non-Switch
6.990004583842864e-06,Non-Switch
6.620127844345005e-06,Non-Switch
6.80738953662916e-06,Non-Switch
6.814207828639203e-06,Non-Switch
4.685698376419707e-06,Non-Switch
6.629890380859905e-06,Non-Switch
6.632983931029217e-06,Non-Switch
6.808951321277968e-06,Non-Switch
6.821466137872e-06,Non-Switch
6.635371241706351e-06,Non-Switch
6.999872187306825e-06,Non-Switch
6.815764873425647e-06,Non-Switch
7.055052874966827e-06,Non-Switch
6.652219082477777e-06,Non-Switch
