Frame ID,Mean Entropy,Frame Type
124,0.38412623276920993,Switch
1257,0.5858808486057336,Switch
1264,0.6197473574172132,Switch
131,0.436580627081556,Switch
1353,0.6435331453570882,Switch
138,0.42903321061379157,Switch
1416,0.6333285860130322,Switch
1417,0.6320147695768299,Switch
1451,0.5321791130238355,Switch
146,0.3813751238279104,Switch
153,0.40241844873990523,Switch
158,0.3713531382184278,Switch
162,0.3672294516928355,Switch
165,0.3732464638274493,Switch
166,0.37732065638161044,Switch
241,0.3137614664048828,Switch
244,0.34875779418973374,Switch
245,0.37242220282414795,Switch
246,0.37525164270558914,Switch
249,0.4119324481070417,Switch
251,0.398214878116072,Switch
254,0.4641491833442257,Switch
258,0.470896257443418,Switch
260,0.477552471793801,Switch
263,0.4660736497731383,Switch
265,0.45923540529351675,Switch
266,0.4593063328467184,Switch
268,0.4415697333000812,Switch
269,0.4252468959133367,Switch
271,0.40594908773124616,Switch
274,0.3923370030611876,Switch
275,0.3901701663108784,Switch
276,0.39301278215019536,Switch
277,0.39845310668253714,Switch
279,0.4177470060834111,Switch
280,0.4336691545665031,Switch
281,0.4257479706021409,Switch
283,0.42403382766584263,Switch
288,0.45188472218499776,Switch
289,0.4654302281445328,Switch
291,0.4710449982173948,Switch
298,0.39443824476776945,Switch
299,0.3795961883129027,Switch
307,0.42194433818887883,Switch
308,0.42990851874662345,Switch
310,0.4190933352958256,Switch
317,0.3476659499318904,Switch
331,0.4634794097998686,Switch
333,0.43165688293304316,Switch
475,0.2600017721399122,Switch
62,0.3890481390139719,Switch
63,0.391518514628822,Switch
640,0.3185828833206197,Switch
675,0.30603432365906047,Switch
681,0.3977787772077554,Switch
687,0.4181077270519748,Switch
694,0.4666328902327615,Switch
706,0.46231148668112765,Switch
1,0.9924895625817547,Non-Switch
10,0.39309908596858006,Non-Switch
100,0.4926464763783434,Non-Switch
1000,0.46585439562145303,Non-Switch
1001,0.4639869818667216,Non-Switch
1002,0.4619156384535513,Non-Switch
1003,0.46687326733459733,Non-Switch
1004,0.4627449213347071,Non-Switch
1005,0.4604932562662075,Non-Switch
1006,0.47161210801138786,Non-Switch
