Frame ID,Mean Entropy,Frame Type
100,0.3367872682007993,Switch
101,0.3280713591229909,Switch
103,0.2625893335333549,Switch
104,0.26510045366234347,Switch
1351,0.5935032826096944,Switch
1352,0.6095841638505355,Switch
1353,0.6081994198611315,Switch
1354,0.6250491661330653,Switch
1355,0.6199248833879638,Switch
1361,0.5231870524359705,Switch
1363,0.48964199557911053,Switch
1364,0.4829645029627671,Switch
139,0.3483788753854399,Switch
140,0.3458317737604841,Switch
141,0.34911755737746947,Switch
144,0.35297368653448813,Switch
147,0.37371399030130853,Switch
148,0.3814954676946382,Switch
150,0.38817901762756896,Switch
210,0.45820364236814826,Switch
257,0.37610254037029356,Switch
554,0.4440585138384081,Switch
682,0.35977299851775374,Switch
683,0.36325536017817456,Switch
684,0.3731135652660854,Switch
692,0.35258498283416867,Switch
699,0.34931907964085435,Switch
704,0.34727455409086544,Switch
708,0.3531960728883403,Switch
711,0.3481966381684547,Switch
712,0.3497365426519793,Switch
714,0.33585042912126667,Switch
716,0.33095430530095316,Switch
717,0.3141005984758661,Switch
718,0.33773347800086445,Switch
722,0.30217322439612404,Switch
725,0.3040648674172047,Switch
726,0.30188042820843664,Switch
727,0.31283868340614884,Switch
728,0.3060908068419385,Switch
730,0.29063848868388636,Switch
732,0.32099216805023045,Switch
733,0.3066501767314033,Switch
734,0.31012474671535933,Switch
735,0.3191372313322301,Switch
736,0.3377635057241177,Switch
737,0.33212787156078827,Switch
79,0.36729890374584273,Switch
85,0.3931012603899191,Switch
91,0.3844969198355775,Switch
92,0.3955784440144378,Switch
942,0.5559631924898012,Switch
95,0.4985257492755172,Switch
1,0.9889529180457632,Non-Switch
10,0.4871727848328349,Non-Switch
1000,0.49862349469190015,Non-Switch
1001,0.5026461223971643,Non-Switch
1002,0.495787220914822,Non-Switch
1003,0.4959998482586169,Non-Switch
1004,0.4918471176765676,Non-Switch
1005,0.4910243580594289,Non-Switch
1006,0.4857019958847294,Non-Switch
1007,0.4986214238144344,Non-Switch
1008,0.4928402069652634,Non-Switch
1009,0.49448593328728735,Non-Switch
1010,0.4918125340228897,Non-Switch
1011,0.5026253100786336,Non-Switch
1012,0.5194473065925266,Non-Switch
1013,0.5200309834062454,Non-Switch
1014,0.5266513198045345,Non-Switch
1015,0.5424422264282353,Non-Switch
1016,0.5513482420573986,Non-Switch
1017,0.5571807648957833,Non-Switch
1018,0.5644496483444056,Non-Switch
1019,0.5707927460219685,Non-Switch
102,0.2879737612188765,Non-Switch
1020,0.5732448202572151,Non-Switch
1021,0.5822846145706654,Non-Switch
1022,0.5892749132282089,Non-Switch
1023,0.599495004153258,Non-Switch
1024,0.5951466791945694,Non-Switch
1025,0.6125143001487483,Non-Switch
1026,0.6184993431124848,Non-Switch
1027,0.6188719457405081,Non-Switch
1028,0.6116930936897089,Non-Switch
1029,0.614553907364756,Non-Switch
1030,0.6104671860019272,Non-Switch
1031,0.601449912480917,Non-Switch
1032,0.5810542027243957,Non-Switch
1033,0.5753109347047844,Non-Switch
1034,0.5586857750940102,Non-Switch
1035,0.5496853792243457,Non-Switch
1036,0.544317871920893,Non-Switch
1037,0.5312339645484715,Non-Switch
1038,0.5253313942798081,Non-Switch
1039,0.522838886162043,Non-Switch
1040,0.5151358432527282,Non-Switch
1041,0.5128379976167426,Non-Switch
1042,0.5064691692866677,Non-Switch
1043,0.5080132155251238,Non-Switch
1044,0.5094977240364399,Non-Switch
1045,0.5191508604833058,Non-Switch
1046,0.5335958520700852,Non-Switch
1047,0.5245782161455184,Non-Switch
1048,0.5251541271687408,Non-Switch
1049,0.5263481951154867,Non-Switch
105,0.2662133690984007,Non-Switch
1050,0.5277357347894694,Non-Switch
1051,0.5449791030957039,Non-Switch
1052,0.5509794187807502,Non-Switch
1053,0.5533176465273177,Non-Switch
1054,0.5598052396800528,Non-Switch
1055,0.56893392640872,Non-Switch
1056,0.569935558066962,Non-Switch
1057,0.575089091956267,Non-Switch
1058,0.5881765198203802,Non-Switch
1059,0.593069123149002,Non-Switch
106,0.27658429756086056,Non-Switch
1060,0.610025571382358,Non-Switch
1061,0.610676344625967,Non-Switch
1062,0.6018367523915172,Non-Switch
1063,0.6204567364931026,Non-Switch
1064,0.6300376510883509,Non-Switch
1065,0.6307523626737145,Non-Switch
1066,0.6308741820406367,Non-Switch
1067,0.6356344562991976,Non-Switch
1068,0.6444159604207333,Non-Switch
1069,0.6472086422271576,Non-Switch
107,0.27553107516775327,Non-Switch
1070,0.6525573563176087,Non-Switch
1071,0.6575518985894815,Non-Switch
1072,0.6580185190544495,Non-Switch
1073,0.6542027720080128,Non-Switch
1074,0.6512788483421972,Non-Switch
1075,0.6387745278004998,Non-Switch
1076,0.6225104256758774,Non-Switch
1077,0.6232570805461501,Non-Switch
1078,0.6240105175401232,Non-Switch
1079,0.6207294710553406,Non-Switch
108,0.2689078395410122,Non-Switch
1080,0.6260657081090606,Non-Switch
1081,0.6181555774531718,Non-Switch
1082,0.6048815635293954,Non-Switch
1083,0.6121947637557845,Non-Switch
1084,0.6124510866141065,Non-Switch
1085,0.6195104490351325,Non-Switch
1086,0.6257724200879752,Non-Switch
1087,0.6237960264066091,Non-Switch
1088,0.640895106325418,Non-Switch
1089,0.6521585570896438,Non-Switch
109,0.26655182813420764,Non-Switch
1090,0.6464764317272085,Non-Switch
1091,0.6517921153220809,Non-Switch
1092,0.6583288400426907,Non-Switch
1093,0.6649553373014403,Non-Switch
1094,0.672847917270807,Non-Switch
1095,0.6713255634738045,Non-Switch
1096,0.6663091734446681,Non-Switch
1097,0.6552709823767784,Non-Switch
1098,0.6536837583431616,Non-Switch
1099,0.6463845365396662,Non-Switch
11,0.4922290392531868,Non-Switch
110,0.2637345546578777,Non-Switch
1100,0.6372894497978807,Non-Switch
1101,0.6310950411223579,Non-Switch
1102,0.6276282887008351,Non-Switch
1103,0.6220007827315587,Non-Switch
1104,0.6189166249218314,Non-Switch
1105,0.6141833238422618,Non-Switch
1106,0.6239163443873686,Non-Switch
1107,0.6192987018142606,Non-Switch
1108,0.6219605559367867,Non-Switch
1109,0.6162966025241132,Non-Switch
111,0.26085386055915943,Non-Switch
1110,0.621994207695605,Non-Switch
1111,0.619750877908905,Non-Switch
1112,0.6193160971849728,Non-Switch
1113,0.6195985648712998,Non-Switch
1114,0.6268181096643007,Non-Switch
1115,0.6290454419225779,Non-Switch
1116,0.6296443914576068,Non-Switch
1117,0.6311936148897271,Non-Switch
1118,0.632463218092036,Non-Switch
1119,0.6263425844262301,Non-Switch
112,0.26151674843594297,Non-Switch
1120,0.6182509931324058,Non-Switch
1121,0.6071029937868951,Non-Switch
1122,0.6012501245774096,Non-Switch
1123,0.5905519198174578,Non-Switch
1124,0.5847576564402527,Non-Switch
1125,0.581016978701949,Non-Switch
1126,0.5829036516171119,Non-Switch
1127,0.5517763959734404,Non-Switch
1128,0.5304201614763722,Non-Switch
1129,0.5268252735116566,Non-Switch
113,0.271654780841412,Non-Switch
1130,0.5124511059342056,Non-Switch
1131,0.4999990232765816,Non-Switch
1132,0.5011319485661515,Non-Switch
1133,0.5004882680778627,Non-Switch
1134,0.49736978547414085,Non-Switch
1135,0.4955977873986434,Non-Switch
1136,0.5017075489577542,Non-Switch
1137,0.5124782862009435,Non-Switch
1138,0.5192481917241956,Non-Switch
1139,0.5184658659895754,Non-Switch
114,0.2745615938821669,Non-Switch
1140,0.5127509172193082,Non-Switch
1141,0.5177207642774021,Non-Switch
1142,0.5156667644630074,Non-Switch
1143,0.5208269769321394,Non-Switch
1144,0.529152784467339,Non-Switch
1145,0.5289581737574961,Non-Switch
1146,0.536179478796343,Non-Switch
1147,0.533892298179306,Non-Switch
1148,0.5442883101450695,Non-Switch
1149,0.5513431684076076,Non-Switch
115,0.28715969928709395,Non-Switch
1150,0.5698076813834525,Non-Switch
1151,0.5762350120019345,Non-Switch
1152,0.5819961413396878,Non-Switch
1153,0.5979835224629506,Non-Switch
1154,0.5902096555443075,Non-Switch
1155,0.5950364567414553,Non-Switch
1156,0.5897600162745587,Non-Switch
1157,0.5907426994039892,Non-Switch
1158,0.5873475993427809,Non-Switch
1159,0.5990582043237966,Non-Switch
116,0.29795127473478233,Non-Switch
1160,0.6054680877996298,Non-Switch
1161,0.6034384725673941,Non-Switch
1162,0.6134623478525643,Non-Switch
1163,0.6196981223054653,Non-Switch
1164,0.6149533278559607,Non-Switch
1165,0.6173766168944336,Non-Switch
1166,0.6216096457502169,Non-Switch
1167,0.6221266403095391,Non-Switch
1168,0.6225648897532264,Non-Switch
1169,0.6272915640249057,Non-Switch
117,0.2972502050547242,Non-Switch
1170,0.6240919030245268,Non-Switch
1171,0.6263291754946395,Non-Switch
1172,0.6283534582174007,Non-Switch
1173,0.6180494967549893,Non-Switch
1174,0.6102170757760024,Non-Switch
1175,0.6052001680274995,Non-Switch
1176,0.5992455669625095,Non-Switch
1177,0.6068932138996157,Non-Switch
1178,0.5935483759665109,Non-Switch
1179,0.5892802975096199,Non-Switch
118,0.3020492306078628,Non-Switch
1180,0.5609096904044688,Non-Switch
1181,0.5468764410298153,Non-Switch
1182,0.540977650112527,Non-Switch
1183,0.5284445961459924,Non-Switch
1184,0.540191803886215,Non-Switch
1185,0.522658202103157,Non-Switch
1186,0.5182509089086317,Non-Switch
1187,0.5091270369700723,Non-Switch
1188,0.511871312015735,Non-Switch
1189,0.5075760015201694,Non-Switch
119,0.31108716113159385,Non-Switch
1190,0.5034115704804386,Non-Switch
1191,0.4932629765998943,Non-Switch
1192,0.4935923496608204,Non-Switch
1193,0.4787251061587765,Non-Switch
1194,0.48545354236077715,Non-Switch
1195,0.4842300679540177,Non-Switch
1196,0.4865059105169298,Non-Switch
1197,0.47955174867116346,Non-Switch
1198,0.49668070099741574,Non-Switch
1199,0.49798276520400003,Non-Switch
12,0.48916823058688574,Non-Switch
120,0.3349539203803793,Non-Switch
1200,0.5045327953123272,Non-Switch
1201,0.5077376852783071,Non-Switch
1202,0.5140545345839919,Non-Switch
1203,0.5162849731584676,Non-Switch
1204,0.5169621500897646,Non-Switch
1205,0.5239452524481147,Non-Switch
1206,0.5228042507364284,Non-Switch
1207,0.5317630737409682,Non-Switch
1208,0.530433984583456,Non-Switch
1209,0.5370553564204779,Non-Switch
121,0.34007729711658946,Non-Switch
1210,0.5451097236918555,Non-Switch
1211,0.5428945060667529,Non-Switch
1212,0.5408959022245668,Non-Switch
1213,0.5344332113733573,Non-Switch
1214,0.5241020178722714,Non-Switch
1215,0.512049355705852,Non-Switch
1216,0.5148901336414181,Non-Switch
1217,0.5118139487099339,Non-Switch
1218,0.5054892818418161,Non-Switch
1219,0.5096612715842967,Non-Switch
122,0.3546275669365334,Non-Switch
1220,0.5087024553176589,Non-Switch
1221,0.5051135211256574,Non-Switch
1222,0.5125756174418333,Non-Switch
1223,0.4897237952390073,Non-Switch
1224,0.4840014430818,Non-Switch
1225,0.48838885585265435,Non-Switch
1226,0.5104722271998807,Non-Switch
1227,0.5296684329563084,Non-Switch
1228,0.5526550692821541,Non-Switch
1229,0.5373227584732416,Non-Switch
123,0.3696703173037988,Non-Switch
1230,0.5543640609107564,Non-Switch
1231,0.5538903476904683,Non-Switch
1232,0.5379805209282974,Non-Switch
1233,0.5407544612936568,Non-Switch
1234,0.5401492473542941,Non-Switch
1235,0.5469178068071935,Non-Switch
1236,0.5628007121623098,Non-Switch
1237,0.5627713574742329,Non-Switch
1238,0.5760810940342933,Non-Switch
1239,0.5795418926831021,Non-Switch
124,0.3794940163959367,Non-Switch
1240,0.5834920396770653,Non-Switch
1241,0.5926274567574962,Non-Switch
1242,0.6016356184176572,Non-Switch
1243,0.6086308354091818,Non-Switch
1244,0.6086298517423856,Non-Switch
1245,0.6163260089841268,Non-Switch
1246,0.5941420965359387,Non-Switch
1247,0.5890497570757462,Non-Switch
1248,0.5717304393384558,Non-Switch
1249,0.570585865363141,Non-Switch
125,0.39763461825017155,Non-Switch
1250,0.5696016808475479,Non-Switch
1251,0.5616937246129982,Non-Switch
1252,0.5484793001882984,Non-Switch
1253,0.5526370008762655,Non-Switch
1254,0.5403288442025105,Non-Switch
1255,0.5438548237195534,Non-Switch
1256,0.5368947081010731,Non-Switch
1257,0.5489870275709613,Non-Switch
1258,0.5424802270297315,Non-Switch
1259,0.5496541607465496,Non-Switch
126,0.41396563560290567,Non-Switch
1260,0.5548438832195685,Non-Switch
1261,0.5544047018810215,Non-Switch
1262,0.5560908620855641,Non-Switch
1263,0.5677916821705541,Non-Switch
1264,0.5621818304316731,Non-Switch
1265,0.5614286522973834,Non-Switch
1266,0.5896341586965782,Non-Switch
1267,0.5716765447524099,Non-Switch
1268,0.5960504101206185,Non-Switch
1269,0.5854841720271711,Non-Switch
127,0.41695013243459417,Non-Switch
1270,0.5704853242621793,Non-Switch
1271,0.5629494011643499,Non-Switch
1272,0.5549376939687665,Non-Switch
1273,0.5882385943724158,Non-Switch
1274,0.5518621820724587,Non-Switch
1275,0.5701137053009523,Non-Switch
1276,0.5634085664704412,Non-Switch
1277,0.5590067611012,Non-Switch
1278,0.5585546367784922,Non-Switch
1279,0.5574121854525798,Non-Switch
128,0.4265054975791088,Non-Switch
1280,0.5705224965126894,Non-Switch
1281,0.5595326604336247,Non-Switch
