,frame,track_1_x_no_post_proc,track_1_y_no_post_proc,track_0_x_no_post_proc,track_0_y_no_post_proc,Frame ID,Mean Entropy,Frame Type,flagged,track_1_x_post_proc,track_1_y_post_proc,track_0_x_post_proc,track_0_y_post_proc,post_proc_switch,distance,distance_cm
24,4036,771.2381978352864,426.8936818440755,830.8483540852865,608.5018249511719,4036,0.0043749289348168,Non-Switch,False,771.2381978352864,426.8936818440755,830.8483540852865,608.5018249511719,,0.0,0.0
25,4037,770.6019266764323,426.89454956054686,828.7014994303386,616.3561401367188,4037,0.0043758106818061,Non-Switch,False,770.6019266764323,426.89454956054686,828.7014994303386,616.3561401367188,,0.0,0.0
26,4038,770.0382588704427,426.8823262532552,826.3886433919271,624.3887898763021,4038,0.0043745426456596,Non-Switch,False,770.0382588704427,426.8823262532552,826.3886433919271,624.3887898763021,,0.0,0.0
27,4039,769.4830505371094,426.93213704427086,823.7112040201823,632.518477376302,4039,0.0043769403256632,Non-Switch,False,769.4830505371094,426.93213704427086,823.7112040201823,632.518477376302,,0.0,0.0
28,4040,769.0539815266927,426.98529459635415,820.5114725748698,640.6356953938802,4040,0.0043673469184198,Non-Switch,False,769.0539815266927,426.98529459635415,820.5114725748698,640.6356953938802,,0.0,0.0
29,4041,768.7056193033854,427.01612243652346,816.8579020182292,648.5050903320313,4041,0.0045321492936091,Non-Switch,False,768.7056193033854,427.01612243652346,816.8579020182292,648.5050903320313,,0.0,0.0
30,4042,768.4912658691406,427.19215189615886,812.9582397460938,656.1939229329427,4042,0.0045273673697464,Non-Switch,False,768.4912658691406,427.19215189615886,812.9582397460938,656.1939229329427,,0.0,0.0
31,4043,768.419091796875,427.4440989176432,808.8149943033854,663.7923848470052,4043,0.0045096410641774,Non-Switch,False,768.419091796875,427.4440989176432,808.8149943033854,663.7923848470052,,0.0,0.0
32,4044,768.3590922037761,427.68421427408856,804.6214375813802,671.1133239746093,4044,0.0050081945839684,Non-Switch,False,768.3590922037761,427.68421427408856,804.6214375813802,671.1133239746093,,0.0,0.0
33,4045,768.2907348632813,427.95619913736977,800.4116414388021,678.2512512207031,4045,0.0046267508364029,Non-Switch,False,768.2907348632813,427.95619913736977,800.4116414388021,678.2512512207031,,0.0,0.0
34,4046,768.1680440266927,428.31300862630206,796.2960164388021,685.1853963216146,4046,0.005125934175472,Non-Switch,False,768.1680440266927,428.31300862630206,796.2960164388021,685.1853963216146,,0.0,0.0
35,4047,768.112489827474,428.5914815266927,792.7812316894531,691.8223307291667,4047,0.0048999496440455,Non-Switch,False,768.112489827474,428.5914815266927,792.7812316894531,691.8223307291667,,0.0,0.0
36,4048,768.2501790364583,428.9431437174479,790.1071797688802,697.8971598307292,4048,0.0048435319446829,Non-Switch,False,768.2501790364583,428.9431437174479,790.1071797688802,697.8971598307292,,0.0,0.0
37,4049,768.3938191731771,429.2423970540365,788.1714965820313,703.6173706054688,4049,0.0147055660116632,Non-Switch,False,768.3938191731771,429.2423970540365,788.1714965820313,703.6173706054688,,0.0,0.0
38,4050,768.6008728027343,429.4865214029948,786.2286458333333,710.6105794270833,4050,0.0128619670826068,Non-Switch,False,768.6008728027343,429.4865214029948,786.2286458333333,710.6105794270833,,0.0,0.0
39,4051,768.6779174804688,429.78056640625,784.356005859375,717.2880452473959,4051,0.0068295600527502,Non-Switch,False,768.6779174804688,429.78056640625,784.356005859375,717.2880452473959,,0.0,0.0
40,4052,768.6360758463542,430.0664581298828,783.0976277669271,721.7789489746094,4052,0.0067956371466748,Non-Switch,False,768.6360758463542,430.0664581298828,783.0976277669271,721.7789489746094,,0.0,0.0
41,4053,768.722890218099,430.3108164469401,782.0833821614583,725.7408528645833,4053,0.009869308395666,Non-Switch,False,768.722890218099,430.3108164469401,782.0833821614583,725.7408528645833,,0.0,0.0
42,4054,768.8635498046875,430.54559326171875,781.3975260416667,729.5108174641927,4054,0.0073670421142869,Non-Switch,False,768.8635498046875,430.54559326171875,781.3975260416667,729.5108174641927,,0.0,0.0
43,4055,769.0706827799479,430.7736460367839,780.8536804199218,732.9664774576823,4055,0.0051556844868423,Non-Switch,False,769.0706827799479,430.7736460367839,780.8536804199218,732.9664774576823,,0.0,0.0
44,4056,769.3536376953125,431.0362538655599,779.979345703125,736.0415669759115,4056,0.0047301634669209,Non-Switch,False,769.3536376953125,431.0362538655599,779.979345703125,736.0415669759115,,0.0,0.0
45,4057,769.713319905599,431.2741383870443,779.0344156901042,738.7588033040364,4057,0.0047994113407607,Non-Switch,False,769.713319905599,431.2741383870443,779.0344156901042,738.7588033040364,,0.0,0.0
46,4058,770.1894836425781,431.5175018310547,778.1662109375,740.9576782226562,4058,0.004649407871136,Non-Switch,False,770.1894836425781,431.5175018310547,778.1662109375,740.9576782226562,,0.0,0.0
47,4059,770.6644124348958,431.7630920410156,777.318115234375,742.6815246582031,4059,0.0044661395306176,Non-Switch,False,770.6644124348958,431.7630920410156,777.318115234375,742.6815246582031,,0.0,0.0
48,4060,771.1527099609375,432.0089416503906,776.4337849934896,743.9292887369792,4060,0.0045306498198719,Non-Switch,False,771.1527099609375,432.0089416503906,776.4337849934896,743.9292887369792,,0.0,0.0
49,4061,771.7077758789062,432.2542744954427,775.6128336588541,744.672782389323,4061,0.0044859665773946,Non-Switch,False,771.7077758789062,432.2542744954427,775.6128336588541,744.672782389323,,0.0,0.0
50,4062,772.3184102376302,432.49790852864584,774.7524230957031,745.0700174967448,4062,0.0044402091151566,Non-Switch,False,772.3184102376302,432.49790852864584,774.7524230957031,745.0700174967448,,0.0,0.0
51,4063,772.8207377115885,432.80616149902346,773.814540608724,744.9241963704427,4063,0.0044104218543886,Non-Switch,False,772.8207377115885,432.80616149902346,773.814540608724,744.9241963704427,,0.0,0.0
52,4064,773.377587890625,433.0582560221354,773.011317952474,744.0724243164062,4064,0.0043973531883447,Non-Switch,False,773.377587890625,433.0582560221354,773.011317952474,744.0724243164062,,0.0,0.0
53,4065,773.931103515625,433.311610921224,772.1830383300781,742.7450052897135,4065,0.0044170549430734,Non-Switch,False,773.931103515625,433.311610921224,772.1830383300781,742.7450052897135,,0.0,0.0
54,4066,774.4923400878906,433.6177225748698,771.4623311360677,741.0041585286458,4066,0.0044282274332108,Non-Switch,False,774.4923400878906,433.6177225748698,771.4623311360677,741.0041585286458,,0.0,0.0
55,4067,775.0005045572917,433.92515258789064,771.0063110351563,738.9267130533855,4067,0.0044892607841465,Non-Switch,False,775.0005045572917,433.92515258789064,771.0063110351563,738.9267130533855,,0.0,0.0
56,4068,775.4358703613282,434.23999938964846,770.7878865559895,736.4501993815104,4068,0.0044522311055363,Non-Switch,False,775.4358703613282,434.23999938964846,770.7878865559895,736.4501993815104,,0.0,0.0
57,4069,775.7981852213542,434.48667907714844,770.9201171875,733.7331909179687,4069,0.0044364812568377,Non-Switch,False,775.7981852213542,434.48667907714844,770.9201171875,733.7331909179687,,0.0,0.0
58,4070,775.9620239257813,434.7882965087891,771.6312398274739,731.0179077148438,4070,0.0044471079036008,Non-Switch,False,775.9620239257813,434.7882965087891,771.6312398274739,731.0179077148438,,0.0,0.0
59,4071,776.103369140625,434.9657440185547,772.7446594238281,728.5051493326823,4071,0.0044614422544659,Non-Switch,False,776.103369140625,434.9657440185547,772.7446594238281,728.5051493326823,,0.0,0.0
60,4072,776.1150817871094,435.0601003011068,774.1502522786458,726.2276428222656,4072,0.004489675625111,Non-Switch,False,776.1150817871094,435.0601003011068,774.1502522786458,726.2276428222656,,0.0,0.0
61,4073,776.0454956054688,435.12684427897136,775.7477803548177,724.0850931803385,4073,0.0044952885745171,Non-Switch,False,776.0454956054688,435.12684427897136,775.7477803548177,724.0850931803385,,0.0,0.0
62,4074,775.9126037597656,435.18442586263023,777.3971822102865,722.1787353515625,4074,0.0045117968935783,Non-Switch,False,775.9126037597656,435.18442586263023,777.3971822102865,722.1787353515625,,0.0,0.0
63,4075,775.7845723470052,435.2049112955729,779.0706298828125,720.5100830078125,4075,0.0044674629908605,Non-Switch,False,775.7845723470052,435.2049112955729,779.0706298828125,720.5100830078125,,0.0,0.0
64,4076,775.7168131510417,435.2005554199219,780.658994547526,719.0999552408854,4076,0.0045383581360281,Non-Switch,False,775.7168131510417,435.2005554199219,780.658994547526,719.0999552408854,,0.0,0.0
65,4077,775.7111897786458,435.19776204427086,782.1031982421875,717.8318074544271,4077,0.0044999522603073,Non-Switch,False,775.7111897786458,435.19776204427086,782.1031982421875,717.8318074544271,,0.0,0.0
66,4078,775.7129414876302,435.14581909179685,783.4472330729167,716.7450134277344,4078,0.0045285843485434,Non-Switch,False,775.7129414876302,435.14581909179685,783.4472330729167,716.7450134277344,,0.0,0.0
67,4079,775.7161458333334,435.09156595865886,784.6980936686198,715.8587158203125,4079,0.0044575867527733,Non-Switch,False,775.7161458333334,435.09156595865886,784.6980936686198,715.8587158203125,,0.0,0.0
68,4080,775.7810953776042,435.0299306233724,785.8844177246094,715.0496419270834,4080,0.004473573749424,Non-Switch,False,775.7810953776042,435.0299306233724,785.8844177246094,715.0496419270834,,0.0,0.0
69,4081,775.7964070638021,435.02843322753904,787.0700703938802,714.239453125,4081,0.0044758061648491,Non-Switch,False,775.7964070638021,435.02843322753904,787.0700703938802,714.239453125,,0.0,0.0
70,4082,775.7947692871094,435.0359161376953,788.335762532552,713.6092366536458,4082,0.0044496486785444,Non-Switch,False,775.7947692871094,435.0359161376953,788.335762532552,713.6092366536458,,0.0,0.0
71,4083,775.7965637207031,435.07464599609375,789.7358032226563,713.0532206217448,4083,0.0044528787277059,Non-Switch,False,775.7965637207031,435.07464599609375,789.7358032226563,713.0532206217448,,0.0,0.0
72,4084,775.7352701822916,435.1326517740885,790.9332234700521,712.3991638183594,4084,0.0044037568548605,Non-Switch,False,775.7352701822916,435.1326517740885,790.9332234700521,712.3991638183594,,0.0,0.0
73,4085,775.67880859375,435.1903015136719,792.0627522786458,711.6538594563802,4085,0.0044131127782481,Non-Switch,False,775.67880859375,435.1903015136719,792.0627522786458,711.6538594563802,,0.0,0.0
74,4086,775.682139078776,435.1901529947917,793.2720743815104,710.7389750162761,4086,0.0043990985435281,Non-Switch,False,775.682139078776,435.1901529947917,793.2720743815104,710.7389750162761,,0.0,0.0
75,4087,775.6858317057291,435.2463846842448,794.5229207356771,709.4738545735677,4087,0.0044099213580023,Non-Switch,False,775.6858317057291,435.2463846842448,794.5229207356771,709.4738545735677,,0.0,0.0
76,4088,775.6330586751302,435.304042561849,795.8223815917969,708.0574096679687,4088,0.0043990078495521,Non-Switch,False,775.6330586751302,435.304042561849,795.8223815917969,708.0574096679687,,0.0,0.0
77,4089,775.5820943196615,435.35979817708335,797.0928731282552,706.6661763509114,4089,0.0044136082360802,Non-Switch,False,775.5820943196615,435.35979817708335,797.0928731282552,706.6661763509114,,0.0,0.0
78,4090,775.5824340820312,435.3631896972656,798.3924458821615,705.2828653971354,4090,0.0044092340992061,Non-Switch,False,775.5824340820312,435.3631896972656,798.3924458821615,705.2828653971354,,0.0,0.0
79,4091,775.5839050292968,435.3680358886719,799.6241719563802,703.8993021647135,4091,0.0044035566563059,Non-Switch,False,775.5839050292968,435.3680358886719,799.6241719563802,703.8993021647135,,0.0,0.0
80,4092,775.585624186198,435.3741424560547,800.8540364583333,702.5179341634115,4092,0.0044054054698027,Non-Switch,False,775.585624186198,435.3741424560547,800.8540364583333,702.5179341634115,,0.0,0.0
81,4093,775.6484720865885,435.3728342692057,802.0757486979167,701.141269938151,4093,0.0044064202346235,Non-Switch,False,775.6484720865885,435.3728342692057,802.0757486979167,701.141269938151,,0.0,0.0
82,4094,775.7098795572916,435.3776000976562,803.2299845377604,699.8181172688802,4094,0.0043899277030323,Non-Switch,False,775.7098795572916,435.3776000976562,803.2299845377604,699.8181172688802,,0.0,0.0
83,4095,775.7111267089844,435.3794281005859,804.3763712565104,698.5070373535157,4095,0.0044217035132009,Non-Switch,False,775.7111267089844,435.3794281005859,804.3763712565104,698.5070373535157,,0.0,0.0
84,4096,775.7639628092448,435.3279123942057,805.5800903320312,697.1936930338542,4096,0.0043870003030279,Non-Switch,False,775.7639628092448,435.3279123942057,805.5800903320312,697.1936930338542,,0.0,0.0
85,4097,775.8310933430989,435.264252726237,806.7863220214844,695.8784688313802,4097,0.0043750760606002,Non-Switch,False,775.8310933430989,435.264252726237,806.7863220214844,695.8784688313802,,0.0,0.0
86,4098,775.9000528971354,435.19627685546874,807.990478515625,694.5594177246094,4098,0.0043702793569784,Non-Switch,False,775.9000528971354,435.19627685546874,807.990478515625,694.5594177246094,,0.0,0.0
87,4099,775.9644856770833,435.12514139811196,809.1951904296875,693.2396667480468,4099,0.0043649448716692,Non-Switch,False,775.9644856770833,435.12514139811196,809.1951904296875,693.2396667480468,,0.0,0.0
88,4100,776.0273783365885,434.98980814615885,810.078603108724,691.9247212727864,4100,0.0043617789800981,Non-Switch,False,776.0273783365885,434.98980814615885,810.078603108724,691.9247212727864,,0.0,0.0
89,4101,776.0279418945313,434.9585744222005,810.4853006998698,690.5993876139323,4101,0.004362374873111,Non-Switch,False,776.0279418945313,434.9585744222005,810.4853006998698,690.5993876139323,,0.0,0.0
90,4102,776.0305297851562,434.9046356201172,810.3758666992187,689.1874003092448,4102,0.0043648323439581,Non-Switch,False,776.0305297851562,434.9046356201172,810.3758666992187,689.1874003092448,,0.0,0.0
91,4103,775.9705485026042,434.9048838297526,809.9416483561198,687.3574401855469,4103,0.004367096334323,Non-Switch,False,775.9705485026042,434.9048838297526,809.9416483561198,687.3574401855469,,0.0,0.0
92,4104,775.9566284179688,434.88580729166665,809.3995056152344,685.3961405436198,4104,0.0043674466817934,Non-Switch,False,775.9566284179688,434.88580729166665,809.3995056152344,685.3961405436198,,0.0,0.0
93,4105,775.9504414876302,434.85687764485675,808.7358744303385,683.1548299153645,4105,0.0043638347102217,Non-Switch,False,775.9504414876302,434.85687764485675,808.7358744303385,683.1548299153645,,0.0,0.0
94,4106,775.8924296061198,434.8344390869141,807.8602559407552,680.7655354817708,4106,0.0043609540008197,Non-Switch,False,775.8924296061198,434.8344390869141,807.8602559407552,680.7655354817708,,0.0,0.0
95,4107,775.9020284016927,434.8878946940104,806.7473551432291,678.2506978352865,4107,0.0043643036316682,Non-Switch,False,775.9020284016927,434.8878946940104,806.7473551432291,678.2506978352865,,0.0,0.0
96,4108,775.9084696451823,434.986328125,805.4190185546875,675.5927449544271,4108,0.0043619274494959,Non-Switch,False,775.9084696451823,434.986328125,805.4190185546875,675.5927449544271,,0.0,0.0
97,4109,775.8753743489583,435.0837880452474,803.9405659993489,672.7642679850261,4109,0.0043633741863656,Non-Switch,False,775.8753743489583,435.0837880452474,803.9405659993489,672.7642679850261,,0.0,0.0
98,4110,775.8785827636718,435.1739430745443,802.2705078125,669.7712544759114,4110,0.0043602385261199,Non-Switch,False,775.8785827636718,435.1739430745443,802.2705078125,669.7712544759114,,0.0,0.0
99,4111,775.934004720052,435.27501322428384,800.2268127441406,667.0327697753906,4111,0.0043629227319071,Non-Switch,False,775.934004720052,435.27501322428384,800.2268127441406,667.0327697753906,,0.0,0.0
100,4112,775.9419067382812,435.3816619873047,797.6220357259115,664.3691955566406,4112,0.0043607947825062,Non-Switch,False,775.9419067382812,435.3816619873047,797.6220357259115,664.3691955566406,,0.0,0.0
101,4113,775.9963114420573,435.5075429280599,794.3784566243489,661.7040608723959,4113,0.0043609492981691,Non-Switch,False,775.9963114420573,435.5075429280599,794.3784566243489,661.7040608723959,,0.0,0.0
102,4114,776.0512064615885,435.5860229492188,790.5361348470052,659.1793192545573,4114,0.0043619563372068,Non-Switch,False,776.0512064615885,435.5860229492188,790.5361348470052,659.1793192545573,,0.0,0.0
103,4115,776.0531372070312,435.72202555338544,786.4120910644531,656.9393819173177,4115,0.0043696623020377,Non-Switch,False,776.0531372070312,435.72202555338544,786.4120910644531,656.9393819173177,,0.0,0.0
104,4116,776.045849609375,435.8551300048828,784.2569193522136,654.4464335123698,4116,0.0043819661155503,Non-Switch,False,776.045849609375,435.8551300048828,784.2569193522136,654.4464335123698,,0.0,0.0
105,4117,776.0357543945313,435.99090067545575,782.1266560872396,652.4422383626302,4117,0.004397561448586,Non-Switch,False,776.0357543945313,435.99090067545575,782.1266560872396,652.4422383626302,,0.0,0.0
106,4118,776.0939371744792,436.04144490559895,778.2030598958333,650.5770345052083,4118,0.0043901440249603,Non-Switch,False,776.0939371744792,436.04144490559895,778.2030598958333,650.5770345052083,,0.0,0.0
107,4119,776.1482076009114,436.11191914876304,774.6667622884114,648.4251485188802,4119,0.0044994265711499,Non-Switch,False,776.1482076009114,436.11191914876304,774.6667622884114,648.4251485188802,,0.0,0.0
108,4120,776.0932210286459,436.2300791422526,771.1319905598958,646.2710510253906,4120,0.0045302185196302,Non-Switch,False,776.0932210286459,436.2300791422526,771.1319905598958,646.2710510253906,,0.0,0.0
109,4121,776.0916483561198,436.2843821207682,768.0595275878907,643.8551310221354,4121,0.0044849135195616,Non-Switch,False,776.0916483561198,436.2843821207682,768.0595275878907,643.8551310221354,,0.0,0.0
110,4122,776.0358947753906,436.3431915283203,765.1564676920573,641.32041015625,4122,0.0046528246827074,Non-Switch,False,776.0358947753906,436.3431915283203,765.1564676920573,641.32041015625,,0.0,0.0
111,4123,775.9793294270834,436.43784688313804,762.2032165527344,639.0510091145833,4123,0.0047784156853072,Non-Switch,False,775.9793294270834,436.43784688313804,762.2032165527344,639.0510091145833,,0.0,0.0
112,4124,775.9792887369791,436.5277903238932,759.547694905599,636.8212178548177,4124,0.0048014768120891,Non-Switch,False,775.9792887369791,436.5277903238932,759.547694905599,636.8212178548177,,0.0,0.0
113,4125,775.9264343261718,436.6460784912109,756.9495788574219,634.6567565917969,4125,0.0046551454407832,Non-Switch,False,775.9264343261718,436.6460784912109,756.9495788574219,634.6567565917969,,0.0,0.0
114,4126,775.8764994303385,436.71299133300784,754.4101908365885,632.3862874348958,4126,0.0046041952445615,Non-Switch,False,775.8764994303385,436.71299133300784,754.4101908365885,632.3862874348958,,0.0,0.0
115,4127,775.8679524739583,436.8015960693359,751.8823201497396,630.2446431477864,4127,0.0047439899315202,Non-Switch,False,775.8679524739583,436.8015960693359,751.8823201497396,630.2446431477864,,0.0,0.0
116,4128,775.8059834798177,436.8742604573568,749.3854024251302,628.2051737467448,4128,0.0046997779618147,Non-Switch,False,775.8059834798177,436.8742604573568,749.3854024251302,628.2051737467448,,0.0,0.0
117,4129,775.7359354654948,436.9819010416667,746.8326090494792,626.1245788574219,4129,0.0044826035104015,Non-Switch,False,775.7359354654948,436.9819010416667,746.8326090494792,626.1245788574219,,0.0,0.0
118,4130,775.6036539713542,437.1010314941406,744.6911010742188,624.121885172526,4130,0.0044462338823946,Non-Switch,False,775.6036539713542,437.1010314941406,744.6911010742188,624.121885172526,,0.0,0.0
119,4131,775.4078796386718,437.2310078938802,743.1353820800781,622.107861328125,4131,0.0044143646910211,Non-Switch,False,775.4078796386718,437.2310078938802,743.1353820800781,622.107861328125,,0.0,0.0
120,4132,775.1268330891927,437.51430257161456,741.98017578125,619.9897277832031,4132,0.0043803232109695,Non-Switch,False,775.1268330891927,437.51430257161456,741.98017578125,619.9897277832031,,0.0,0.0
121,4133,774.8512776692709,437.74241333007814,741.0415954589844,618.2188313802084,4133,0.0043734738003568,Non-Switch,False,774.8512776692709,437.74241333007814,741.0415954589844,618.2188313802084,,0.0,0.0
122,4134,774.5158040364583,437.9934916178385,740.1809265136719,616.4450764973958,4134,0.0043772486851818,Non-Switch,False,774.5158040364583,437.9934916178385,740.1809265136719,616.4450764973958,,0.0,0.0
123,4135,774.1677917480469,438.1833791097005,739.2684305826823,614.7802958170573,4135,0.004381483086152,Non-Switch,False,774.1677917480469,438.1833791097005,739.2684305826823,614.7802958170573,,0.0,0.0
124,4136,773.8614888509114,438.3670369466146,738.6212015787761,613.1141866048177,4136,0.0043711500191484,Non-Switch,False,773.8614888509114,438.3670369466146,738.6212015787761,613.1141866048177,,0.0,0.0
125,4137,773.3799947102865,438.3603769938151,738.211903889974,611.5268636067708,4137,0.0043640631246799,Non-Switch,False,773.3799947102865,438.3603769938151,738.211903889974,611.5268636067708,,0.0,0.0
126,4138,772.7718994140625,438.27318420410154,738.2119099934896,609.9376871744792,4138,0.0043631716364857,Non-Switch,False,772.7718994140625,438.27318420410154,738.2119099934896,609.9376871744792,,0.0,0.0
127,4139,772.2078145345052,438.24761759440105,738.3736551920573,608.4502848307292,4139,0.0043667362456478,Non-Switch,False,772.2078145345052,438.24761759440105,738.3736551920573,608.4502848307292,,0.0,0.0
128,4140,771.7221211751302,438.30380859375,738.6666809082031,607.253096516927,4140,0.0043654739198627,Non-Switch,False,771.7221211751302,438.30380859375,738.6666809082031,607.253096516927,,0.0,0.0
129,4141,771.2540893554688,438.3554921468099,739.4539998372396,605.7824788411458,4141,0.0043651951198623,Non-Switch,False,771.2540893554688,438.3554921468099,739.4539998372396,605.7824788411458,,0.0,0.0
130,4142,770.9020711263021,438.464404296875,740.675624593099,604.4029764811198,4142,0.0043633792249198,Non-Switch,False,770.9020711263021,438.464404296875,740.675624593099,604.4029764811198,,0.0,0.0
131,4143,770.5110188802083,438.6443837483724,742.195469156901,603.210205078125,4143,0.0043639418634749,Non-Switch,False,770.5110188802083,438.6443837483724,742.195469156901,603.210205078125,,0.0,0.0
132,4144,770.2480183919271,439.0021657307943,744.0621439615885,602.1963948567708,4144,0.0043649761107053,Non-Switch,False,770.2480183919271,439.0021657307943,744.0621439615885,602.1963948567708,,0.0,0.0
133,4145,770.1050028483073,439.42088928222654,745.8033142089844,601.4662129720052,4145,0.0043742887025267,Non-Switch,False,770.1050028483073,439.42088928222654,745.8033142089844,601.4662129720052,,0.0,0.0
134,4146,769.9757446289062,439.85532735188804,745.2831990559896,601.2731424967448,4146,0.004375458318914,Non-Switch,False,769.9757446289062,439.85532735188804,745.2831990559896,601.2731424967448,,0.0,0.0
135,4147,769.8866780598959,440.3479319254557,744.5593566894531,600.8849527994792,4147,0.0043829079892867,Non-Switch,False,769.8866780598959,440.3479319254557,744.5593566894531,600.8849527994792,,0.0,0.0
136,4148,769.8703002929688,440.9973429361979,745.5241251627605,600.5025655110677,4148,0.0043800326543426,Non-Switch,False,769.8703002929688,440.9973429361979,745.5241251627605,600.5025655110677,,0.0,0.0
137,4149,770.0630513509115,441.6898122151693,746.1160135904948,600.3787048339843,4149,0.0043780488075926,Non-Switch,False,770.0630513509115,441.6898122151693,746.1160135904948,600.3787048339843,,0.0,0.0
138,4150,770.2520853678385,442.7098887125651,746.7077779134114,600.1777567545573,4150,0.0043790437541001,Non-Switch,False,770.2520853678385,442.7098887125651,746.7077779134114,600.1777567545573,,0.0,0.0
