,x,y,time,method
0,-0.7611592911371621,5.045616662129529,0,DREEM
1,-5.168909542540764,6.916738925192856,0,DREEM
2,-4.591216271469872,7.488339842746225,0,DREEM
3,-7.983841004425509,5.407884013801442,0,DREEM
4,8.544348796421211,3.8469780515606495,0,DREEM
5,8.816958563950344,4.071616209250467,0,DREEM
6,7.480333750130735,5.282506434009003,0,DREEM
7,-7.488342495267432,5.863298912738308,0,DREEM
8,-4.140730910973256,7.946485728676651,0,DREEM
9,-4.879106112697118,7.770988516928452,0,DREEM
10,-4.407904128356735,7.097150457137264,0,DREEM
11,-7.662780668157673,-3.3240650211794547,0,DREEM
12,-8.188879177164505,5.219340382133205,0,DREEM
13,-4.111301011307246,7.999445648183213,0,DREEM
14,1.7070353007923165,9.46906284621102,0,DREEM
15,7.255090176094267,6.604014848815502,0,DREEM
16,-0.9163401561777148,4.346823984573614,0,DREEM
17,2.08917831753254,7.514948874747606,0,DREEM
18,7.921329782531451,4.832880946188408,0,DREEM
19,2.661050296914337,8.954568456996322,0,DREEM
20,2.441335468538878,8.912748034594644,0,DREEM
21,2.562635230257817,7.804861100335045,0,DREEM
22,8.14029243431463,-2.2651211021894126,0,DREEM
23,3.3105082249811884,-5.684355630371482,0,DREEM
24,5.756117725101133,-6.624488616023935,0,DREEM
25,-5.06510936339104,7.253380189489437,0,DREEM
26,0.2318550844026663,6.372962266225263,0,DREEM
27,-2.1841099474349037,3.8616482864640407,0,DREEM
28,7.300276407250132,6.2065705235736095,0,DREEM
29,7.627247603787706,1.4739643001523437,0,DREEM
30,-9.424440682173596,1.7755309421031094,0,DREEM
31,8.62317068555557,1.6958043441319506,0,DREEM
32,2.8954109253354976,3.078277055817548,0,DREEM
33,5.10344911523355,7.560279827212265,0,DREEM
34,-0.0862940164550785,9.353115845783227,0,DREEM
35,-3.694110249465433,7.387200449463528,0,DREEM
36,0.8023243642547363,9.400637908585546,0,DREEM
37,-3.558586761056241,8.177088828846381,0,DREEM
38,4.818196455454268,0.5083464646220485,0,DREEM
39,8.026078387155081,3.57331402920413,0,DREEM
40,9.196014683020788,2.781809344384051,0,DREEM
41,-2.8531062691490088,8.299520791344325,0,DREEM
42,-2.291987706786019,8.502621920380578,0,DREEM
43,4.958307793598453,4.255454120319932,0,DREEM
44,-7.945476391137301,4.955843315250971,0,DREEM
45,6.4685543961787895,5.992491037724933,0,DREEM
46,-6.407147665321388,5.598245726079735,0,DREEM
47,5.469172840725888,7.843817657221704,0,DREEM
48,-3.841376472433473,8.121325643779784,0,DREEM
49,8.933655865366196,1.5589408205154327,0,DREEM
50,5.85511044121958,6.064785561095127,0,DREEM
51,2.204130689344971,5.089797772773637,0,DREEM
52,4.221145686762316,8.342212435944129,0,DREEM
53,3.945454088393433,8.169269839009509,0,DREEM
54,-6.7585808674738095,5.809580788564831,0,DREEM
55,-7.129116931273468,4.688664801890879,0,DREEM
56,-3.9817456572367695,8.697017295694927,0,DREEM
57,-0.3441434562707783,8.953207615314913,0,DREEM
58,-7.212308989797462,5.395630930694565,0,DREEM
59,-0.6105981454017779,9.629412965787942,0,DREEM
60,-7.556460060238613,5.281605968367746,0,DREEM
61,-7.72980273318664,5.063190749977013,0,DREEM
62,-5.058132999171475,6.920526478324499,0,DREEM
63,-8.086638099350184,4.644298936426018,0,DREEM
64,-8.544650055161618,1.5026088832773612,0,DREEM
65,-8.22976025542045,4.521428020007501,0,DREEM
66,-8.053821655226038,4.2145398555884,0,DREEM
67,7.714784564976559,5.631313812506923,0,DREEM
68,8.17160186505769,1.5235847225458103,0,DREEM
69,-1.775683501826265,8.60499222189548,0,DREEM
70,9.550955856456572,-1.333138722586911,0,DREEM
71,9.564101017102493,-0.4543945776048365,0,DREEM
72,7.891039244433765,-2.8890243133311526,0,DREEM
73,-0.3987598404909101,8.883196180476476,0,DREEM
74,-8.512113404215143,1.0203202401212892,0,DREEM
75,-1.5129011696206154,9.018474133984215,0,DREEM
76,-1.4917393038114826,8.935969739288646,0,DREEM
77,-8.099925461044327,-1.0905697358975242,0,DREEM
78,-6.964442479000478,6.121267716143264,0,DREEM
79,-0.5469581439240558,5.550513805018092,0,DREEM
80,8.626816072793565,2.6914928625475767,0,DREEM
81,-1.3306236381351912,5.788063722882416,0,DREEM
82,-1.8811389357316053,5.709515163737374,0,DREEM
83,-4.290649517864319,7.568597884545971,0,DREEM
84,7.601656860769048,-6.279310735423386,0,DREEM
85,-9.003151846476898,2.1147443067100413,0,DREEM
86,-7.742717529819213,2.2482496667290204,0,DREEM
87,-9.85580774456702,-0.8218801847367306,0,DREEM
88,-9.573365655368502,-0.813799325892834,0,DREEM
89,-9.845472069809349,-0.6060352098049515,0,DREEM
90,-9.618568753467178,-1.3979976250962494,0,DREEM
91,2.965274954866313,7.574457937482141,0,DREEM
92,1.9968826598435951,8.0293553089485,0,DREEM
93,-2.265839219368736,9.49580977786864,0,DREEM
94,-0.1588041049622128,5.361944406824959,0,DREEM
95,-5.957033238104818,7.574730927347951,0,DREEM
96,-7.89535578148367,5.792647869424363,0,DREEM
97,-7.903067960789672,4.18079777895876,0,DREEM
98,-7.634501648965852,3.4462397912235896,0,DREEM
99,3.647203559762572,3.732340712691174,0,DREEM
100,-4.489947942088851,7.532904425920361,0,DREEM
101,-0.5973981683190162,7.736859011403578,0,DREEM
102,-1.4250276952352727,8.103782200103407,0,DREEM
103,8.329997081502901,3.907621003035033,0,DREEM
104,3.891299833518009,4.058614272656293,0,DREEM
105,4.235509450846738,0.5576847723481024,0,DREEM
106,4.111014810509493,-2.760311104790658,0,DREEM
107,3.928951583667095,4.183168399984623,0,DREEM
108,-8.788697684514613,1.732245009131019,0,DREEM
109,-5.297447553331027,2.8472447068663818,0,DREEM
110,-5.740804067003168,6.853762614949264,0,DREEM
111,-7.836764521812381,3.6591888206501695,0,DREEM
112,-9.38438307318238,-1.8288759175827631,0,DREEM
113,-7.656162487805522,-4.6602773531533455,0,DREEM
114,-8.739742146794425,-0.0202792583020039,0,DREEM
115,-7.748893001253777,5.323662678055742,0,DREEM
116,-8.39971960328467,2.0681133195891337,0,DREEM
117,8.119374620802088,-2.663799016570883,0,DREEM
118,8.353235835797433,-2.025673004510009,0,DREEM
119,7.6356010695356655,4.957948510677031,0,DREEM
120,6.400361970148669,6.31481819313088,0,DREEM
121,3.622447511276513,8.861503673804606,0,DREEM
122,3.6347473060208415,9.157242714766491,0,DREEM
123,2.8701215037331824,8.9041452956073,0,DREEM
124,-4.315995715991686,3.626074015870546,0,DREEM
125,3.938035400065476,9.010968836668182,0,DREEM
126,8.314799700581936,-4.544355506400133,0,DREEM
127,8.216805408636352,-3.788610065184645,0,DREEM
128,8.718375464211661,-3.206785402659317,0,DREEM
129,9.291886093857212,-1.497125607259298,0,DREEM
130,8.081497589687979,2.891202198667963,0,DREEM
131,6.887653571006843,6.156661682433538,0,DREEM
132,6.842046190436771,2.921356682688504,0,DREEM
133,-9.721892910337248,1.314464919641407,0,DREEM
134,-8.577309885053598,0.7119464548655495,0,DREEM
135,-8.53342255111357,1.7596601663659506,0,DREEM
136,-8.373054492252908,2.135040140618797,0,DREEM
137,-5.147816329758781,6.654055240276605,0,DREEM
138,-3.316612133852392,9.342495758066292,0,DREEM
139,-3.578304560158486,9.265297526114765,0,DREEM
140,-8.721980468690967,2.6491423389251034,0,DREEM
141,-6.043602099427551,6.229712234276816,0,DREEM
142,-9.02951992358588,-2.531223498764036,0,DREEM
143,-8.157804651089679,3.774414513569449,0,DREEM
144,-8.072286993698146,3.8192467026658896,0,DREEM
145,-9.01593157642531,-3.361376445537684,0,DREEM
146,-8.819423866107826,-3.005093428044459,0,DREEM
147,-7.169555519650571,2.025153272510198,0,DREEM
148,9.18926685128072,-0.0719691110955111,0,DREEM
149,-5.374156327103617,1.7509505170059387,0,DREEM
150,-7.625656386622195,5.116323335280772,0,DREEM
151,-0.5841232563103009,6.9585508760153605,0,DREEM
152,1.2640382560732566,6.332632282447092,0,DREEM
153,9.099478120553854,2.439862617216572,0,DREEM
154,0.9084531305740912,8.836641940173978,0,DREEM
155,3.995095477549937,8.353226469593968,0,DREEM
156,-7.621890468438763,3.2968996702515017,0,DREEM
157,5.836873655706849,6.6344154703444005,0,DREEM
158,-6.81932324545166,6.141645273763154,0,DREEM
159,-4.318942776024096,6.881599633613919,0,DREEM
160,1.2965083252105705,9.046742585689724,0,DREEM
161,9.926152757527554,0.7319376435708514,0,DREEM
162,-5.017838544090449,7.372141355335532,0,DREEM
163,-8.941506511230786,-0.9628676813180014,0,DREEM
164,-7.835565504002712,2.6536714858445367,0,DREEM
165,-7.981651598259598,0.4378770131751165,0,DREEM
166,-7.436307435952491,1.4393107235474905,0,DREEM
167,-1.7559750959977152,9.03823128643926,0,DREEM
168,5.933232763481785,7.515099023083157,0,DREEM
169,-5.588408812516765,6.424595573018008,0,DREEM
170,-8.355786457537059,3.70637987584965,0,DREEM
171,-9.237418268899797,0.8143879365653948,0,DREEM
172,-1.684710962056806,6.3373011571877536,0,DREEM
173,5.620593118003426,7.565538224097668,0,DREEM
174,6.550994509162809,7.307320540491909,0,DREEM
175,4.136768842942905,3.0246214334952577,0,DREEM
176,-1.4951382070966934,9.859481482653964,0,DREEM
177,4.183585015589747,8.55172008323337,0,DREEM
178,-5.197524275212096,2.653574405581318,0,DREEM
179,8.130022629261507,2.446888960965837,0,DREEM
180,-4.742599532630251,7.620489724740305,0,DREEM
181,5.347700283367141,6.493919903334109,0,DREEM
182,5.428303144371559,5.101242269558758,0,DREEM
183,8.642593969076346,-1.946502016880167,0,DREEM
184,8.489453017421424,3.017895034009753,0,DREEM
185,-3.386369154821635,7.961159261556732,0,DREEM
186,-0.1578859165837295,6.320494784006375,0,DREEM
187,8.278368201905186,4.46553602528358,0,DREEM
188,-5.478908605356798,6.395775545415937,0,DREEM
189,4.226748911854418,7.195788172597055,0,DREEM
190,9.026389088121554,2.761973577415451,0,DREEM
191,8.800261463595147,-1.2209635432509571,0,DREEM
192,-3.8068914157108735,4.907140540324489,0,DREEM
193,-9.774331754903269,1.8660201783253327,0,DREEM
194,-9.341172361246578,1.1847460282992337,0,DREEM
195,-0.3938470463019619,4.89002568794717,0,DREEM
196,-3.2862581168631477,8.574844081680974,0,DREEM
197,-6.673424834132083,6.810423260978392,0,DREEM
198,1.1689683347137367,9.79231792705825,0,DREEM
199,0.931279124510965,9.545198498968594,0,DREEM
200,5.499686117257163,7.2999475649199,0,DREEM
201,8.65634772207944,3.9442034398110177,0,DREEM
202,-5.40130869554469,8.333865165799605,0,DREEM
203,-4.252962694069402,8.149103348034812,0,DREEM
204,9.151880180490364,2.3365434768721727,0,DREEM
205,4.729878648680301,7.53764508200879,0,DREEM
206,5.820899423855785,-2.9182620005904285,0,DREEM
207,9.110092086629486,-3.1757471111684885,0,DREEM
208,8.204168066926075,-2.66189615093021,0,DREEM
209,7.6854949940457375,1.1553701680276671,0,DREEM
210,8.101479887972602,3.1452743836104,0,DREEM
211,1.358571318679721,9.380548453682133,0,DREEM
212,-1.6892061855618223,8.97597809534621,0,DREEM
