segment_length,type
70,Predicted
23,Predicted
70,Predicted
55,Predicted
70,Predicted
70,Predicted
55,Predicted
4,Predicted
70,Predicted
8,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
4,Predicted
2,Predicted
41,Predicted
40,Predicted
70,Predicted
70,Predicted
11,Predicted
70,Predicted
70,Predicted
2,Predicted
2,Predicted
10,Predicted
36,Predicted
70,Predicted
0,Predicted
69,Predicted
11,Predicted
16,Predicted
65,Predicted
65,Predicted
0,Predicted
65,Predicted
65,Predicted
63,Predicted
63,Predicted
61,Predicted
61,Predicted
59,Predicted
59,Predicted
0,Predicted
59,Predicted
58,Predicted
58,Predicted
58,Predicted
58,Predicted
1,Predicted
56,Predicted
56,Predicted
1,Predicted
47,Predicted
1,Predicted
13,Predicted
53,Predicted
53,Predicted
53,Predicted
53,Predicted
18,Predicted
46,Predicted
33,Predicted
46,Predicted
46,Predicted
8,Predicted
34,Predicted
34,Predicted
9,Predicted
33,Predicted
1,Predicted
29,Predicted
28,Predicted
28,Predicted
14,Predicted
14,Predicted
3,Predicted
3,Predicted
1,Predicted
1,Predicted
60,Predicted
32,Predicted
4,Predicted
34,Predicted
4,Predicted
29,Predicted
37,Predicted
33,Predicted
7,Predicted
30,Predicted
35,Predicted
35,Predicted
6,Predicted
35,Predicted
31,Predicted
1,Predicted
3,Predicted
15,Predicted
13,Predicted
6,Predicted
2,Predicted
34,Predicted
37,Predicted
33,Predicted
37,Predicted
33,Predicted
37,Predicted
33,Predicted
2,Predicted
32,Predicted
36,Predicted
32,Predicted
4,Predicted
34,Predicted
39,Predicted
31,Predicted
39,Predicted
31,Predicted
34,Predicted
36,Predicted
21,Predicted
12,Predicted
1,Predicted
1,Predicted
4,Predicted
40,Predicted
30,Predicted
40,Predicted
6,Predicted
2,Predicted
4,Predicted
18,Predicted
40,Predicted
30,Predicted
70,Predicted
42,Predicted
28,Predicted
43,Predicted
27,Predicted
43,Predicted
27,Predicted
43,Predicted
27,Predicted
57,Predicted
29,Predicted
44,Predicted
26,Predicted
39,Predicted
26,Predicted
26,Predicted
37,Predicted
11,Predicted
45,Predicted
25,Predicted
45,Predicted
25,Predicted
25,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
2,Predicted
2,Predicted
2,Predicted
1,Predicted
1,Predicted
2,Predicted
2,Predicted
26,Predicted
45,Predicted
25,Predicted
43,Predicted
1,Predicted
5,Predicted
10,Predicted
47,Predicted
23,Predicted
47,Predicted
23,Predicted
66,Predicted
3,Predicted
1,Predicted
70,Predicted
9,Predicted
4,Predicted
1,Predicted
1,Predicted
4,Predicted
4,Predicted
5,Predicted
4,Predicted
2,Predicted
2,Predicted
1,Predicted
1,Predicted
2,Predicted
1,Predicted
2,Predicted
5,Predicted
5,Predicted
6,Predicted
3,Predicted
5,Predicted
3,Predicted
48,Predicted
4,Predicted
1,Predicted
17,Predicted
49,Predicted
21,Predicted
49,Predicted
21,Predicted
70,Predicted
8,Predicted
21,Predicted
49,Predicted
21,Predicted
50,Predicted
20,Predicted
44,Predicted
18,Predicted
52,Predicted
18,Predicted
52,Predicted
18,Predicted
28,Predicted
18,Predicted
52,Predicted
18,Predicted
70,Predicted
8,Predicted
27,Predicted
56,Predicted
14,Predicted
49,Predicted
14,Predicted
49,Predicted
1,Predicted
20,Predicted
70,Predicted
39,Predicted
13,Predicted
57,Predicted
4,Predicted
3,Predicted
6,Predicted
3,Predicted
3,Predicted
3,Predicted
2,Predicted
1,Predicted
3,Predicted
13,Predicted
53,Predicted
17,Predicted
70,Predicted
12,Predicted
10,Predicted
38,Predicted
1,Predicted
1,Predicted
10,Predicted
70,Predicted
61,Predicted
9,Predicted
52,Predicted
9,Predicted
61,Predicted
9,Predicted
62,Predicted
8,Predicted
62,Predicted
8,Predicted
41,Predicted
3,Predicted
3,Predicted
6,Predicted
66,Predicted
4,Predicted
44,Predicted
4,Predicted
66,Predicted
4,Predicted
45,Predicted
4,Predicted
66,Predicted
4,Predicted
61,Predicted
4,Predicted
70,Predicted
68,Predicted
2,Predicted
70,Predicted
61,Predicted
9,Predicted
70,Predicted
7,Predicted
19,Predicted
51,Predicted
19,Predicted
36,Predicted
68,Predicted
2,Predicted
6,Predicted
59,Predicted
1,Predicted
4,Predicted
70,Predicted
57,Predicted
13,Predicted
27,Predicted
2,Predicted
7,Predicted
70,Predicted
52,Predicted
1,Predicted
17,Predicted
70,Predicted
28,Predicted
42,Predicted
35,Predicted
35,Predicted
46,Predicted
24,Predicted
64,Predicted
6,Predicted
34,Predicted
36,Predicted
34,Predicted
36,Predicted
4,Predicted
3,Predicted
34,Predicted
35,Predicted
42,Predicted
28,Predicted
40,Predicted
30,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
6,Predicted
32,Predicted
38,Predicted
44,Predicted
26,Predicted
45,Predicted
70,Predicted
70,Predicted
0,Predicted
70,Predicted
70,Predicted
42,Predicted
70,Predicted
51,Predicted
8,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
1,Predicted
21,Predicted
22,Predicted
61,Predicted
51,Predicted
43,Predicted
70,Predicted
10,Predicted
28,Predicted
1,Predicted
41,Predicted
23,Predicted
24,Predicted
64,Predicted
1,Predicted
2,Predicted
3,Predicted
25,Predicted
70,Predicted
70,Predicted
11,Predicted
4,Predicted
2,Predicted
1,Predicted
2,Predicted
1,Predicted
1,Predicted
2,Predicted
3,Predicted
3,Predicted
1,Predicted
1,Predicted
3,Predicted
1,Predicted
1,Predicted
1,Predicted
2,Predicted
2,Predicted
1,Predicted
2,Predicted
3,Predicted
3,Predicted
70,Predicted
10,Predicted
35,Predicted
17,Predicted
70,Predicted
28,Predicted
70,Predicted
70,Predicted
33,Predicted
59,Predicted
70,Predicted
40,Predicted
38,Predicted
1,Predicted
2,Predicted
5,Predicted
24,Predicted
62,Predicted
70,Predicted
70,Predicted
70,Predicted
33,Predicted
37,Predicted
62,Predicted
63,Predicted
70,Predicted
64,Predicted
30,Predicted
40,Predicted
70,Predicted
66,Predicted
70,Predicted
15,Predicted
70,Predicted
7,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
70,Predicted
20,Predicted
70,Predicted
70,Predicted
26,Predicted
6,Predicted
7,Predicted
5,Predicted
5,Predicted
21,Predicted
68,Predicted
7,Predicted
6,Predicted
70,Predicted
70,Predicted
64,Predicted
70,Predicted
49,Predicted
67,Predicted
1,Predicted
63,Predicted
3,Predicted
69,Predicted
69,Predicted
0,Predicted
23,Predicted
61,Predicted
6,Predicted
67,Predicted
67,Predicted
67,Predicted
21,Predicted
66,Predicted
66,Predicted
5,Predicted
1,Predicted
66,Predicted
53,Predicted
6,Predicted
1,Predicted
6,Predicted
56,Predicted
9,Predicted
65,Predicted
51,Predicted
25,Predicted
10,Predicted
1,Predicted
1,Predicted
5,Predicted
3,Predicted
1,Predicted
1,Predicted
1,Predicted
28,Predicted
35,Predicted
28,Predicted
4,Predicted
5,Predicted
1,Predicted
1,Predicted
22,Predicted
5,Predicted
9,Predicted
6,Predicted
4,Predicted
3,Predicted
6,Predicted
62,Predicted
30,Predicted
11,Predicted
62,Predicted
22,Predicted
14,Predicted
60,Predicted
60,Predicted
59,Predicted
59,Predicted
15,Predicted
35,Predicted
25,Predicted
26,Predicted
57,Predicted
46,Predicted
1,Predicted
10,Predicted
12,Predicted
9,Predicted
8,Predicted
10,Predicted
52,Predicted
52,Predicted
6,Predicted
48,Predicted
48,Predicted
30,Predicted
8,Predicted
30,Predicted
17,Predicted
26,Predicted
1,Predicted
5,Predicted
2,Predicted
2,Predicted
1,Predicted
1,Predicted
1,Predicted
2,Predicted
2,Predicted
2,Predicted
1,Predicted
46,Predicted
45,Predicted
45,Predicted
21,Predicted
23,Predicted
20,Predicted
2,Predicted
5,Predicted
3,Predicted
3,Predicted
1,Predicted
1,Predicted
3,Predicted
6,Predicted
6,Predicted
2,Predicted
1,Predicted
3,Predicted
6,Predicted
1,Predicted
16,Predicted
42,Predicted
42,Predicted
0,Predicted
41,Predicted
41,Predicted
41,Predicted
54,Predicted
10,Predicted
52,Predicted
9,Predicted
55,Predicted
9,Predicted
26,Predicted
53,Predicted
7,Predicted
57,Predicted
7,Predicted
63,Predicted
1,Predicted
42,Predicted
38,Predicted
63,Predicted
1,Predicted
2,Predicted
31,Predicted
36,Predicted
28,Predicted
35,Predicted
46,Predicted
10,Predicted
30,Predicted
33,Predicted
1,Predicted
38,Predicted
26,Predicted
48,Predicted
63,Predicted
1,Predicted
34,Predicted
1,Predicted
28,Predicted
1,Predicted
36,Predicted
24,Predicted
17,Predicted
63,Predicted
1,Predicted
37,Predicted
43,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
32,Predicted
28,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
29,Predicted
55,Predicted
63,Predicted
1,Predicted
31,Predicted
57,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
38,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
50,Predicted
58,Predicted
1,Predicted
4,Predicted
1,Predicted
32,Predicted
53,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
28,Predicted
40,Predicted
4,Predicted
19,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
47,Predicted
1,Predicted
5,Predicted
1,Predicted
9,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
51,Predicted
63,Predicted
1,Predicted
47,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
23,Predicted
63,Predicted
1,Predicted
33,Predicted
2,Predicted
28,Predicted
1,Predicted
18,Predicted
54,Predicted
63,Predicted
1,Predicted
29,Predicted
63,Predicted
1,Predicted
34,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
28,Predicted
25,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
54,Predicted
1,Predicted
8,Predicted
1,Predicted
36,Predicted
28,Predicted
63,Predicted
1,Predicted
26,Predicted
63,Predicted
1,Predicted
0,Predicted
5,Predicted
36,Predicted
36,Predicted
2,Predicted
1,Predicted
7,Predicted
3,Predicted
14,Predicted
1,Predicted
51,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
10,Predicted
3,Predicted
1,Predicted
1,Predicted
48,Predicted
17,Predicted
36,Predicted
0,Predicted
13,Predicted
2,Predicted
45,Predicted
2,Predicted
11,Predicted
1,Predicted
4,Predicted
1,Predicted
9,Predicted
54,Predicted
1,Predicted
18,Predicted
63,Predicted
1,Predicted
42,Predicted
15,Predicted
1,Predicted
47,Predicted
1,Predicted
27,Predicted
37,Predicted
38,Predicted
63,Predicted
1,Predicted
40,Predicted
19,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
54,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
63,Predicted
1,Predicted
5,Predicted
63,Predicted
1,Predicted
22,Predicted
63,Predicted
1,Predicted
33,Predicted
36,Predicted
38,Predicted
59,Predicted
1,Predicted
56,Predicted
2,Predicted
0,Predicted
46,Predicted
1,Predicted
10,Predicted
36,Predicted
1,Predicted
45,Predicted
1,Predicted
25,Predicted
1,Predicted
19,Predicted
1,Predicted
45,Predicted
1,Predicted
8,Predicted
37,Predicted
1,Predicted
0,Predicted
44,Predicted
1,Predicted
43,Predicted
2,Predicted
24,Predicted
20,Predicted
1,Predicted
26,Predicted
43,Predicted
1,Predicted
43,Predicted
1,Predicted
36,Predicted
1,Predicted
40,Predicted
1,Predicted
40,Predicted
1,Predicted
39,Predicted
1,Predicted
39,Predicted
1,Predicted
38,Predicted
1,Predicted
38,Predicted
1,Predicted
12,Predicted
11,Predicted
1,Predicted
37,Predicted
1,Predicted
32,Predicted
36,Predicted
1,Predicted
26,Predicted
1,Predicted
36,Predicted
1,Predicted
36,Predicted
1,Predicted
5,Predicted
11,Predicted
1,Predicted
35,Predicted
1,Predicted
14,Predicted
21,Predicted
1,Predicted
34,Predicted
1,Predicted
34,Predicted
1,Predicted
34,Predicted
1,Predicted
32,Predicted
1,Predicted
1,Predicted
1,Predicted
34,Predicted
1,Predicted
34,Predicted
1,Predicted
33,Predicted
1,Predicted
33,Predicted
1,Predicted
3,Predicted
3,Predicted
27,Predicted
1,Predicted
5,Predicted
1,Predicted
27,Predicted
1,Predicted
32,Predicted
1,Predicted
2,Predicted
7,Predicted
2,Predicted
23,Predicted
3,Predicted
6,Predicted
22,Predicted
1,Predicted
31,Predicted
1,Predicted
32,Predicted
31,Predicted
30,Predicted
1,Predicted
30,Predicted
1,Predicted
2,Predicted
28,Predicted
2,Predicted
27,Predicted
1,Predicted
28,Predicted
1,Predicted
29,Predicted
27,Predicted
1,Predicted
0,Predicted
28,Predicted
27,Predicted
26,Predicted
1,Predicted
27,Predicted
1,Predicted
23,Predicted
3,Predicted
9,Predicted
1,Predicted
17,Predicted
26,Predicted
0,Predicted
26,Predicted
25,Predicted
1,Predicted
25,Predicted
1,Predicted
26,Predicted
24,Predicted
1,Predicted
25,Predicted
24,Predicted
1,Predicted
1,Predicted
24,Predicted
1,Predicted
23,Predicted
1,Predicted
25,Predicted
25,Predicted
22,Predicted
1,Predicted
23,Predicted
21,Predicted
20,Predicted
1,Predicted
20,Predicted
1,Predicted
21,Predicted
9,Predicted
10,Predicted
1,Predicted
3,Predicted
16,Predicted
1,Predicted
16,Predicted
1,Predicted
17,Predicted
13,Predicted
1,Predicted
2,Predicted
8,Predicted
1,Predicted
6,Predicted
1,Predicted
13,Predicted
12,Predicted
1,Predicted
13,Predicted
12,Predicted
1,Predicted
12,Predicted
8,Predicted
1,Predicted
2,Predicted
1,Predicted
0,Predicted
11,Predicted
1,Predicted
9,Predicted
2,Predicted
1,Predicted
9,Predicted
1,Predicted
10,Predicted
9,Predicted
1,Predicted
10,Predicted
8,Predicted
1,Predicted
8,Predicted
1,Predicted
9,Predicted
9,Predicted
87,Ground Truth
303,Ground Truth
209,Ground Truth
204,Ground Truth
207,Ground Truth
139,Ground Truth
165,Ground Truth
293,Ground Truth
350,Ground Truth
172,Ground Truth
159,Ground Truth
227,Ground Truth
517,Ground Truth
626,Ground Truth
261,Ground Truth
366,Ground Truth
253,Ground Truth
206,Ground Truth
210,Ground Truth
82,Ground Truth
82,Ground Truth
86,Ground Truth
86,Ground Truth
114,Ground Truth
114,Ground Truth
205,Ground Truth
205,Ground Truth
218,Ground Truth
218,Ground Truth
58,Ground Truth
58,Ground Truth
204,Ground Truth
137,Ground Truth
139,Ground Truth
172,Ground Truth
3,Ground Truth
151,Ground Truth
139,Ground Truth
192,Ground Truth
181,Ground Truth
6,Ground Truth
215,Ground Truth
352,Ground Truth
3,Ground Truth
153,Ground Truth
5,Ground Truth
207,Ground Truth
206,Ground Truth
139,Ground Truth
139,Ground Truth
201,Ground Truth
205,Ground Truth
151,Ground Truth
151,Ground Truth
155,Ground Truth
155,Ground Truth
160,Ground Truth
89,Ground Truth
150,Ground Truth
150,Ground Truth
138,Ground Truth
138,Ground Truth
71,Ground Truth
154,Ground Truth
141,Ground Truth
147,Ground Truth
136,Ground Truth
144,Ground Truth
142,Ground Truth
195,Ground Truth
177,Ground Truth
156,Ground Truth
196,Ground Truth
159,Ground Truth
193,Ground Truth
155,Ground Truth
167,Ground Truth
213,Ground Truth
239,Ground Truth
250,Ground Truth
219,Ground Truth
250,Ground Truth
284,Ground Truth
246,Ground Truth
466,Ground Truth
145,Ground Truth
188,Ground Truth
220,Ground Truth
201,Ground Truth
187,Ground Truth
186,Ground Truth
189,Ground Truth
432,Ground Truth
236,Ground Truth
146,Ground Truth
226,Ground Truth
179,Ground Truth
251,Ground Truth
251,Ground Truth
217,Ground Truth
62,Ground Truth
221,Ground Truth
221,Ground Truth
26,Ground Truth
57,Ground Truth
21,Ground Truth
230,Ground Truth
188,Ground Truth
29,Ground Truth
66,Ground Truth
269,Ground Truth
5,Ground Truth
47,Ground Truth
7,Ground Truth
175,Ground Truth
307,Ground Truth
205,Ground Truth
146,Ground Truth
161,Ground Truth
26,Ground Truth
20,Ground Truth
22,Ground Truth
22,Ground Truth
30,Ground Truth
30,Ground Truth
71,Ground Truth
71,Ground Truth
43,Ground Truth
9,Ground Truth
133,Ground Truth
209,Ground Truth
125,Ground Truth
125,Ground Truth
176,Ground Truth
4,Ground Truth
100,Ground Truth
49,Ground Truth
103,Ground Truth
15,Ground Truth
144,Ground Truth
163,Ground Truth
148,Ground Truth
148,Ground Truth
170,Ground Truth
122,Ground Truth
126,Ground Truth
146,Ground Truth
152,Ground Truth
126,Ground Truth
130,Ground Truth
147,Ground Truth
165,Ground Truth
649,Ground Truth
122,Ground Truth
161,Ground Truth
61,Ground Truth
11,Ground Truth
206,Ground Truth
212,Ground Truth
237,Ground Truth
41,Ground Truth
211,Ground Truth
204,Ground Truth
204,Ground Truth
256,Ground Truth
214,Ground Truth
62,Ground Truth
12,Ground Truth
195,Ground Truth
153,Ground Truth
153,Ground Truth
5,Ground Truth
383,Ground Truth
202,Ground Truth
218,Ground Truth
180,Ground Truth
166,Ground Truth
528,Ground Truth
528,Ground Truth
166,Ground Truth
162,Ground Truth
29,Ground Truth
4,Ground Truth
318,Ground Truth
279,Ground Truth
206,Ground Truth
10,Ground Truth
68,Ground Truth
20,Ground Truth
8,Ground Truth
241,Ground Truth
244,Ground Truth
42,Ground Truth
42,Ground Truth
39,Ground Truth
39,Ground Truth
36,Ground Truth
36,Ground Truth
15,Ground Truth
221,Ground Truth
19,Ground Truth
74,Ground Truth
389,Ground Truth
136,Ground Truth
153,Ground Truth
163,Ground Truth
140,Ground Truth
131,Ground Truth
161,Ground Truth
364,Ground Truth
313,Ground Truth
35,Ground Truth
156,Ground Truth
379,Ground Truth
221,Ground Truth
225,Ground Truth
165,Ground Truth
162,Ground Truth
238,Ground Truth
15,Ground Truth
77,Ground Truth
126,Ground Truth
127,Ground Truth
159,Ground Truth
159,Ground Truth
233,Ground Truth
188,Ground Truth
52,Ground Truth
52,Ground Truth
7,Ground Truth
7,Ground Truth
8,Ground Truth
52,Ground Truth
228,Ground Truth
5,Ground Truth
138,Ground Truth
6,Ground Truth
188,Ground Truth
513,Ground Truth
285,Ground Truth
229,Ground Truth
229,Ground Truth
435,Ground Truth
501,Ground Truth
76,Ground Truth
12,Ground Truth
9,Ground Truth
136,Ground Truth
21,Ground Truth
22,Ground Truth
116,Ground Truth
54,Ground Truth
501,Ground Truth
38,Ground Truth
163,Ground Truth
118,Ground Truth
121,Ground Truth
75,Ground Truth
21,Ground Truth
48,Ground Truth
135,Ground Truth
8,Ground Truth
3,Ground Truth
126,Ground Truth
25,Ground Truth
166,Ground Truth
56,Ground Truth
11,Ground Truth
7,Ground Truth
4,Ground Truth
44,Ground Truth
15,Ground Truth
7,Ground Truth
94,Ground Truth
3,Ground Truth
13,Ground Truth
50,Ground Truth
435,Ground Truth
501,Ground Truth
76,Ground Truth
12,Ground Truth
9,Ground Truth
136,Ground Truth
21,Ground Truth
22,Ground Truth
116,Ground Truth
54,Ground Truth
501,Ground Truth
38,Ground Truth
163,Ground Truth
118,Ground Truth
121,Ground Truth
75,Ground Truth
21,Ground Truth
48,Ground Truth
135,Ground Truth
8,Ground Truth
3,Ground Truth
126,Ground Truth
25,Ground Truth
166,Ground Truth
56,Ground Truth
11,Ground Truth
7,Ground Truth
4,Ground Truth
44,Ground Truth
15,Ground Truth
7,Ground Truth
94,Ground Truth
3,Ground Truth
13,Ground Truth
50,Ground Truth
435,Ground Truth
501,Ground Truth
76,Ground Truth
12,Ground Truth
9,Ground Truth
136,Ground Truth
21,Ground Truth
22,Ground Truth
116,Ground Truth
54,Ground Truth
501,Ground Truth
38,Ground Truth
163,Ground Truth
118,Ground Truth
121,Ground Truth
75,Ground Truth
21,Ground Truth
48,Ground Truth
135,Ground Truth
8,Ground Truth
3,Ground Truth
126,Ground Truth
25,Ground Truth
166,Ground Truth
56,Ground Truth
11,Ground Truth
7,Ground Truth
4,Ground Truth
44,Ground Truth
15,Ground Truth
7,Ground Truth
94,Ground Truth
3,Ground Truth
13,Ground Truth
50,Ground Truth
201,Ground Truth
75,Ground Truth
2,Ground Truth
71,Ground Truth
68,Ground Truth
145,Ground Truth
12,Ground Truth
3,Ground Truth
9,Ground Truth
14,Ground Truth
7,Ground Truth
201,Ground Truth
75,Ground Truth
2,Ground Truth
71,Ground Truth
68,Ground Truth
145,Ground Truth
12,Ground Truth
3,Ground Truth
9,Ground Truth
14,Ground Truth
7,Ground Truth
201,Ground Truth
75,Ground Truth
2,Ground Truth
71,Ground Truth
68,Ground Truth
145,Ground Truth
12,Ground Truth
3,Ground Truth
9,Ground Truth
14,Ground Truth
7,Ground Truth
251,Ground Truth
251,Ground Truth
78,Ground Truth
251,Ground Truth
251,Ground Truth
78,Ground Truth
251,Ground Truth
251,Ground Truth
78,Ground Truth
50,Ground Truth
125,Ground Truth
131,Ground Truth
50,Ground Truth
125,Ground Truth
131,Ground Truth
50,Ground Truth
125,Ground Truth
131,Ground Truth
135,Ground Truth
67,Ground Truth
135,Ground Truth
67,Ground Truth
135,Ground Truth
67,Ground Truth
69,Ground Truth
14,Ground Truth
15,Ground Truth
1,Ground Truth
28,Ground Truth
322,Ground Truth
68,Ground Truth
15,Ground Truth
501,Ground Truth
62,Ground Truth
119,Ground Truth
16,Ground Truth
171,Ground Truth
1,Ground Truth
2,Ground Truth
36,Ground Truth
24,Ground Truth
98,Ground Truth
7,Ground Truth
8,Ground Truth
87,Ground Truth
16,Ground Truth
3,Ground Truth
3,Ground Truth
14,Ground Truth
16,Ground Truth
2,Ground Truth
10,Ground Truth
78,Ground Truth
12,Ground Truth
13,Ground Truth
15,Ground Truth
71,Ground Truth
12,Ground Truth
52,Ground Truth
3,Ground Truth
1,Ground Truth
16,Ground Truth
6,Ground Truth
6,Ground Truth
18,Ground Truth
45,Ground Truth
35,Ground Truth
69,Ground Truth
14,Ground Truth
15,Ground Truth
1,Ground Truth
28,Ground Truth
322,Ground Truth
68,Ground Truth
15,Ground Truth
501,Ground Truth
62,Ground Truth
119,Ground Truth
16,Ground Truth
171,Ground Truth
1,Ground Truth
2,Ground Truth
36,Ground Truth
24,Ground Truth
98,Ground Truth
7,Ground Truth
8,Ground Truth
87,Ground Truth
16,Ground Truth
3,Ground Truth
3,Ground Truth
14,Ground Truth
16,Ground Truth
2,Ground Truth
10,Ground Truth
78,Ground Truth
12,Ground Truth
13,Ground Truth
15,Ground Truth
71,Ground Truth
12,Ground Truth
52,Ground Truth
3,Ground Truth
1,Ground Truth
16,Ground Truth
6,Ground Truth
6,Ground Truth
18,Ground Truth
45,Ground Truth
35,Ground Truth
69,Ground Truth
14,Ground Truth
15,Ground Truth
1,Ground Truth
28,Ground Truth
322,Ground Truth
68,Ground Truth
15,Ground Truth
501,Ground Truth
62,Ground Truth
119,Ground Truth
16,Ground Truth
171,Ground Truth
1,Ground Truth
2,Ground Truth
36,Ground Truth
24,Ground Truth
98,Ground Truth
7,Ground Truth
8,Ground Truth
87,Ground Truth
16,Ground Truth
3,Ground Truth
3,Ground Truth
14,Ground Truth
16,Ground Truth
2,Ground Truth
10,Ground Truth
78,Ground Truth
12,Ground Truth
13,Ground Truth
15,Ground Truth
71,Ground Truth
12,Ground Truth
52,Ground Truth
3,Ground Truth
1,Ground Truth
16,Ground Truth
6,Ground Truth
6,Ground Truth
18,Ground Truth
45,Ground Truth
35,Ground Truth
330,Ground Truth
3,Ground Truth
3,Ground Truth
3,Ground Truth
2,Ground Truth
29,Ground Truth
16,Ground Truth
102,Ground Truth
501,Ground Truth
501,Ground Truth
501,Ground Truth
17,Ground Truth
7,Ground Truth
12,Ground Truth
3,Ground Truth
11,Ground Truth
9,Ground Truth
44,Ground Truth
53,Ground Truth
9,Ground Truth
6,Ground Truth
2,Ground Truth
55,Ground Truth
56,Ground Truth
12,Ground Truth
38,Ground Truth
330,Ground Truth
3,Ground Truth
3,Ground Truth
3,Ground Truth
2,Ground Truth
29,Ground Truth
16,Ground Truth
102,Ground Truth
501,Ground Truth
501,Ground Truth
501,Ground Truth
17,Ground Truth
7,Ground Truth
12,Ground Truth
3,Ground Truth
11,Ground Truth
9,Ground Truth
44,Ground Truth
53,Ground Truth
9,Ground Truth
6,Ground Truth
2,Ground Truth
55,Ground Truth
56,Ground Truth
12,Ground Truth
38,Ground Truth
330,Ground Truth
3,Ground Truth
3,Ground Truth
3,Ground Truth
2,Ground Truth
29,Ground Truth
16,Ground Truth
102,Ground Truth
501,Ground Truth
501,Ground Truth
501,Ground Truth
17,Ground Truth
7,Ground Truth
12,Ground Truth
3,Ground Truth
11,Ground Truth
9,Ground Truth
44,Ground Truth
53,Ground Truth
9,Ground Truth
6,Ground Truth
2,Ground Truth
55,Ground Truth
56,Ground Truth
12,Ground Truth
38,Ground Truth
1892,Ground Truth
1892,Ground Truth
197,Ground Truth
1892,Ground Truth
1670,Ground Truth
1285,Ground Truth
1572,Ground Truth
1015,Ground Truth
1572,Ground Truth
1572,Ground Truth
558,Ground Truth
558,Ground Truth
271,Ground Truth
1804,Ground Truth
1098,Ground Truth
1804,Ground Truth
1804,Ground Truth
1150,Ground Truth
689,Ground Truth
1804,Ground Truth
1804,Ground Truth
959,Ground Truth
1804,Ground Truth
1804,Ground Truth
1804,Ground Truth
877,Ground Truth
1804,Ground Truth
1712,Ground Truth
1105,Ground Truth
1047,Ground Truth
391,Ground Truth
928,Ground Truth
787,Ground Truth
837,Ground Truth
600,Ground Truth
525,Ground Truth
543,Ground Truth
1776,Ground Truth
1776,Ground Truth
1217,Ground Truth
1234,Ground Truth
577,Ground Truth
609,Ground Truth
378,Ground Truth
111,Ground Truth
111,Ground Truth
1911,Ground Truth
33,Ground Truth
69,Ground Truth
627,Ground Truth
128,Ground Truth
416,Ground Truth
60,Ground Truth
536,Ground Truth
292,Ground Truth
505,Ground Truth
271,Ground Truth
1462,Ground Truth
1159,Ground Truth
239,Ground Truth
394,Ground Truth
151,Ground Truth
698,Ground Truth
165,Ground Truth
354,Ground Truth
723,Ground Truth
1514,Ground Truth
905,Ground Truth
823,Ground Truth
443,Ground Truth
268,Ground Truth
690,Ground Truth
166,Ground Truth
541,Ground Truth
485,Ground Truth
252,Ground Truth
913,Ground Truth
847,Ground Truth
190,Ground Truth
675,Ground Truth
608,Ground Truth
219,Ground Truth
549,Ground Truth
619,Ground Truth
279,Ground Truth
583,Ground Truth
566,Ground Truth
507,Ground Truth
454,Ground Truth
181,Ground Truth
412,Ground Truth
412,Ground Truth
401,Ground Truth
342,Ground Truth
302,Ground Truth
210,Ground Truth
114,Ground Truth
78,Ground Truth
78,Ground Truth
65,Ground Truth
35,Ground Truth
22,Ground Truth
22,Ground Truth
1014,Ground Truth
207,Ground Truth
111,Ground Truth
169,Ground Truth
163,Ground Truth
137,Ground Truth
180,Ground Truth
168,Ground Truth
115,Ground Truth
209,Ground Truth
13,Ground Truth
127,Ground Truth
172,Ground Truth
81,Ground Truth
176,Ground Truth
185,Ground Truth
185,Ground Truth
211,Ground Truth
159,Ground Truth
157,Ground Truth
157,Ground Truth
154,Ground Truth
147,Ground Truth
411,Ground Truth
173,Ground Truth
204,Ground Truth
174,Ground Truth
201,Ground Truth
169,Ground Truth
188,Ground Truth
198,Ground Truth
142,Ground Truth
137,Ground Truth
167,Ground Truth
157,Ground Truth
191,Ground Truth
169,Ground Truth
265,Ground Truth
