Frame Type,Mean Entropy,id
Non-Switch,5.7109564e-06,SLAP2m
Non-Switch,8.1676335e-06,SLAP2m
Non-Switch,7.872172e-06,SLAP2m
Non-Switch,8.134648e-06,SLAP2m
Non-Switch,8.249059e-06,SLAP2m
Non-Switch,5.9798404e-06,SLAP2m
Non-Switch,7.867058e-06,SLAP2m
Non-Switch,7.618422e-06,SLAP2m
Non-Switch,5.837094e-06,SLAP2m
Non-Switch,6.3426087e-06,SLAP2m
Non-Switch,5.9622125e-06,SLAP2m
Non-Switch,7.438376e-06,SLAP2m
Non-Switch,7.5084813e-06,SLAP2m
Non-Switch,5.317584e-06,SLAP2m
Non-Switch,6.7046713e-06,SLAP2m
Non-Switch,7.089334e-06,SLAP2m
Non-Switch,7.153113e-06,SLAP2m
Non-Switch,7.5178605e-06,SLAP2m
Non-Switch,5.8871537e-06,SLAP2m
Non-Switch,6.184836e-06,SLAP2m
Non-Switch,1.0650845e-05,SLAP2m
Non-Switch,1.2226693e-05,SLAP2m
Non-Switch,1.0288023e-05,SLAP2m
Non-Switch,1.31392535e-05,SLAP2m
Non-Switch,1.33450685e-05,SLAP2m
Non-Switch,7.983701e-06,SLAP2m
Non-Switch,1.3661733e-05,SLAP2m
Non-Switch,1.21494395e-05,SLAP2m
Non-Switch,8.972869e-06,SLAP2m
Non-Switch,6.8960217e-06,SLAP2m
Non-Switch,9.915165e-06,SLAP2m
Non-Switch,7.4842337e-06,SLAP2m
Non-Switch,7.498914e-06,SLAP2m
Non-Switch,8.097007e-06,SLAP2m
Non-Switch,9.432225e-06,SLAP2m
Non-Switch,5.331721e-06,SLAP2m
Non-Switch,8.190562e-06,SLAP2m
Non-Switch,6.0424272e-06,SLAP2m
Non-Switch,7.375026e-06,SLAP2m
Non-Switch,6.072527e-06,SLAP2m
Non-Switch,3.631927e-05,SLAP2m
Non-Switch,8.774952e-06,SLAP2m
Non-Switch,8.144964e-06,SLAP2m
Non-Switch,7.060081e-06,SLAP2m
Non-Switch,6.251379e-06,SLAP2m
Non-Switch,9.002646e-06,SLAP2m
Non-Switch,1.0290993e-05,SLAP2m
Non-Switch,7.15431e-06,SLAP2m
Non-Switch,9.983125e-06,SLAP2m
Non-Switch,6.214094e-06,SLAP2m
Non-Switch,6.139677e-06,SLAP2m
Non-Switch,5.8928076e-06,SLAP2m
Non-Switch,8.846213e-06,SLAP2m
Non-Switch,5.9218655e-06,SLAP2m
Non-Switch,9.722766e-06,SLAP2m
Non-Switch,5.965761e-06,SLAP2m
Non-Switch,5.78659e-06,SLAP2m
Non-Switch,5.5513256e-06,SLAP2m
Non-Switch,5.319338e-06,SLAP2m
Non-Switch,5.5788205e-06,SLAP2m
Non-Switch,5.1661627e-06,SLAP2m
Non-Switch,5.360208e-06,SLAP2m
Non-Switch,7.189313e-06,SLAP2m
Non-Switch,5.541325e-06,SLAP2m
Non-Switch,7.734666e-06,SLAP2m
Non-Switch,8.108229e-06,SLAP2m
Non-Switch,5.6777285e-06,SLAP2m
Non-Switch,6.6297616e-06,SLAP2m
Non-Switch,7.611374e-06,SLAP2m
Non-Switch,5.4149114e-06,SLAP2m
Non-Switch,7.265713e-06,SLAP2m
Non-Switch,5.342912e-06,SLAP2m
Non-Switch,5.417982e-06,SLAP2m
Non-Switch,6.4304845e-06,SLAP2m
Non-Switch,8.361943e-06,SLAP2m
Non-Switch,5.6056697e-06,SLAP2m
Non-Switch,7.648694e-06,SLAP2m
Non-Switch,5.44109e-06,SLAP2m
Non-Switch,8.101962e-06,SLAP2m
Non-Switch,8.208996e-06,SLAP2m
Non-Switch,7.2210732e-06,SLAP2m
Non-Switch,7.4137256e-06,SLAP2m
Non-Switch,8.395697e-06,SLAP2m
Non-Switch,5.213078e-06,SLAP2m
Non-Switch,6.857232e-06,SLAP2m
Non-Switch,5.305359e-06,SLAP2m
Non-Switch,5.4332404e-06,SLAP2m
Non-Switch,7.817281e-06,SLAP2m
Non-Switch,9.210953e-06,SLAP2m
Non-Switch,6.9534085e-06,SLAP2m
Non-Switch,5.967539e-06,SLAP2m
Non-Switch,8.482028e-06,SLAP2m
Non-Switch,5.5987502e-06,SLAP2m
Non-Switch,7.192197e-06,SLAP2m
Non-Switch,6.310267e-06,SLAP2m
Non-Switch,7.276243e-06,SLAP2m
Non-Switch,5.4575976e-06,SLAP2m
Non-Switch,5.881902e-06,SLAP2m
Non-Switch,6.0001066e-06,SLAP2m
Non-Switch,7.5675116e-06,SLAP2m
Non-Switch,6.9640287e-06,SLAP2m
Non-Switch,5.9153026e-06,SLAP2m
Non-Switch,7.242983e-06,SLAP2m
Non-Switch,5.4377324e-06,SLAP2m
Non-Switch,5.8812693e-06,SLAP2m
Non-Switch,5.272628e-06,SLAP2m
Non-Switch,8.925366e-06,SLAP2m
Non-Switch,6.502028e-06,SLAP2m
Non-Switch,5.5999512e-06,SLAP2m
Non-Switch,5.9067447e-06,SLAP2m
Non-Switch,8.385082e-06,SLAP2m
Non-Switch,7.2076036e-06,SLAP2m
Non-Switch,6.5461163e-06,SLAP2m
Non-Switch,7.35676e-06,SLAP2m
Non-Switch,7.835089e-06,SLAP2m
Non-Switch,5.5779474e-06,SLAP2m
Non-Switch,6.100716e-06,SLAP2m
Non-Switch,5.3587655e-06,SLAP2m
Non-Switch,8.515382e-06,SLAP2m
Non-Switch,6.328752e-06,SLAP2m
Non-Switch,5.3221424e-06,SLAP2m
Non-Switch,5.594642e-06,SLAP2m
Non-Switch,7.2104303e-06,SLAP2m
Non-Switch,7.5279404e-06,SLAP2m
Non-Switch,8.203217e-06,SLAP2m
Non-Switch,6.5505074e-06,SLAP2m
Non-Switch,7.236301e-06,SLAP2m
Non-Switch,7.202276e-06,SLAP2m
Non-Switch,6.8214995e-06,SLAP2m
Non-Switch,8.894596e-06,SLAP2m
Non-Switch,8.057046e-06,SLAP2m
Non-Switch,8.358737e-06,SLAP2m
Non-Switch,7.7144305e-06,SLAP2m
Non-Switch,6.3899256e-06,SLAP2m
Non-Switch,6.6557923e-06,SLAP2m
Non-Switch,5.5798237e-06,SLAP2m
Non-Switch,5.7673283e-06,SLAP2m
Non-Switch,5.523102e-06,SLAP2m
Non-Switch,7.0186134e-06,SLAP2m
Non-Switch,5.956304e-06,SLAP2m
Non-Switch,8.907038e-06,SLAP2m
Non-Switch,6.74318e-06,SLAP2m
Non-Switch,6.212149e-06,SLAP2m
