,frame,track_14_x,track_14_y,track_16_x,track_16_y,track_17_x,track_17_y,track_12_x,track_12_y,track_13_x,track_13_y,track_10_x,track_10_y,track_11_x,track_11_y,track_7_x,track_7_y,track_43_x,track_43_y,track_42_x,track_42_y,track_39_x,track_39_y,track_40_x,track_40_y,track_90_x,track_90_y,track_91_x,track_91_y,track_92_x,track_92_y,track_93_x,track_93_y,track_86_x,track_86_y,track_87_x,track_87_y,track_88_x,track_88_y,track_89_x,track_89_y,track_82_x,track_82_y,track_83_x,track_83_y,track_84_x,track_84_y,track_85_x,track_85_y,track_80_x,track_80_y,track_81_x,track_81_y,track_78_x,track_78_y,track_79_x,track_79_y,track_51_x,track_51_y,track_52_x,track_52_y,track_8_x,track_8_y,track_9_x,track_9_y,track_47_x,track_47_y,track_48_x,track_48_y,track_108_x,track_108_y,track_109_x,track_109_y,track_57_x,track_57_y,track_58_x,track_58_y,track_118_x,track_118_y,track_119_x,track_119_y,track_116_x,track_116_y,track_117_x,track_117_y,track_96_x,track_96_y,track_97_x,track_97_y,track_18_x,track_18_y,track_19_x,track_19_y,track_104_x,track_104_y,track_105_x,track_105_y,track_134_x,track_134_y,track_135_x,track_135_y,track_114_x,track_114_y,track_115_x,track_115_y,track_110_x,track_110_y,track_111_x,track_111_y,track_120_x,track_120_y,track_121_x,track_121_y,track_94_x,track_94_y,track_95_x,track_95_y,track_106_x,track_106_y,track_107_x,track_107_y,track_112_x,track_112_y,track_113_x,track_113_y,track_98_x,track_98_y,track_99_x,track_99_y,track_102_x,track_102_y,track_103_x,track_103_y,track_28_x,track_28_y,track_29_x,track_29_y,track_100_x,track_100_y,track_101_x,track_101_y,track_130_x,track_130_y,track_131_x,track_131_y,track_26_x,track_26_y,track_27_x,track_27_y,track_140_x,track_140_y,track_141_x,track_141_y,track_55_x,track_55_y,track_56_x,track_56_y,track_45_x,track_45_y,track_46_x,track_46_y,track_53_x,track_53_y,track_54_x,track_54_y,track_59_x,track_59_y,track_60_x,track_60_y,track_142_x,track_142_y,track_143_x,track_143_y,track_49_x,track_49_y,track_50_x,track_50_y,track_61_x,track_61_y,track_62_x,track_62_y,track_132_x,track_132_y,track_133_x,track_133_y,track_128_x,track_128_y,track_129_x,track_129_y,track_24_x,track_24_y,track_25_x,track_25_y,track_138_x,track_138_y,track_139_x,track_139_y,track_136_x,track_136_y,track_137_x,track_137_y,track_22_x,track_22_y,track_23_x,track_23_y,track_20_x,track_20_y,track_21_x,track_21_y,track_126_x,track_126_y,track_127_x,track_127_y
68,718,436.835,348.854,144.319,529.384,139.709,656.74,973.154,601.787,686.098,551.076,681.081,661.149,762.676,760.913,,,1011.26,776.897,,,,,,,,,,,799.211,392.779,810.266,372.291,,,698.19,365.507,814.175,424.935,952.035,405.752,694.152,605.308,606.462,536.111,721.411,635.562,560.087,611.826,743.018,517.575,,,882.066,484.773,812.374,405.445,1177.56,691.661,1178.57,668.408,793.243,681.757,807.084,726.328,964.299,688.595,1047.84,763.823,610.226,348.813,606.942,381.684,999.662,852.365,1000.0,920.134,856.368,206.23,832.33,243.387,778.604,270.904,762.346,271.112,791.671,579.724,780.772,570.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,719,436.686,349.595,144.209,530.106,139.82,656.407,973.311,601.689,684.155,551.538,681.147,661.126,762.838,761.824,,,1011.42,776.808,,,,,,,,,,,799.206,392.05,810.294,372.248,,,697.361,365.548,815.364,425.479,952.856,404.383,693.757,605.49,605.236,536.238,723.333,635.941,560.268,612.172,742.997,517.27,,,882.37,485.23,812.556,405.095,1178.11,691.57,1177.85,669.799,793.336,681.52,807.079,726.323,964.559,688.452,1046.95,762.924,610.506,348.264,606.865,381.935,999.662,848.986,1000.35,921.444,856.368,206.15,832.107,246.54,778.453,270.847,762.874,270.188,792.371,578.242,781.479,569.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,720,436.509,350.405,144.103,530.795,139.943,656.039,973.975,600.247,682.029,552.042,681.241,661.081,763.159,763.003,,,1011.58,776.721,,,,,,,,,,,799.222,391.54,810.32,372.208,,,696.203,365.601,816.287,425.498,953.665,403.03,693.416,605.656,603.822,536.395,725.09,636.279,560.813,612.835,742.977,516.982,,,883.853,486.713,812.817,404.575,1178.64,691.48,1177.09,670.805,793.461,681.191,807.079,726.33,964.822,688.316,1045.9,761.924,611.072,347.523,606.789,382.181,999.324,842.905,1000.84,923.164,856.619,205.115,831.89,249.684,778.476,270.618,763.479,269.177,793.071,576.759,780.855,568.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,721,436.347,351.146,144.013,531.386,140.072,655.651,974.662,598.649,679.844,552.561,681.352,661.021,763.619,764.658,,,1011.75,776.639,,,,,,,,,,,799.536,391.32,810.343,372.171,,,694.825,365.664,817.4,425.457,954.225,402.096,692.525,606.175,602.345,536.565,726.361,636.493,561.587,613.761,742.959,516.715,,,888.895,490.568,813.119,403.97,1179.13,691.397,1176.05,672.167,793.606,680.801,807.084,726.342,965.042,688.228,1044.93,761.019,611.88,346.485,606.718,382.411,1000.29,837.686,1001.42,925.132,856.999,203.652,831.699,252.428,778.515,270.319,764.066,268.255,793.074,576.389,779.871,567.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,722,436.242,351.678,143.946,531.811,140.203,655.258,975.0,597.297,677.721,553.065,681.47,660.956,764.122,766.465,,,1011.91,776.567,,,,,,,,,,,799.997,391.04,810.364,372.139,,,693.336,365.731,818.261,425.479,954.285,402.014,691.262,606.915,600.933,536.73,727.572,636.253,562.369,614.708,742.943,516.469,,,892.751,490.272,813.42,403.363,1179.55,691.327,1174.9,673.631,793.762,680.383,807.095,726.351,965.562,688.295,1044.3,760.403,612.767,345.345,606.656,382.616,1001.34,832.886,1002.02,927.184,857.527,202.208,831.556,254.383,778.453,270.151,764.539,267.6,793.0,576.087,778.817,566.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,723,436.287,352.141,143.866,532.172,140.331,654.875,,,675.784,553.526,681.584,660.894,764.57,768.106,,,1012.08,776.51,,,,,,,,,,,800.508,390.746,810.382,372.111,,,691.843,365.798,818.882,426.05,954.335,401.959,689.993,607.657,599.712,536.874,729.071,635.889,562.937,615.435,742.928,516.246,,,895.717,490.568,813.679,402.838,1179.87,691.275,1173.87,674.94,793.916,679.967,807.227,726.416,966.308,688.4,1044.53,760.355,613.57,344.296,606.609,382.784,1001.7,830.168,1002.58,929.157,860.022,198.436,831.355,255.775,777.538,270.637,765.84,267.14,793.071,575.884,777.979,565.823,972.973,603.378,982.432,593.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,724,436.356,352.766,143.759,532.66,140.451,654.516,,,674.156,553.915,681.683,660.843,764.865,769.257,,,1013.7,776.309,,,,,,,,,,,800.971,390.483,810.397,372.087,,,690.456,365.859,819.724,426.891,954.376,401.923,689.082,608.184,598.811,536.98,730.217,635.603,563.37,616.462,742.916,516.048,,,,,813.857,402.48,1180.53,691.192,1173.15,675.839,794.057,679.586,807.417,726.508,967.127,688.52,1044.93,760.353,614.125,343.532,606.647,383.25,1002.13,826.595,1003.05,930.888,863.411,193.408,831.078,257.59,776.218,271.399,767.687,266.543,794.384,575.908,776.41,564.79,968.434,606.366,994.233,580.325,889.192,493.831,896.014,488.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,725,436.442,353.508,143.632,533.233,140.557,654.196,,,672.96,554.202,681.757,660.811,764.703,769.819,,,1016.06,776.022,,,,,,,,,,,801.291,390.298,810.255,372.226,,,689.283,365.912,820.628,427.819,954.408,401.899,688.537,608.429,597.575,537.172,730.899,635.402,563.953,617.908,742.905,515.878,,,,,813.857,402.471,1181.47,691.074,1172.85,675.895,794.175,679.271,807.615,726.606,967.866,688.63,1045.35,760.375,614.272,342.7,606.598,384.006,1002.58,822.772,1003.36,932.215,866.107,189.454,830.807,259.367,774.743,272.47,769.526,265.952,796.29,575.965,774.209,563.367,968.935,606.036,993.264,581.386,888.895,493.831,895.717,488.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,726,436.537,354.318,143.494,533.85,140.647,653.928,,,672.027,554.489,681.883,660.883,764.475,770.546,,,1018.68,775.7,,,,,,,,,,,801.374,390.223,810.062,372.414,,,688.432,365.951,821.435,428.651,954.435,401.882,687.816,608.739,595.845,537.456,731.769,635.141,564.587,619.492,742.989,515.658,,,,,813.837,402.503,1182.56,690.939,1172.49,675.876,794.257,679.054,807.77,726.689,968.371,688.704,1045.64,760.403,614.424,341.572,605.774,385.568,1003.01,819.299,1002.95,935.107,868.454,186.37,830.628,260.644,769.641,277.572,770.8,265.513,798.227,576.036,772.034,561.97,969.561,605.63,991.811,582.976,889.421,493.51,895.421,488.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,727,436.635,355.148,143.353,534.47,140.713,653.729,,,670.776,554.876,682.057,660.986,764.197,771.401,,,1021.09,775.398,,,,,,,,,,,801.47,390.13,809.828,372.64,,,687.733,365.997,821.986,429.204,954.457,401.864,687.042,609.072,593.862,537.776,732.604,634.888,565.172,620.936,743.102,515.366,,,,,813.857,402.48,1183.64,690.805,1172.13,675.839,794.215,679.237,808.023,726.897,968.408,688.71,1045.71,760.591,614.566,340.449,597.973,395.608,1003.36,816.779,1002.33,939.175,871.3,182.668,830.711,261.373,768.291,278.713,770.991,265.079,799.633,576.103,770.543,561.011,970.541,605.0,990.393,584.528,890.063,493.12,894.367,487.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,728,436.729,355.95,143.218,535.049,140.717,653.713,,,669.298,555.334,682.265,661.11,763.882,772.346,,,1022.82,775.168,,,,,,,,,,,801.564,390.032,809.566,372.894,,,686.778,366.06,821.968,429.008,954.465,401.847,686.339,609.383,591.869,538.079,733.183,634.713,565.607,621.96,743.238,515.018,,,,,814.22,401.983,1184.58,690.687,1171.81,675.839,794.158,679.496,808.382,727.196,968.39,688.707,1045.75,760.85,614.682,339.634,597.973,395.608,1004.33,814.462,1001.72,943.286,873.296,179.946,830.841,262.348,767.148,279.571,771.093,264.54,800.7,576.359,770.543,561.011,969.932,605.405,988.345,586.768,890.81,492.668,893.344,486.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,729,436.811,356.678,143.096,535.548,140.718,653.701,,,667.685,555.835,682.492,661.246,763.543,773.345,,,1024.35,774.746,,,,,,,,,,,801.647,389.945,809.287,373.165,,,685.669,366.134,821.885,428.663,954.475,401.821,685.832,609.628,590.109,538.307,733.225,634.699,566.21,622.642,743.389,514.631,,,,,814.753,401.254,1185.23,690.604,1170.88,676.145,794.089,679.81,808.793,727.538,968.371,688.704,1045.64,761.074,614.911,339.048,595.473,398.653,1005.71,811.362,1001.34,946.309,872.832,179.251,830.999,263.468,766.395,280.122,771.264,264.122,802.101,576.724,766.825,558.387,969.387,605.985,989.527,585.473,891.65,492.16,893.289,485.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,730,436.875,357.283,142.997,535.923,140.717,653.695,,,666.027,556.352,682.726,661.387,763.196,774.361,,,1026.44,774.143,,,,,,,,,,,801.705,389.885,809.003,373.442,,,684.511,366.211,821.75,428.278,954.476,401.816,685.396,610.16,588.823,538.407,733.222,634.696,567.057,623.551,743.55,514.225,,,,,815.343,400.447,1185.45,690.552,1169.54,676.595,794.01,680.161,809.201,727.88,968.372,688.702,1044.34,761.434,615.243,338.265,,,1007.09,808.286,1001.92,949.026,874.308,177.752,831.168,264.632,766.664,279.911,772.354,263.823,803.471,577.105,762.888,556.637,968.639,606.797,990.035,584.883,892.571,491.603,893.325,485.324,591.854,402.828,603.825,398.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,731,436.913,357.718,142.579,536.611,140.715,653.696,,,664.416,556.856,682.952,661.524,762.855,775.355,,,1028.71,773.483,,,,,,,,,,,801.709,389.88,808.726,373.717,,,683.408,366.285,821.572,427.962,954.457,401.864,684.855,610.865,587.195,537.182,733.2,634.702,567.987,624.535,743.713,513.816,,,,,815.873,399.716,1185.74,690.484,1168.07,677.094,793.925,680.528,809.554,728.176,968.375,688.698,1042.95,761.745,615.6,337.412,,,1008.05,806.04,1002.81,952.754,876.518,175.617,831.33,265.738,767.127,279.552,773.837,263.468,804.444,577.415,758.923,554.624,967.827,607.692,990.637,584.175,893.563,491.004,893.371,484.927,591.019,405.612,603.686,401.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,732,436.658,357.69,141.981,537.577,140.714,653.707,,,662.944,557.319,683.156,661.648,762.533,776.291,,,1030.77,772.889,,,,,,,,,,,801.709,389.876,808.467,373.977,,,682.462,366.349,820.421,427.242,954.198,402.538,684.387,611.434,584.96,535.387,733.183,634.713,568.842,625.439,743.872,513.421,,,,,816.23,399.217,1186.07,690.404,1166.72,677.545,793.836,680.891,809.797,728.378,968.377,688.698,1042.05,761.577,615.904,336.619,,,1008.32,804.275,1003.81,956.802,878.987,173.257,831.465,266.684,767.664,279.136,774.974,263.195,804.853,578.05,755.233,552.7,967.086,608.517,991.274,583.44,894.614,490.371,893.344,484.636,590.839,405.972,603.547,403.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,733,436.308,357.635,141.288,538.691,140.713,653.729,,,661.701,557.713,683.326,661.751,762.244,777.132,,,1032.21,772.483,,,,,,,,,,,801.707,389.876,808.237,374.213,,,681.778,366.395,818.767,426.235,953.838,403.412,683.592,612.015,582.754,533.556,733.137,634.804,569.463,626.112,744.02,513.059,,,,,816.174,399.161,1186.42,690.316,1165.77,677.852,793.747,681.231,809.81,728.386,968.371,688.704,1041.02,761.301,616.074,336.015,,,1008.63,801.875,1004.72,960.477,881.24,171.085,831.556,267.369,768.155,278.755,775.566,263.006,805.275,578.869,753.494,551.669,966.554,609.122,991.892,582.77,895.711,489.709,892.628,484.429,590.69,406.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,734,435.887,357.56,140.589,539.823,140.713,654.074,,,660.78,558.009,683.446,661.824,762.003,777.84,,,1032.91,772.457,,,,,,,,,,,801.705,389.878,808.049,374.415,,,681.166,366.445,817.067,425.161,953.529,403.72,682.568,612.734,581.213,532.224,733.07,634.937,570.115,627.022,744.151,512.746,,,,,816.067,399.11,1186.78,690.226,1165.17,677.861,793.661,681.526,809.811,728.381,968.285,688.79,1040.27,761.074,615.461,334.971,,,1008.94,799.283,1005.37,963.087,882.803,169.511,831.509,267.936,768.482,278.499,776.336,262.755,805.538,579.384,751.582,550.487,966.117,609.842,994.24,580.625,896.845,489.027,891.586,484.158,590.462,405.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,735,435.417,357.471,139.969,540.842,140.714,654.562,,,659.81,558.482,683.401,661.803,761.824,778.378,,,1033.83,772.453,,,,,,,,,,,801.705,389.885,807.914,374.571,,,680.33,366.516,815.777,424.237,953.066,400.473,681.859,613.24,580.847,531.174,732.997,635.084,570.929,628.187,744.257,512.5,,,,,815.928,399.086,1187.13,690.138,1164.41,677.838,793.581,681.757,809.805,728.37,968.163,688.912,1040.23,760.851,614.563,333.484,,,1009.21,796.944,1005.81,964.775,883.422,167.88,831.437,268.717,768.433,278.501,777.157,262.482,805.197,578.61,749.984,549.419,965.515,610.848,997.598,577.571,898.003,488.329,890.534,483.903,589.205,403.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,736,434.922,357.375,139.517,541.618,140.715,655.146,,,658.468,559.149,683.333,661.771,761.713,778.959,,,1034.79,772.462,,,,,,,,,,,801.717,389.976,808.096,374.957,,,679.417,366.592,814.122,421.754,953.993,395.371,682.175,613.129,580.489,529.788,732.931,635.217,571.539,629.078,744.871,512.368,,,,,815.778,399.114,1187.45,690.057,1163.65,677.822,792.88,682.521,809.797,728.361,968.026,689.049,1040.24,760.54,613.514,331.782,,,1009.4,795.302,1006.39,967.032,884.151,165.678,831.35,269.601,768.361,278.525,777.905,262.228,804.679,577.429,747.561,547.161,964.834,611.997,1000.97,574.497,899.173,487.625,889.785,483.747,587.957,401.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,737,434.425,357.281,138.924,543.263,140.717,655.778,,,657.002,559.885,683.248,661.73,761.565,779.758,,,1035.65,772.475,,,,,,,,,,,801.741,390.103,808.376,375.512,,,678.576,366.66,814.122,421.754,953.041,391.216,682.716,612.911,580.136,528.432,732.886,635.307,571.77,629.577,745.698,512.188,,,,,815.636,399.217,1187.72,689.987,1163.09,677.852,791.901,683.583,809.793,728.361,967.895,689.18,1040.26,760.207,612.445,330.093,,,1009.42,794.59,1007.02,969.452,884.844,163.479,831.257,270.479,768.269,278.563,778.453,262.035,804.097,576.186,744.441,544.196,964.16,613.145,1003.38,572.297,900.345,486.92,889.416,483.99,587.806,401.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,738,433.949,357.194,138.171,545.42,140.717,656.41,,,655.66,560.561,683.154,661.685,761.406,780.639,,,1036.24,772.483,,,,,,,,,,,801.773,390.256,808.69,376.122,,,677.952,366.707,812.88,421.754,953.993,391.429,683.279,612.677,579.786,527.467,732.88,635.306,572.065,630.232,746.284,511.824,,,,,814.915,400.702,1187.92,689.933,1162.52,678.383,790.732,684.846,809.797,728.378,967.401,689.667,1040.28,759.916,611.492,328.644,,,1009.43,793.686,1007.61,971.628,885.354,161.859,831.168,271.24,768.162,278.609,779.044,261.707,803.569,575.228,742.11,541.983,963.579,614.149,1004.6,571.034,901.506,486.221,888.954,484.303,587.723,400.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,739,433.519,357.121,137.619,546.996,140.717,656.995,,,654.689,561.054,683.056,661.638,761.259,781.464,,,1036.27,772.503,,,,,,,,,,,801.805,390.424,808.971,376.673,,,677.124,366.707,812.88,422.582,955.384,392.589,683.665,612.518,578.413,527.05,732.877,635.293,572.363,630.933,746.424,510.95,,,,,814.154,402.183,1188.19,689.803,1161.75,679.151,789.462,686.217,809.919,728.714,966.694,690.363,1040.27,759.732,610.785,327.663,,,1009.43,792.734,1008.05,973.154,885.759,160.395,831.092,271.774,768.045,278.657,779.835,261.251,801.828,573.782,741.333,541.319,963.176,614.865,1006.19,569.368,902.646,485.535,888.413,484.677,587.687,399.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,740,433.157,357.07,137.536,547.146,140.716,657.485,,,653.76,561.585,682.962,661.591,761.149,782.095,,,1036.23,772.534,,,,,,,,,,,801.832,390.597,809.155,377.054,,,674.641,367.121,812.466,422.168,,,683.699,612.505,576.431,526.522,732.878,635.287,572.603,631.573,746.58,509.704,,,,,813.692,402.258,1188.54,689.628,1160.98,679.942,788.179,687.6,810.093,729.2,965.992,691.063,1039.88,759.994,609.611,327.965,,,1009.42,791.882,1008.79,973.748,886.294,158.437,830.763,271.981,767.922,278.7,780.688,260.782,799.851,572.166,740.393,540.535,963.135,615.408,1007.88,567.59,903.753,484.869,887.807,485.1,587.679,399.209,,,950.515,390.038,959.095,397.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,741,432.886,357.047,137.453,547.223,140.713,657.833,,,652.497,562.314,682.879,661.548,760.988,783.263,,,1036.21,772.54,,,,,,,,,,,801.847,390.765,809.042,377.143,,,670.088,368.362,812.466,422.168,,,683.708,612.503,574.233,525.965,732.886,635.307,572.725,632.044,746.733,508.32,,,,,813.104,402.209,1188.97,689.419,1160.4,680.537,786.971,688.901,810.288,729.698,965.517,691.558,1039.32,760.388,607.947,328.466,,,1009.4,791.275,1009.83,974.482,886.823,156.509,830.299,272.237,767.799,278.732,781.467,260.412,797.431,569.851,739.424,539.734,963.095,616.134,1009.4,565.991,904.815,484.231,887.148,485.564,587.944,398.637,,,948.694,388.341,959.327,396.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,742,432.569,357.595,137.37,547.278,140.656,657.909,,,651.011,563.174,682.812,661.512,760.76,784.931,,,1036.24,772.483,,,,,,,,,,,801.844,390.917,808.861,377.241,,,664.708,372.501,812.589,423.011,,,683.695,612.509,572.208,525.46,732.99,635.615,571.965,632.582,746.866,507.035,,,,,812.522,402.073,1189.44,689.186,1159.7,681.26,785.927,690.025,810.473,730.068,965.582,691.779,1038.66,760.859,606.039,329.079,,,1009.11,790.941,1010.98,975.256,887.209,155.134,829.769,272.506,767.678,278.747,784.018,259.774,795.039,567.573,738.566,539.017,963.056,616.991,1010.47,564.865,905.821,483.626,886.451,486.058,588.33,397.869,,,955.35,388.166,956.776,398.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,743,432.157,358.324,137.284,547.359,140.574,658.0,,,649.409,564.099,682.77,661.486,760.512,786.757,,,1036.93,771.674,,,,,,,,,,,801.817,391.045,808.654,377.336,,,660.983,373.743,812.758,424.176,,,683.665,612.518,570.749,525.089,733.149,636.063,570.895,633.265,746.959,506.081,,,,,812.077,401.886,1189.93,688.941,1158.74,682.25,785.135,690.878,811.151,730.452,965.731,692.045,1037.95,761.351,604.135,329.718,,,1008.7,790.506,1012.02,975.966,887.511,154.469,829.237,272.751,767.566,278.737,787.661,258.881,793.279,566.253,737.954,538.483,963.017,617.927,1010.99,564.367,906.759,483.061,885.729,486.572,588.738,397.075,,,954.201,387.298,951.906,398.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,744,431.667,359.197,137.192,547.517,140.477,658.098,,,647.801,565.024,682.937,661.453,760.288,788.402,,,1037.92,770.491,,,,,,,,,,,801.759,391.136,808.462,377.416,,,658.499,372.915,812.88,425.065,,,683.37,612.586,569.324,524.699,733.315,636.564,570.056,633.824,746.959,504.73,,,,,811.495,400.646,1190.43,688.695,1157.77,683.223,783.394,692.721,812.134,730.987,965.891,692.306,1037.28,761.812,602.48,330.296,,,1008.23,790.038,1012.75,976.51,887.907,153.657,828.773,272.934,767.466,278.697,791.28,258.001,791.177,564.749,737.683,537.906,962.98,618.89,1011.66,563.72,907.618,482.545,884.996,487.096,589.07,396.425,,,952.373,386.37,953.297,394.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,745,431.12,360.18,137.094,547.801,140.374,658.196,,,646.297,565.884,683.182,661.409,760.135,789.527,,,1039.04,769.176,,,,,,,,,,,800.381,391.159,808.327,377.468,,,,,812.88,425.479,,,682.942,612.685,567.388,524.174,733.442,637.033,569.463,634.482,747.848,502.878,,,,,810.765,398.965,1190.9,688.459,1157.05,683.893,780.937,695.319,813.217,731.567,965.993,692.509,1036.68,762.185,601.32,330.726,,,1007.76,789.601,1013.11,977.418,888.302,152.83,827.004,273.177,767.383,278.62,793.758,257.397,789.572,563.636,737.335,537.113,962.943,619.826,1012.45,562.963,908.387,482.082,884.265,487.62,589.777,395.04,,,953.599,385.714,953.323,393.372,657.258,367.948,664.294,377.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
