,id,frame_id,oid,hid,score_vs_top_post,switch,score_vs_top_pre,diff_vs_top
295,group2.centroids_sample_0_16148_17648,269,0,0,-0.6268244,False,3.003347,-3.6301713
296,group2.centroids_sample_0_16148_17648,269,5,2,-1.3151734,False,1.0123067,-2.32748
297,group2.centroids_sample_0_16148_17648,269,9,9,-5.359486,False,6.8797107,-12.239197
298,group2.centroids_sample_0_16148_17648,271,0,9,-2.4537098,False,3.8755517,-6.329262
299,group2.centroids_sample_0_16148_17648,271,2,0,-1.4890946,False,0.35187984,-1.8409745
300,group2.centroids_sample_0_16148_17648,271,9,5,-8.46577,False,6.9993396,-15.465109
301,group2.centroids_sample_0_16148_17648,274,5,5,0.0,False,1.3080082,-1.3080082
302,group2.centroids_sample_0_16148_17648,274,9,2,-8.725967,False,7.243875,-15.969843
303,group2.centroids_sample_0_16148_17648,275,0,5,-3.8340876,False,4.622695,-8.456782
304,group2.centroids_sample_0_16148_17648,275,5,9,-1.2266302,False,1.2272803,-2.4539104
305,group2.centroids_sample_0_16148_17648,276,0,9,-3.4275737,False,4.1626034,-7.590177
306,group2.centroids_sample_0_16148_17648,276,5,2,-1.0906777,False,1.509567,-2.6002448
307,group2.centroids_sample_0_16148_17648,276,9,5,-9.150738,False,6.9837966,-16.134535
308,group2.centroids_sample_0_16148_17648,277,0,5,-3.6075664,False,4.245696,-7.8532624
309,group2.centroids_sample_0_16148_17648,277,5,9,-1.3609157,False,0.8130392,-2.173955
310,group2.centroids_sample_0_16148_17648,277,9,2,-8.682201,False,6.8414254,-15.523626
311,group2.centroids_sample_0_16148_17648,279,0,2,-3.561315,False,3.847401,-7.408716
312,group2.centroids_sample_0_16148_17648,279,2,8,-0.50126815,False,0.0,-0.50126815
313,group2.centroids_sample_0_16148_17648,279,5,5,0.0,False,0.6147518,-0.6147518
314,group2.centroids_sample_0_16148_17648,279,8,9,-1.0971793,False,0.5582129,-1.6553922
315,group2.centroids_sample_0_16148_17648,279,9,0,-8.417343,False,6.9145765,-15.33192
316,group2.centroids_sample_0_16148_17648,280,0,5,-3.0629494,False,3.617283,-6.6802325
317,group2.centroids_sample_0_16148_17648,280,5,2,-0.7851416,False,0.6286403,-1.4137819
318,group2.centroids_sample_0_16148_17648,281,0,2,-3.1503744,False,3.3643255,-6.5147
319,group2.centroids_sample_0_16148_17648,281,5,9,-1.1173584,False,0.905072,-2.0224304
320,group2.centroids_sample_0_16148_17648,281,8,5,-0.96901006,False,1.2857387,-2.2547488
321,group2.centroids_sample_0_16148_17648,283,0,0,-0.85348976,False,2.9533463,-3.8068361
322,group2.centroids_sample_0_16148_17648,283,5,2,-0.83877254,False,0.41948617,-1.2582587
323,group2.centroids_sample_0_16148_17648,283,9,9,-6.1079865,False,6.984267,-13.092254
324,group2.centroids_sample_0_16148_17648,288,5,9,-0.9620077,False,0.0,-0.9620077
325,group2.centroids_sample_0_16148_17648,288,9,2,-7.8564315,False,6.8678207,-14.724253
326,group2.centroids_sample_0_16148_17648,289,0,9,-1.1456716,False,1.4280255,-2.573697
327,group2.centroids_sample_0_16148_17648,289,5,0,0.0,False,0.0,0.0
328,group2.centroids_sample_0_16148_17648,291,0,0,0.0,False,0.7091234,-0.7091234
329,group2.centroids_sample_0_16148_17648,291,5,5,-0.10890198,False,0.2470125,-0.35591447
330,group2.centroids_sample_0_16148_17648,291,8,9,-1.5384324,False,1.9562792,-3.4947114
331,group2.centroids_sample_0_16148_17648,298,2,2,-1.2291663,False,0.0,-1.2291663
332,group2.centroids_sample_0_16148_17648,298,9,8,-7.0532966,False,5.8233814,-12.876678
333,group2.centroids_sample_0_16148_17648,299,1,3,-6.4704475,False,0.0,-6.4704475
334,group2.centroids_sample_0_16148_17648,299,4,1,-2.3222103,False,1.0827522,-3.4049625
335,group2.centroids_sample_0_16148_17648,307,5,9,-1.7263645,False,1.0265781,-2.7529426
336,group2.centroids_sample_0_16148_17648,307,8,5,-3.1751618,False,4.6087537,-7.7839155
337,group2.centroids_sample_0_16148_17648,308,5,5,0.0,False,0.9425237,-0.9425237
338,group2.centroids_sample_0_16148_17648,308,8,9,-2.5264187,False,3.4469538,-5.9733725
339,group2.centroids_sample_0_16148_17648,310,0,2,-0.34799397,False,0.0,-0.34799397
340,group2.centroids_sample_0_16148_17648,310,2,0,-3.946552,False,4.126466,-8.073018
341,group2.centroids_sample_0_16148_17648,317,0,0,-0.09494257,False,0.0,-0.09494257
342,group2.centroids_sample_0_16148_17648,317,2,2,-3.8438492,False,4.833084,-8.676933
343,group2.centroids_sample_0_16148_17648,331,2,8,-4.400218,False,0.6379435,-5.0381613
344,group2.centroids_sample_0_16148_17648,331,9,2,-1.0280476,False,0.6707878,-1.6988354
345,group2.centroids_sample_0_16148_17648,333,2,2,-0.26861048,False,1.1970497,-1.4656602
346,group2.centroids_sample_0_16148_17648,333,9,8,-4.300182,False,1.577637,-5.877819
347,group2.centroids_sample_0_16148_17648,475,0,8,-3.3104873,False,4.3155746,-7.626062
348,group2.centroids_sample_0_16148_17648,475,9,0,-6.4911017,False,7.000467,-13.491569
349,group2.centroids_sample_0_16148_17648,640,3,5,-0.8117768,False,0.7398424,-1.5516193
350,group2.centroids_sample_0_16148_17648,640,5,7,-0.46102697,False,0.3399372,-0.8009642
351,group2.centroids_sample_0_16148_17648,640,7,4,-4.8968983,False,5.8481836,-10.745082
352,group2.centroids_sample_0_16148_17648,675,3,4,-0.96027887,False,0.24602258,-1.2063015
353,group2.centroids_sample_0_16148_17648,675,7,5,-7.007605,False,6.376968,-13.384573
354,group2.centroids_sample_0_16148_17648,681,3,5,-2.6584973,False,2.2371461,-4.895643
355,group2.centroids_sample_0_16148_17648,681,7,4,-1.7151825,False,4.1149015,-5.830084
356,group2.centroids_sample_0_16148_17648,687,1,5,-5.9368467,False,4.948874,-10.885721
357,group2.centroids_sample_0_16148_17648,687,3,4,0.0,False,2.5857782,-2.5857782
358,group2.centroids_sample_0_16148_17648,687,7,3,-3.509885,False,2.9640126,-6.473898
359,group2.centroids_sample_0_16148_17648,694,1,4,0.0,False,3.3322504,-3.3322504
360,group2.centroids_sample_0_16148_17648,694,3,3,-0.8901094,False,0.9482641,-1.8383735
361,group2.centroids_sample_0_16148_17648,694,7,5,-4.554708,False,2.2988331,-6.8535414
362,group2.centroids_sample_0_16148_17648,706,3,5,-3.6387799,False,0.0,-3.6387799
363,group2.centroids_sample_0_16148_17648,706,7,3,-3.296352,False,2.3011243,-5.597476
364,group2.centroids_sample_0_16148_17648,1257,2,6,-0.3355019,False,0.24427843,-0.57978034
365,group2.centroids_sample_0_16148_17648,1257,6,2,-2.4992294,False,0.86290765,-3.362137
366,group2.centroids_sample_0_16148_17648,1264,2,2,0.0,False,0.6688354,-0.6688354
367,group2.centroids_sample_0_16148_17648,1264,6,6,-0.29259706,False,0.4859171,-0.77851415
368,group2.centroids_sample_0_16148_17648,1353,1,2,0.0,False,0.0,0.0
369,group2.centroids_sample_0_16148_17648,1353,2,4,-6.639764,False,1.185744,-7.825508
370,group2.centroids_sample_0_16148_17648,1416,2,6,-3.6778147,False,1.6031361,-5.2809505
371,group2.centroids_sample_0_16148_17648,1416,6,4,-5.2520857,False,0.0,-5.2520857
372,group2.centroids_sample_0_16148_17648,1417,2,4,-7.3373127,False,0.1584022,-7.495715
373,group2.centroids_sample_0_16148_17648,1417,6,6,0.0,False,1.2273529,-1.2273529
374,group2.centroids_sample_0_16148_17648,1451,2,5,-7.446107,False,5.439299,-12.8854065
375,group2.centroids_sample_0_16148_17648,1451,3,4,-4.9900274,False,1.1517847,-6.1418123
376,group2.centroids_sample_0_6738_8238,25,0,9,-0.38365245,False,0.5169667,-0.90061915
377,group2.centroids_sample_0_6738_8238,25,9,0,0.0,False,0.34224153,-0.34224153
378,group2.centroids_sample_0_6738_8238,38,4,5,-0.6252434,False,0.0,-0.6252434
379,group2.centroids_sample_0_6738_8238,38,5,4,-0.9355757,False,0.0,-0.9355757
380,group2.centroids_sample_0_6738_8238,64,1,6,0.0,False,0.0,0.0
381,group2.centroids_sample_0_6738_8238,64,5,7,-1.5361695,False,0.99329996,-2.5294695
382,group2.centroids_sample_0_6738_8238,64,6,1,-2.015284,False,0.7117224,-2.7270064
383,group2.centroids_sample_0_6738_8238,64,7,4,-3.0724354,False,0.0,-3.0724354
384,group2.centroids_sample_0_6738_8238,230,6,0,-1.8179178,False,2.4651964,-4.2831144
385,group2.centroids_sample_0_6738_8238,230,9,1,-5.7694016,False,0.0,-5.7694016
386,group2.centroids_sample_0_6738_8238,231,6,1,-6.344857,False,0.0,-6.344857
387,group2.centroids_sample_0_6738_8238,231,9,0,-1.8089046,False,2.0244722,-3.833377
388,group2.centroids_sample_0_6738_8238,232,6,0,-1.8104055,False,1.9398944,-3.7503
389,group2.centroids_sample_0_6738_8238,232,9,1,-5.418995,False,0.28186893,-5.700864
390,group2.centroids_sample_0_6738_8238,240,4,4,-0.8449955,True,0.0,-0.8449955
391,group2.centroids_sample_0_6738_8238,240,7,5,-4.1484275,True,0.27314734,-4.4215746
392,group2.centroids_sample_0_6738_8238,241,1,4,-1.0855659,False,0.0,-1.0855659
393,group2.centroids_sample_0_6738_8238,241,4,5,-4.4082174,False,0.18883073,-4.5970483
394,group2.centroids_sample_0_6738_8238,241,7,6,-4.061965,False,0.71811813,-4.780083
395,group2.centroids_sample_0_6738_8238,242,1,6,-4.0705876,False,0.64835536,-4.718943
396,group2.centroids_sample_0_6738_8238,242,4,4,-1.0198452,False,0.0,-1.0198452
397,group2.centroids_sample_0_6738_8238,242,7,5,-3.5021987,False,0.0,-3.5021987
398,group2.centroids_sample_0_6738_8238,243,1,4,-0.5195315,False,0.0,-0.5195315
399,group2.centroids_sample_0_6738_8238,243,4,5,-3.9559023,False,0.0,-3.9559023
400,group2.centroids_sample_0_6738_8238,243,7,6,-3.7166169,False,0.5037478,-4.2203646
401,group2.centroids_sample_0_6738_8238,299,4,1,-4.4523115,False,0.0,-4.4523115
402,group2.centroids_sample_0_6738_8238,299,9,5,0.0,False,6.345508,-6.345508
403,group2.centroids_sample_0_6738_8238,307,4,5,-1.8110812,False,0.6033294,-2.4144106
404,group2.centroids_sample_0_6738_8238,307,9,1,-9.026217,False,7.4924464,-16.518663
405,group2.centroids_sample_0_6738_8238,312,4,1,-6.3917327,False,4.1198406,-10.511574
406,group2.centroids_sample_0_6738_8238,312,9,5,0.0,False,7.881897,-7.881897
407,group2.centroids_sample_0_6738_8238,317,4,5,0.0,False,3.8156152,-3.8156152
408,group2.centroids_sample_0_6738_8238,317,9,1,-10.197612,False,7.6779737,-17.875586
409,group2.centroids_sample_0_6738_8238,382,1,5,-4.449272,True,0.27810407,-4.727376
410,group2.centroids_sample_0_6738_8238,382,4,4,-4.688792,True,0.0,-4.688792
411,group2.centroids_sample_0_6738_8238,383,0,0,-0.91259956,True,0.0,-0.91259956
412,group2.centroids_sample_0_6738_8238,383,1,4,-4.8408713,True,0.0,-4.8408713
413,group2.centroids_sample_0_6738_8238,383,4,5,-4.3643994,True,0.02968812,-4.394088
414,group2.centroids_sample_0_6738_8238,383,6,9,-6.921934,True,0.76779246,-7.689727
415,group2.centroids_sample_0_6738_8238,384,0,9,-4.418748,False,0.352463,-4.7712107
416,group2.centroids_sample_0_6738_8238,384,6,0,-1.9720263,False,0.0,-1.9720263
417,group2.centroids_sample_0_6738_8238,412,0,1,-6.0025206,False,2.247744,-8.250265
418,group2.centroids_sample_0_6738_8238,412,9,9,-0.40629816,False,3.1076999,-3.513998
419,group2.centroids_sample_0_6738_8238,414,0,9,-2.5010276,False,3.4755774,-5.976605
420,group2.centroids_sample_0_6738_8238,414,9,1,-6.144922,False,2.569642,-8.714563
421,group2.centroids_sample_0_6738_8238,416,0,1,-6.5843034,False,3.2056026,-9.789906
422,group2.centroids_sample_0_6738_8238,416,9,9,-1.3185496,False,2.755072,-4.0736217
423,group2.centroids_sample_0_6738_8238,417,0,9,-3.7863069,False,3.7643564,-7.550663
424,group2.centroids_sample_0_6738_8238,417,9,1,-5.7188597,False,2.6012442,-8.320104
425,group2.centroids_sample_0_6738_8238,419,0,1,-6.467799,False,3.225586,-9.693385
426,group2.centroids_sample_0_6738_8238,419,9,9,-1.9279735,False,2.6181831,-4.546157
427,group2.centroids_sample_0_6738_8238,549,4,9,-1.5839412,True,0.85536015,-2.4393015
428,group2.centroids_sample_0_6738_8238,549,9,5,-7.4137697,True,0.0,-7.4137697
429,group2.centroids_sample_0_6738_8238,624,0,3,-5.4526367,False,5.4350157,-10.887652
430,group2.centroids_sample_0_6738_8238,624,1,1,-0.8825952,False,0.0,-0.8825952
431,group2.centroids_sample_0_6738_8238,624,3,4,-11.313871,False,7.6450887,-18.95896
432,group2.centroids_sample_0_6738_8238,630,0,4,-9.927931,False,6.8941665,-16.822098
433,group2.centroids_sample_0_6738_8238,630,1,3,-2.5958288,False,1.0258217,-3.6216505
434,group2.centroids_sample_0_6738_8238,630,2,1,-1.9456418,False,0.2707187,-2.2163606
435,group2.centroids_sample_0_6738_8238,630,3,2,-8.368994,False,7.7964416,-16.165436
436,group2.centroids_sample_0_6738_8238,636,0,1,-7.8785477,False,7.862526,-15.741074
437,group2.centroids_sample_0_6738_8238,636,1,4,-7.0116367,False,0.019947052,-7.031584
438,group2.centroids_sample_0_6738_8238,636,2,3,-2.7463813,False,0.0,-2.7463813
439,group2.centroids_sample_0_6738_8238,645,0,2,-8.841219,False,7.6825237,-16.523743
440,group2.centroids_sample_0_6738_8238,645,3,1,-7.4654417,False,6.9587274,-14.42417
441,group2.centroids_sample_0_6738_8238,647,1,1,0.0,False,0.21752715,-0.21752715
442,group2.centroids_sample_0_6738_8238,647,3,4,-9.944756,False,6.9951997,-16.939955
443,group2.centroids_sample_0_6738_8238,657,1,8,-2.6755118,False,3.223944,-5.899456
444,group2.centroids_sample_0_6738_8238,657,2,9,0.0,False,0.0,0.0
445,group2.centroids_sample_0_6738_8238,657,4,1,-3.1112313,False,0.13525796,-3.2464893
446,group2.centroids_sample_0_6738_8238,657,8,3,-6.5326943,False,6.455819,-12.988514
447,group2.centroids_sample_0_6738_8238,663,1,3,-6.3211226,False,5.876216,-12.197338
448,group2.centroids_sample_0_6738_8238,663,4,8,-1.199691,False,0.786126,-1.9858171
449,group2.centroids_sample_0_6738_8238,663,8,1,-6.676679,False,7.1714215,-13.848101
450,group2.centroids_sample_0_6738_8238,776,0,3,-3.2094648,False,1.8331292,-5.042594
451,group2.centroids_sample_0_6738_8238,776,1,9,-5.7261796,False,5.0920835,-10.818263
452,group2.centroids_sample_0_6738_8238,776,2,2,-0.53528297,False,0.879771,-1.415054
453,group2.centroids_sample_0_6738_8238,782,0,9,-3.5689764,False,1.1477333,-4.7167096
454,group2.centroids_sample_0_6738_8238,782,1,2,-4.523012,False,4.0366607,-8.559673
455,group2.centroids_sample_0_6738_8238,782,2,3,-1.4531692,False,0.17997265,-1.6331419
456,group2.centroids_sample_0_6738_8238,829,6,6,-2.4459224,False,0.0,-2.4459224
457,group2.centroids_sample_0_6738_8238,829,7,0,-11.163492,False,1.7593317,-12.922824
458,group2.centroids_sample_0_6738_8238,830,6,0,-10.615795,False,1.5675571,-12.183352
459,group2.centroids_sample_0_6738_8238,830,7,6,-3.71807,False,0.0,-3.71807
460,group2.centroids_sample_0_6738_8238,837,6,6,0.0,False,0.91659284,-0.91659284
461,group2.centroids_sample_0_6738_8238,837,7,0,-7.8560486,False,0.0,-7.8560486
462,group2.centroids_sample_0_6738_8238,967,8,5,-10.640501,False,3.0417027,-13.682203
463,group2.centroids_sample_0_6738_8238,967,9,1,-5.8290544,False,0.0,-5.8290544
464,group2.centroids_sample_0_6738_8238,968,8,1,-8.053915,False,0.0,-8.053915
465,group2.centroids_sample_0_6738_8238,968,9,5,-7.289489,False,2.5414896,-9.830978
466,group2.centroids_sample_0_6738_8238,977,1,5,-3.945314,False,1.4152377,-5.360552
467,group2.centroids_sample_0_6738_8238,977,9,2,-2.1203847,False,0.70044065,-2.8208253
468,group2.centroids_sample_0_6738_8238,1007,3,7,-1.7553556,False,0.90022266,-2.6555781
469,group2.centroids_sample_0_6738_8238,1007,5,4,-2.821835,False,0.23540568,-3.0572407
470,group2.centroids_sample_0_6738_8238,1173,2,2,0.0,False,0.0,0.0
471,group2.centroids_sample_0_6738_8238,1173,9,3,-6.1817617,False,0.5602633,-6.742025
472,group2.centroids_sample_0_6738_8238,1174,2,3,-6.2725143,False,0.42371702,-6.6962314
473,group2.centroids_sample_0_6738_8238,1174,9,2,-1.5943363,False,0.0,-1.5943363
474,group2.centroids_sample_0_6738_8238,1242,3,0,-9.069405,False,0.0,-9.069405
475,group2.centroids_sample_0_6738_8238,1242,7,7,-6.424475,False,0.42832637,-6.8528013
476,group2.centroids_sample_0_6738_8238,1243,3,7,-5.871792,False,0.021844149,-5.8936357
477,group2.centroids_sample_0_6738_8238,1243,7,0,-10.096616,False,0.0,-10.096616
478,group2.centroids_sample_0_6738_8238,1254,1,2,-2.8463588,False,2.2650266,-5.1113853
479,group2.centroids_sample_0_6738_8238,1254,3,5,-8.8911915,False,6.313539,-15.204731
480,group2.centroids_sample_0_6738_8238,1254,9,7,-2.9801824,False,2.9683795,-5.9485617
481,group2.centroids_sample_0_6738_8238,1261,0,6,-1.391833,False,0.49107814,-1.8829111
482,group2.centroids_sample_0_6738_8238,1261,1,7,-1.2896585,False,2.0731869,-3.3628454
483,group2.centroids_sample_0_6738_8238,1261,6,9,-3.8221967,False,0.0,-3.8221967
484,group2.centroids_sample_0_6738_8238,1261,9,2,-6.253788,False,5.60401,-11.857798
485,group2.centroids_sample_0_6738_8238,1263,2,2,0.0,False,1.1228427,-1.1228427
486,group2.centroids_sample_0_6738_8238,1263,9,3,-3.606515,False,5.485637,-9.092152
487,group2.centroids_sample_0_6738_8238,1265,0,9,-3.2337775,False,0.0,-3.2337775
488,group2.centroids_sample_0_6738_8238,1265,6,6,-0.26317048,False,0.0,-0.26317048
489,group2.centroids_sample_0_6738_8238,1268,1,3,-1.0518901,False,2.4841697,-3.5360599
490,group2.centroids_sample_0_6738_8238,1268,2,7,-0.4456278,False,1.4230157,-1.8686435
491,group2.centroids_sample_0_6738_8238,1268,9,2,-5.3199177,False,4.450444,-9.770362
492,group2.centroids_sample_0_6738_8238,1274,1,7,-1.7711453,False,3.2139919,-4.985137
493,group2.centroids_sample_0_6738_8238,1274,2,3,0.0,False,1.8539873,-1.8539873
494,group2.centroids_sample_0_6738_8238,1275,1,2,-3.172899,False,2.6167023,-5.7896013
495,group2.centroids_sample_0_6738_8238,1275,9,7,-3.056914,False,3.4307542,-6.487668
496,group2.centroids_sample_0_6738_8238,1281,1,3,0.0,False,5.406769,-5.406769
497,group2.centroids_sample_0_6738_8238,1281,2,2,-1.946989,False,3.1099024,-5.0568914
498,group2.centroids_sample_0_6738_8238,1449,0,6,-6.478547,False,5.1064825,-11.58503
499,group2.centroids_sample_0_6738_8238,1449,6,7,0.0,False,0.0,0.0
500,group2.centroids_sample_0_6738_8238,1449,9,9,0.0,False,1.2268946,-1.2268946
501,group2.centroids_sample_0_6738_8238,1457,6,9,-0.20455861,False,0.49306607,-0.6976247
502,group2.centroids_sample_0_6738_8238,1457,9,7,-2.730844,False,3.9456468,-6.676491
503,group3.centroids_sample_2_16736_18236,5,1,2,-0.18881696,True,0.45021337,-0.63903034
504,group3.centroids_sample_2_16736_18236,5,2,1,0.0,True,0.0,0.0
505,group3.centroids_sample_2_16736_18236,18,8,9,-0.023294568,False,0.17808688,-0.20138144
506,group3.centroids_sample_2_16736_18236,18,9,8,-0.08784473,False,0.088225126,-0.17606986
507,group3.centroids_sample_2_16736_18236,19,8,8,0.0,False,0.10947597,-0.10947597
508,group3.centroids_sample_2_16736_18236,19,9,9,0.0,False,0.0,0.0
509,group3.centroids_sample_2_16736_18236,27,0,5,0.0,True,0.0,0.0
510,group3.centroids_sample_2_16736_18236,27,5,0,-1.0340929,True,0.5925491,-1.626642
511,group3.centroids_sample_2_16736_18236,45,0,6,-0.9538088,False,0.028744698,-0.9825535
512,group3.centroids_sample_2_16736_18236,45,6,5,-0.41619706,False,0.0,-0.41619706
513,group3.centroids_sample_2_16736_18236,48,0,5,0.0,False,0.026705503,-0.026705503
514,group3.centroids_sample_2_16736_18236,48,6,6,0.0,False,0.0,0.0
515,group3.centroids_sample_2_16736_18236,441,3,7,-0.80974257,False,0.4438721,-1.2536147
516,group3.centroids_sample_2_16736_18236,441,7,3,0.0,False,0.0,0.0
517,group3.centroids_sample_2_16736_18236,494,1,7,-5.286806,False,0.001473546,-5.2882795
518,group3.centroids_sample_2_16736_18236,494,3,2,0.0,False,0.0,0.0
519,group3.centroids_sample_2_16736_18236,502,1,2,0.0,False,0.0,0.0
520,group3.centroids_sample_2_16736_18236,502,3,7,-6.2016907,False,0.777985,-6.979676
521,group3.centroids_sample_2_16736_18236,553,6,8,-1.4644921,False,2.0851626,-3.5496547
522,group3.centroids_sample_2_16736_18236,553,7,6,-5.9392695,False,5.5233984,-11.462667
523,group3.centroids_sample_2_16736_18236,553,8,3,-4.636038,False,0.15749478,-4.7935324
524,group3.centroids_sample_2_16736_18236,555,5,8,-0.364704,False,1.062055,-1.426759
525,group3.centroids_sample_2_16736_18236,555,6,6,-0.8094996,False,2.584672,-3.3941717
526,group3.centroids_sample_2_16736_18236,555,7,0,-6.6507907,False,6.0582767,-12.709067
527,group3.centroids_sample_2_16736_18236,562,5,6,-0.6213265,False,1.1642201,-1.7855465
528,group3.centroids_sample_2_16736_18236,562,6,0,-4.288911,False,0.0,-4.288911
529,group3.centroids_sample_2_16736_18236,562,7,8,-8.644334,False,4.01615,-12.660484
530,group3.centroids_sample_2_16736_18236,642,2,0,-7.389408,True,0.033094406,-7.4225025
531,group3.centroids_sample_2_16736_18236,642,6,1,0.0,True,0.0,0.0
532,group3.centroids_sample_2_16736_18236,643,2,1,-0.11406183,True,0.07600999,-0.19007182
533,group3.centroids_sample_2_16736_18236,643,6,0,-6.825536,True,0.0,-6.825536
534,group3.centroids_sample_2_16736_18236,644,2,0,-7.650299,True,0.0,-7.650299
535,group3.centroids_sample_2_16736_18236,644,6,1,-0.7252505,True,0.14685464,-0.8721051
536,group3.centroids_sample_2_16736_18236,649,5,8,-0.82735986,False,0.14849049,-0.97585034
537,group3.centroids_sample_2_16736_18236,649,7,6,-3.9709415,False,0.0,-3.9709415
538,group3.centroids_sample_2_16736_18236,693,6,3,-1.4369032,False,0.57089686,-2.0078
539,group3.centroids_sample_2_16736_18236,693,8,1,-0.25287366,False,0.0,-0.25287366
540,group3.centroids_sample_2_16736_18236,918,3,3,-0.96430635,True,0.6084037,-1.57271
541,group3.centroids_sample_2_16736_18236,918,6,7,-6.12267,True,0.539765,-6.662435
542,group3.centroids_sample_2_16736_18236,920,3,7,-6.157081,False,0.6357806,-6.792862
543,group3.centroids_sample_2_16736_18236,920,6,3,-0.52821255,False,0.0,-0.52821255
544,group3.centroids_sample_2_16736_18236,1059,6,1,-4.5414095,False,0.0,-4.5414095
545,group3.centroids_sample_2_16736_18236,1059,8,3,-0.80157566,False,0.06904614,-0.8706218
546,group3.centroids_sample_2_16736_18236,1060,6,3,0.0,False,0.015546799,-0.015546799
547,group3.centroids_sample_2_16736_18236,1060,8,1,-4.6205673,False,0.0,-4.6205673
548,group3.centroids_sample_2_16736_18236,1084,1,0,-2.2895834,False,0.0,-2.2895834
549,group3.centroids_sample_2_16736_18236,1084,2,2,-0.42441952,False,0.54022074,-0.96464026
550,group3.centroids_sample_2_16736_18236,1150,1,9,-1.4900932,False,1.4752767,-2.96537
551,group3.centroids_sample_2_16736_18236,1150,9,0,-4.6125903,False,0.0,-4.6125903
552,group3.centroids_sample_2_16736_18236,1257,4,0,-11.239573,False,1.6437905,-12.883363
553,group3.centroids_sample_2_16736_18236,1257,9,4,0.0,False,0.0,0.0
554,group3.centroids_sample_2_7027_8527,153,5,7,-0.54966545,False,0.0,-0.54966545
555,group3.centroids_sample_2_7027_8527,153,7,5,-0.050995827,False,0.0032627583,-0.054258585
556,group3.centroids_sample_2_7027_8527,154,5,5,0.0,False,0.0,0.0
557,group3.centroids_sample_2_7027_8527,154,7,7,0.0,False,0.0,0.0
558,group3.centroids_sample_2_7027_8527,161,6,8,-6.4968376,False,3.1401637,-9.637001
559,group3.centroids_sample_2_7027_8527,161,8,6,0.0,False,0.0,0.0
560,group3.centroids_sample_2_7027_8527,203,1,2,-1.4890296,False,0.5919821,-2.0810118
561,group3.centroids_sample_2_7027_8527,203,2,1,0.0,False,0.0,0.0
562,group3.centroids_sample_2_7027_8527,246,3,5,-0.24276191,True,1.3239661,-1.5667281
563,group3.centroids_sample_2_7027_8527,246,5,3,0.0,True,0.9345144,-0.9345144
564,group3.centroids_sample_2_7027_8527,259,2,4,-0.30139828,False,0.0,-0.30139828
565,group3.centroids_sample_2_7027_8527,259,4,1,-1.649406,False,0.20702243,-1.8564284
566,group3.centroids_sample_2_7027_8527,260,5,8,-6.8038545,False,0.0,-6.8038545
567,group3.centroids_sample_2_7027_8527,260,6,3,-3.3714607,False,1.8306876,-5.2021484
568,group3.centroids_sample_2_7027_8527,261,5,3,-1.1872213,False,1.2799251,-2.4671464
569,group3.centroids_sample_2_7027_8527,261,6,8,-6.5644593,False,0.16081095,-6.7252703
570,group3.centroids_sample_2_7027_8527,406,1,6,-4.0242314,False,4.546374,-8.570605
571,group3.centroids_sample_2_7027_8527,406,8,2,-3.8469791,False,0.0,-3.8469791
572,group3.centroids_sample_2_7027_8527,450,4,3,-0.7196777,False,0.56865215,-1.2883298
573,group3.centroids_sample_2_7027_8527,450,5,1,-0.07446855,False,1.9315435,-2.006012
574,group3.centroids_sample_2_7027_8527,492,5,8,-4.6303663,False,1.5531026,-6.183469
575,group3.centroids_sample_2_7027_8527,492,6,1,-1.8900692,False,0.32502878,-2.215098
576,group3.centroids_sample_2_7027_8527,551,5,9,-0.83397484,False,0.0,-0.83397484
577,group3.centroids_sample_2_7027_8527,551,9,8,-2.3036861,False,0.0,-2.3036861
578,group3.centroids_sample_2_7027_8527,557,3,9,-1.4806927,False,0.0,-1.4806927
579,group3.centroids_sample_2_7027_8527,557,5,5,-0.62742233,False,0.19100499,-0.8184273
580,group3.centroids_sample_2_7027_8527,568,0,1,-3.4636278,False,0.015671492,-3.4792993
581,group3.centroids_sample_2_7027_8527,568,6,0,-6.603623,False,7.088993,-13.6926155
582,group3.centroids_sample_2_7027_8527,569,2,9,-3.086267,True,0.0,-3.086267
583,group3.centroids_sample_2_7027_8527,569,3,4,-6.720419,True,0.0,-6.720419
584,group3.centroids_sample_2_7027_8527,571,2,4,-7.1189566,False,0.0,-7.1189566
585,group3.centroids_sample_2_7027_8527,571,3,9,-2.9898095,False,0.0,-2.9898095
586,group3.centroids_sample_2_7027_8527,574,0,0,-1.3260828,False,2.1400714,-3.466154
587,group3.centroids_sample_2_7027_8527,574,6,1,-7.715397,False,7.0965014,-14.811898
588,group3.centroids_sample_2_7027_8527,639,0,3,-5.842275,False,2.8082843,-8.650559
589,group3.centroids_sample_2_7027_8527,639,4,0,-0.8540385,False,2.0130508,-2.8670893
590,group3.centroids_sample_2_7027_8527,650,1,2,-4.2537155,False,0.65974724,-4.9134626
591,group3.centroids_sample_2_7027_8527,650,8,6,-1.2961186,False,1.0881432,-2.3842618
592,group3.centroids_sample_2_7027_8527,651,1,6,-1.8757775,False,0.743943,-2.6197205
593,group3.centroids_sample_2_7027_8527,651,8,2,-4.177703,False,1.0244353,-5.202138
594,group3.centroids_sample_2_7027_8527,652,0,1,-7.806466,False,0.0,-7.806466
595,group3.centroids_sample_2_7027_8527,652,6,3,-10.948738,False,2.4789488,-13.427687
