,frame,track_0_x,track_0_y,track_1_x,track_1_y,track_2_x,track_2_y,track_3_x,track_3_y,track_4_x,track_4_y,track_5_x,track_5_y,track_6_x,track_6_y,track_7_x,track_7_y,track_8_x,track_8_y,track_9_x,track_9_y
17,17,1003.6573175116864,629.5163610212154,1055.968115942029,489.94524959742347,1433.110562414266,517.1448559670782,1052.3302107728337,739.2369242779077,3028.045335942596,856.3300717547293,1330.5959681998863,936.1402612152185,1037.855,931.2525,2782.5921532846714,616.7384428223844,1437.6369982547992,604.3324607329843,1078.9096385542168,869.6592082616179
18,18,996.2933474876149,624.575017692852,1069.3346354166665,499.46256510416663,1440.2220417005144,517.2518277822908,1054.527238095238,739.5927619047619,3027.9868117375536,861.895483020112,1327.478777589134,938.8288058856818,1039.1773333333333,932.6461333333332,2779.731143552311,617.080900243309,1430.3457646718703,604.1306736050882,1077.3121109224674,876.292869269949
19,19,988.8908108108108,620.1376576576575,1080.913284772806,506.21852237252864,1446.3231991235277,517.3538756505067,1060.131537861046,737.5308352849336,3027.921608040201,867.0616415410384,1324.8885163453479,941.4744341994971,1046.1446593776282,937.1225119147742,2775.9877563513924,617.1276400367309,1423.4932273262662,604.0518256772673,1075.7925925925924,882.8128205128205
20,20,983.2980561555075,616.9312455003599,1091.4457875457874,511.85714285714283,1451.9185792349726,517.3174863387977,1072.685347985348,731.789010989011,3027.7810691181476,871.5056179775281,1321.900140646976,944.3369901547117,1057.661858974359,943.0825320512821,2773.970909090909,617.3551515151515,1417.4227787716159,604.0891472868217,1074.4028136663794,888.3853000287108
21,21,978.526870389884,614.3393045310853,1099.9348617176126,516.382096069869,1456.8094098883573,517.1868686868686,1091.3577803647652,727.3853317811408,3027.6899383983573,875.4411362080766,1319.720910623946,946.7523889825744,1069.8130961588038,946.8979118329466,2771.0089445438284,617.5542635658915,1411.4319492502882,604.134371395617,1073.1335578002243,893.6691919191919
22,22,974.0767613038906,611.7921486154924,1106.5546932742054,519.6585365853658,1462.052689052689,516.9579579579579,1104.4069017823283,724.1088357982555,3027.532516172965,879.6578140960163,1317.5004115226338,949.1039780521261,1082.3846360461991,950.7859253290356,2769.154834940111,619.2553315804848,1406.274718768502,604.1503848431024,1071.7229806598407,898.6109215017065
23,23,970.6872384937238,609.7932357043235,1112.4213768115942,522.670652173913,1466.209958506224,516.94163208852,1116.049063670412,721.0059925093632,3027.305831676607,883.559973492379,1315.195945945946,951.7525337837837,1092.0287592440427,953.9854834291974,2766.964211771665,628.0609287193138,1401.8023494860497,604.3042584434654,1070.4582628313592,903.4475465313029
24,24,967.2943859649123,607.8607017543859,1117.2825225225224,525.1751351351352,1470.392156862745,516.8257387462027,1125.5993265993266,718.3441825664047,3026.9209621993123,887.4398625429553,1313.383695047301,953.8478018920422,1100.7087111843912,956.6999175597691,2768.4063581995592,641.5911237016053,1396.4028776978416,604.3842925659471,1069.3284775778347,907.945729791488
25,25,963.9198446327683,606.0667372881356,1121.203644158628,527.4433726330832,1474.3460264900662,516.7844922737306,1134.0389513108614,715.8842696629214,3026.6938144329897,890.760824742268,1311.7648382559773,955.7777777777776,1108.4191795707688,959.1371909807117,2770.970588235294,652.976597090449,1391.8321470937128,604.5865954922893,1067.9205393000573,912.6884681583476
26,26,961.5553221288515,604.7531512605042,1125.3846153846155,529.8988408851422,1477.56903190319,516.799504950495,1141.9262962962962,713.5162962962962,3026.4238640305234,894.6496704821366,1310.0326797385621,957.7743677181016,1115.925552756787,961.4825076966133,2772.9551583568514,661.8312950768266,1387.1136571952338,604.7787962114268,1064.6497644776946,921.9562205597118
27,27,959.1075710859883,603.5035971223022,1128.9690972222222,532.1989583333333,1479.8150793650793,516.9005291005291,1148.0385852090033,711.8260092890317,3026.0438506337787,897.353888317917,1308.1813355685945,960.1075719474713,1122.484250890167,963.4831552999178,2774.725581395349,669.6077519379844,1383.4699404761905,604.9464285714286,1059.5771944679648,938.8679085520745
28,28,956.6105032822757,601.3927789934354,1132.3011444921315,534.1262517882689,1483.2760501909438,516.7741407528641,1155.0869727510265,709.338559163867,3025.6845915201657,900.2609445018958,1306.7855319148937,962.1066666666666,1128.5072463768115,965.2697881828316,2776.298604651163,677.0613953488372,1379.5713845205055,605.1677459142768,1055.3654173764905,953.6039182282794
29,29,954.6935883811548,594.5607509741409,1135.4368180218232,536.1974656810982,1485.7229857181353,516.9625437887362,1160.026420557365,707.6967064784654,3025.3316186556926,902.9701646090535,1305.5384615384614,963.4930966469427,1134.4714689265536,967.0663841807909,2777.5781298539914,683.9164336750542,1376.4072055706933,605.4165909778989,1051.0967472894079,966.0269669168752
30,30,954.2301418439715,584.3248226950353,1138.3176972281449,538.0678749111585,1488.2855591748098,517.1226927252985,1164.5232598810771,706.1014340678558,3025.0205338809037,905.2381930184805,1304.1171981466339,965.928590896702,1139.7510548523207,968.620534458509,2778.5502008032126,689.6388631448872,1371.916351010101,604.8857323232322,1047.225806451613,977.8340226082161
31,31,954.3867657466383,575.0307855626327,1140.6360028860026,539.6706349206348,1490.6571350762526,517.2954793028322,1168.3786919831223,704.6353727144866,3024.592096219931,908.253264604811,1303.028156996587,967.056598407281,1144.6436974789915,970.1254901960783,2779.4064354889097,695.1109028428615,1364.1740439626617,602.3571213489912,1043.856258790436,988.331364275668
32,32,954.6469968387777,567.7024938531788,1143.6037599421545,541.6258134490239,1492.5646993627042,517.4649487392629,1172.6884835479254,702.8973533619455,3024.20964360587,910.2505241090147,1301.7115819209039,969.0440677966102,1149.2731958762886,971.4513172966781,2779.9870967741936,699.7993855606758,1351.0680209295167,598.8184056632809,1040.9699828473413,997.3799313893653
33,33,998.669459962756,571.719739292365,1145.7143369175626,543.1939068100359,1494.2738190552443,517.7614091273018,1175.8064182194616,701.7342995169081,3023.8345348438033,912.9766563680054,1301.1766666666667,969.8580555555554,1153.9230550823395,972.9829642248723,2785.3077617328518,709.9617930204572,1340.5456475583862,596.7612981498331,1038.4536641003706,1006.0901055032791
34,34,1035.718241606092,585.3568708895812,1147.8491978609625,544.7133689839573,1496.6553489625437,518.0053893829156,1178.8539051603905,700.6168061366806,3023.021989528796,916.7507853403141,1299.922619047619,971.6607142857143,1157.920283687943,974.1968794326241,2802.9906432748535,725.3637426900584,1331.7854300581573,595.5148454239363,1036.1944922547332,1013.8907056798623
35,35,1043.7542603953646,604.2634628493524,1153.1884236453202,546.2672413793103,1497.7999459313328,518.2362800756961,1182.1470690253207,699.2899757197364,3015.283074648928,926.2220990391721,1298.9131652661063,973.3310924369748,1161.9468848693655,975.438128050531,2817.84588441331,739.088733216579,1323.3554939981532,594.4487534626039,1034.1044733044732,1020.7852813852813
36,36,1046.4651886425515,621.854531310774,1158.7491124260355,542.9029585798817,1499.4236054971707,518.5831312314739,1186.583795782464,697.2563817980022,3004.3923444976076,936.9162679425838,1297.8995780590717,974.7248945147679,1165.5442351598172,976.6135844748857,2830.473041406017,750.6729222520107,1316.6792215944758,593.893283113622,1032.2060286801286,1027.4483465027802
37,37,1048.681041181041,632.8760683760684,1163.8363273453092,537.8035928143713,1501.0992285182228,518.8789571694599,1188.4288681204569,696.7476635514018,2998.0733024691353,943.937885802469,1297.367117117117,975.7074887387386,1169.0982905982905,977.7358974358974,2841.5800639349022,760.4934612031386,1310.024656679151,593.6095505617977,1030.6536118363795,1032.9576443284013
38,38,1051.580466587584,642.4622380387505,1168.5297986025482,532.4825318536786,1502.9523418241577,519.1495480690222,1190.1800411522634,696.2486282578875,2992.296771684169,950.6538311940878,1296.7806362378976,976.8591977869986,1172.2458830210107,978.7657580919932,2851.3637437260113,769.219368172424,1304.069498069498,593.7007722007722,1029.0214013485781,1038.5631779536793
39,39,1054.2938647909339,650.8479874951151,1171.12899543379,530.0011415525114,1504.2492799162085,519.6420528934275,1192.8952095808384,695.3336660013306,2987.4756903928433,956.6087125632049,1295.9795689896443,978.3022670025189,1174.2302040816326,979.4019047619047,2860.021251819505,776.9228529839884,1298.8273244781783,593.9544592030361,1027.6938250428816,1043.356489422527
40,40,1056.6116015132409,658.984867591425,1173.6917077175697,526.2450738916256,1509.3191919191918,521.1621933621933,1195.8720030935808,694.0479505027068,2982.898568507157,962.4560327198363,1295.1984326896165,979.5062972292192,1179.2725415070242,981.1514687100893,2868.8410780669146,784.80916976456,1293.0567448182126,594.3656133197417,1026.2882160878598,1048.4303947758979
41,41,1058.005884825557,665.8314417822613,1175.9081885856078,524.1575682382133,1518.4002976190475,533.6895833333333,1197.1582969432313,693.1135371179039,2979.1051779935274,967.2123786407767,1294.4884464110128,981.8072763028514,1179.1598583877994,979.460239651416,2875.7666045934197,791.2594661700807,1288.23552259887,595.065324858757,1024.9493284493283,1053.2142857142858
42,42,1059.379746835443,672.3497890295357,1177.930384930385,521.6101556101555,1527.485400404741,548.5770453888406,1199.8064398097326,692.1946578851079,2975.58684316085,971.6052948255115,1293.3854636591477,983.6373433583959,1183.2473278647774,979.7956748695003,2882.5334590009425,797.6949418787307,1283.203933747412,595.426846100759,1023.7934059286146,1057.4216575922565
43,43,1060.9303361684892,677.8266504657755,1179.5943089430893,519.950406504065,1534.908523344191,559.4921281216069,1202.80204643841,691.1090121999212,2972.1282362459547,976.1796116504854,1292.7078152753108,983.4230313795144,1182.9617610062892,961.2709433962265,2888.083255086072,803.0579029733959,1279.4960193838697,596.128764278297,1022.9155701754386,1061.140899122807
44,44,1062.7309145880574,682.0294784580499,1181.0214285714285,518.3126984126984,1541.895486935867,569.5605700712589,1203.7882177479491,690.7542878448918,2969.399920255183,979.7719298245613,1292.8196347031962,984.0239726027397,1182.2339393939392,937.6603636363636,2892.916889284654,807.6939744731374,1276.3912443984832,596.8566011720096,1021.8446937014668,1065.5205637043427
45,45,1065.3012684989428,682.813248766737,1179.4666666666665,511.4706401766004,1548.2892358258011,579.0101342098054,1205.9404352806414,689.922107674685,2966.595615103532,983.3317092976044,1292.7137907137908,984.2926772926772,1182.394077448747,925.4770944064793,2898.363438857852,813.1166977032898,1272.4158075601374,597.3374570446734,1020.5026065624041,1069.1815394050905
46,46,1069.7160374314294,679.5382381413359,1174.6138306138305,505.56915306915306,1553.6145675265554,587.1628730399595,1206.610816542948,690.1749734888654,2964.430254656024,986.0592930444698,1288.7992424242423,984.6150932400931,1183.3691056910568,906.0672086720866,2901.4608843537417,816.2091836734694,1270.3894770612767,598.125441129291,1019.6361209964413,1072.13256227758
47,47,1076.652034261242,671.2780157030692,1169.2015113350126,498.7464315701091,1558.6607431340872,594.5557350565429,1209.6572989851677,688.7751756440281,2961.5034260378875,989.8851269649335,1289.4662762958142,984.6402081977878,1184.1972151179311,891.2949701619779,2907.078793474915,821.9002770083102,1266.3720207253887,598.4535405872193,1018.5995825879546,1075.9147286821703
48,48,1081.8455200823894,664.9876416065912,1165.5167256985437,494.10074773711136,1563.3625033147705,601.9188544152745,1209.965009208103,689.060773480663,2959.443798449612,992.5589147286821,1281.4126707352514,986.2882882882882,1184.5987922705312,884.2541062801931,2910.2039930555557,825.1556712962962,1264.1289490651193,598.8600902643456,1017.6346950858494,1078.842806394316
49,49,1086.0851926977687,660.0980392156862,1162.8006158583526,490.5850654349499,1567.0500903692227,606.9096307771753,1211.2471509971508,688.8614672364672,2957.7905405405404,994.7297297297297,1277.9507042253522,986.6924882629106,1185.652414885194,869.0089733438901,2913.5609893198425,828.6905564924115,1261.6946031746031,599.348253968254,1017.4141163496001,1080.064240419079
50,50,1090.1344632768362,655.0900188323917,1159.8731748018356,486.51773049645385,1571.207264957265,613.5905448717949,1214.095638255302,687.6838735494197,2954.885239253852,998.5502838605028,1273.2317766246601,987.8527304175932,1186.4266895761739,858.4358533791523,2917.846511627907,833.3568992248062,1257.5070118662352,599.1488673139158,1015.6596931659692,1086.2437935843793
51,51,1092.8698245614034,651.9954385964912,1158.1179666278617,484.12922002328287,1575.3423209093312,619.0761300555115,1214.2356134636266,688.120159247195,2953.6487695749443,1000.1886651752424,1277.8496023138105,987.000241021933,1187.2153512340656,850.1977217249797,2920.3941753171857,836.1199538638984,1257.9246487867176,599.1088761174967,1015.0185348631951,1087.1715210355987
52,52,1096.0380434782608,648.1615942028985,1156.65315852205,481.994835121176,1582.506726457399,625.0293971101146,1215.5699745547072,687.8189749182116,2951.7486033519554,1002.6111731843575,1269.1535714285715,987.34375,1187.9907558455682,842.0100598151168,2923.615628604383,839.5801614763552,1255.0135790494664,599.0103459424506,1014.2985923929319,1089.9125486672656
53,53,1098.5380635624538,645.2760532150776,1154.9294258373207,479.73405103668256,1596.1678726483358,630.9428364688856,1218.3739195791054,685.5437805336339,2949.8139269406392,1005.1738964992388,1266.038440417353,987.9038989566171,1188.725458025704,835.1424665025977,2926.5002868617325,842.843373493976,1251.9495854063018,598.955887230514,1013.5947306098282,1092.2844878626406
54,54,1100.549019607843,643.2973262032085,1153.6339945546479,477.9926098794243,1609.5110320284698,636.2313167259787,1223.125,678.8645833333334,2948.0744014732963,1007.4836095764272,1270.7648351648352,987.3948717948718,1189.508887065901,827.9349193327864,2928.81805319751,845.5509337860781,1250.6871401151632,599.0351887396033,1012.7844009489916,1094.605871886121
55,55,1102.410591222343,641.1653971708379,1152.37450039968,476.28856914468423,1621.3172198172197,640.5772005772005,1232.4897660818713,668.2456140350877,2946.107357357357,1009.990990990991,1263.7194979568008,987.673671920607,1190.0544272948823,821.5285675602491,2931.5629754860524,848.549732318963,1246.9946018893386,598.5307017543859,1012.0354924578527,1096.735285418515
56,56,1104.1656206415619,639.4034170153417,1151.2942555685815,475.1328644001563,1631.7739908145998,644.1568769639834,1239.0815677966102,661.5723870056496,2944.889727011494,1011.4777298850574,1262.153735632184,987.8942528735631,1190.7558265582654,815.3482384823848,2933.7571189279734,851.0957565605806,1246.266987179487,598.7278846153846,1011.4302120141343,1099.0883392226149
57,57,1105.746835443038,637.7834036568213,1150.4690781796967,474.1824192921042,1640.921583087512,647.0668633235005,1245.4023494860498,654.7547723935388,2943.272161172161,1013.7509157509156,1260.7221742881795,988.0598216853609,1191.3449458960147,810.6326207442597,2936.4201798763347,854.1925238898257,1244.1541389153188,598.7364414843007,1010.8145539906103,1101.0082159624412
58,58,1107.314775910364,636.0511204481792,1149.3089613798275,473.7975253093363,1648.9546234976697,649.4150110375276,1250.2465702632553,649.1624026696329,2941.701965065502,1015.6608442503638,1259.4343607305937,988.1800799086757,1192.162768031189,807.1825048732942,2938.168737917702,856.2435791217896,1242.2662798194713,598.6189555125725,1010.1765907764155,1102.853473438412
59,59,1108.1286353467563,631.7438478747204,1147.0222222222221,473.7422222222222,1655.845142439737,651.3574385196006,1255.2261098570352,643.6151241534989,2940.5466954022986,1017.1530172413793,1258.2163943823443,988.2507881914587,1195.46844783715,797.1498727735368,2940.430450601735,858.7050097956899,1240.2104743083005,598.353096179183,1009.4425544613548,1104.849895553566
60,60,1105.2137142857143,622.895619047619,1143.448676097207,477.13492927094666,1662.8448869223205,653.3274336283185,1259.2682832948421,638.8391070053888,2938.926323319027,1018.519313304721,1256.4872246696036,988.3609397944198,1203.2021983640082,787.8578732106339,2942.6350282485873,861.3610169491525,1237.8715382048713,598.2332332332332,1008.8147476579026,1106.6016923541854
61,61,1100.7862481315394,612.1102391629297,1136.9985347985348,482.8435897435897,1668.7580606060603,655.1527272727272,1263.1876911314982,634.6869266055046,2929.972071091766,1021.0598476605005,1255.639151619375,988.486385783892,1211.1377744133233,779.6373959121877,2944.7454954954956,863.8282657657658,1234.394254067151,594.2966424368293,1008.3455390874745,1108.1976169718105
62,62,1096.956217807211,602.809050772627,1131.9873873873873,488.1481081081081,1674.4291271577922,656.7772915147094,1266.606231231231,631.200075075075,2910.774919614148,1024.5687745623436,1254.804260218768,988.4804260218767,1217.90820165538,772.8304489591171,2946.2858719646797,865.5816777041942,1237.2302371541502,584.3392621870883,1008.5455624814483,1109.8361531611754
63,63,1093.7063492063492,595.4213907785336,1128.0221270521054,492.48108493932904,1679.4563059791815,658.2730573710966,1269.9354460093896,627.0238654147104,2896.131376659678,1028.1670160726765,1253.4312374389892,988.6264714326729,1223.7901706137,766.9335370511841,2948.2905405405404,867.8873873873873,1244.5063844086021,571.0564516129032,1013.7774699907663,1115.6882117574637
64,64,1090.561322568243,589.0826605151864,1124.6361631753032,496.32855567805956,1684.297323600973,659.7909975669099,1272.549463647199,622.7560588001589,2883.569651741293,1031.6609808102346,1252.2069264069264,988.8239538239537,1229.374488752556,761.5250511247443,2949.935185185185,869.915544332211,1251.4942287513115,559.7170339279468,1031.5643166357452,1122.686147186147
65,65,1087.8748114630466,583.7564102564102,1121.6121343445286,499.9281328999638,1688.8191721132898,661.2350520455095,1274.229761904762,619.2464285714286,2873.504291108822,1034.4538276690696,1251.2027222704894,988.9588763394148,1233.8500499001996,757.193113772455,2951.719414526374,872.1052195526098,1256.515214384509,551.2157676348547,1049.649025069638,1129.3169297431134
66,66,1085.143619047619,578.4388571428572,1118.926292629263,503.06123945727904,1693.219817219817,662.5553150553151,1275.3846153846155,615.9767258382643,2864.0512820512818,1037.1216216216217,1250.5133735979293,988.9646246764452,1238.330035514967,752.8219178082192,2953.2663841807907,873.8378531073446,1261.5508919202518,542.8314095837706,1064.2942635658915,1134.3184496124031
67,67,1082.5397205588822,573.5688622754491,1116.3483275663207,505.6885813148789,1697.451023932889,663.8593634344929,1276.7655993431856,612.6600985221675,2856.012160228898,1039.3526466380542,1249.8518192488261,988.9853286384975,1242.3893208916536,748.6741835147745,2956.6615980918305,877.6776982707215,1266.0837808807735,535.5653419262442,1077.3867778807537,1138.2218103181958
68,68,1076.8788562829195,569.6196388261851,1114.815192743764,504.7282690854119,1700.6293586930014,664.9517190929041,1277.4688473520248,610.5926791277259,2849.0996884735205,1041.3534094842505,1248.6594951233506,989.1637980493401,1246.0873615307148,745.2336354481369,2959.899122807017,888.4141604010025,1270.027397260274,529.6635054443274,1087.8205845771142,1141.0513059701493
69,69,1064.1958838662256,564.2285924292539,1112.934074074074,499.0918518518518,1704.5736263736264,666.2818070818071,1278.4672228843863,608.2252681764005,2841.936573595312,1043.5180972078595,1248.1666666666667,989.3621082621081,1249.496712190187,741.9140111279717,2961.556925996205,901.7197975964579,1274.184987548915,523.4407684098186,1097.268456375839,1143.5461808884627
70,70,1053.4649499284692,558.8866237482117,1110.1603375527425,490.7180667433832,1707.826998050682,667.3209064327485,1279.4435163086712,605.8579952267303,2835.7313746065056,1045.2773697096886,1248.2946742362801,989.6323330629899,1252.8674388674388,738.5070785070785,2962.520931696569,911.7831287378029,1277.211373390558,518.8301144492132,1106.1599607458293,1145.6915276414784
71,71,1044.9766522988505,553.9134339080459,1108.24139327663,483.53503442689345,1710.9409900024382,668.3096805657157,1280.3281374900077,603.9480415667466,2829.6121399176955,1047.090877914952,1245.5512600229094,989.3800114547537,1255.7290857290857,735.6314426314426,2962.986072423398,920.796038378211,1280.6185344827586,513.877514367816,1114.1519925857276,1147.6076614148901
72,72,1037.370169736367,549.0892018779342,1106.785237534354,478.42952493129167,1713.9473426402153,669.3979916727895,1281.3777777777777,601.8307992202729,2823.800068941744,1048.9210617028612,1247.6205083260297,990.6450482033304,1258.596342091705,732.8346213292117,2963.268918073796,929.0822388993121,1283.6775244299674,509.70611653999276,1121.287987987988,1149.38018018018
73,73,1030.6840202458422,544.6764280549529,1105.6513364779873,474.65330188679246,1716.8718513083882,670.4402054292003,1282.366020984665,599.8389830508474,2819.138245614035,1050.2157894736843,1253.610119047619,996.7464285714286,1261.4692680438664,730.1800561081357,2963.4501557632398,935.7314641744548,1286.492133186974,506.0285400658617,1128.9308357348702,1151.133525456292
74,74,1025.2569369369369,540.5754954954955,1104.9382270356998,471.99358202968307,1719.3594961240308,671.34375,1282.9725585149313,598.2861178369652,2813.89245014245,1051.7460826210825,1265.5042270531399,1006.937801932367,1264.0069124423962,727.5993343573988,2963.3183940242766,942.0943043884221,1289.345925925926,502.3629629629629,1134.8523447401774,1152.3821292775665
75,75,1020.6297903109182,536.4779464931308,1104.7623642943306,470.762766385203,1721.7468415937803,672.1297376093295,1282.180227471566,593.67760279965,2809.032798573975,1053.265953654189,1275.4227493917274,1015.316909975669,1266.4549201442553,725.248325605358,2963.2137952559297,948.1129837702871,1291.8751885369531,499.03996983408746,1140.1736375158428,1153.6223067173637
76,76,1016.8383729301655,532.8812095032397,1104.3193946634806,469.0461967343687,1724.1565510597302,673.015655105973,1276.2377294067435,590.5783183952198,2804.2477526069756,1054.6321467098167,1284.842928845586,1022.8695010333627,1268.7674658417118,723.0427945346738,2963.066287878788,953.7051767676767,1289.6490218642118,493.70349060222475,1145.5145330859616,1154.8942486085343
77,77,1014.0901303538175,528.3448789571694,1103.809635722679,467.5084214649432,1725.679802955665,673.9657518179686,1268.0736434108528,586.6821705426356,2801.088575560376,1055.666305133767,1294.295896975142,1029.2994908655285,1271.1081364829395,720.9648293963254,2962.9301435406696,958.0328548644337,1282.5914678235717,483.24620390455533,1150.5426791277257,1156.0271028037382
78,78,1013.1371285356247,519.5420694593627,1103.058382642998,465.9108481262327,1730.6963388370423,675.5247666905958,1260.3112554112554,583.1290043290043,2796.7020585048754,1056.9183820873961,1302.016339869281,1034.809863339275,1273.0924040720438,719.1219002871312,2962.538387715931,963.2719129878438,1274.220296135789,470.8165402672445,1155.128660436137,1157.0358255451713
79,79,1013.0418943533697,507.27832422586516,1102.6122848200312,464.8392018779343,1738.8563829787233,687.2188449848024,1254.2119234116622,580.6253263707572,2793.2288288288287,1058.0482882882882,1310.211111111111,1040.9123123123122,1275.2128764278295,717.0965732087227,2962.3542839274546,967.8355222013759,1267.8150427350427,462.1111111111111,1159.9554300062773,1158.0878844946642
