,frame,track_3_x,track_3_y,track_2_x,track_2_y,track_0_x,track_0_y,track_1_x,track_1_y
52,52,225.8401336669922,78.25843811035156,480.899169921875,751.44921875,841.2648315429688,559.8541870117188,194.04534912109375,261.47039794921875
53,53,225.82168579101562,79.49099731445312,480.23309326171875,751.422119140625,840.2931518554688,559.454345703125,192.56405639648438,262.9449768066406
54,54,226.0385284423828,80.21853637695312,480.0443115234375,751.4168701171875,840.0783081054688,559.0420532226562,191.82847595214844,265.36248779296875
55,55,225.9580078125,80.35873413085938,480.0408630371094,751.712158203125,840.034912109375,559.0237426757812,190.32650756835938,268.703857421875
56,56,225.92921447753906,80.44901275634766,480.06573486328125,751.9290161132812,839.9981079101562,559.0816040039062,188.5022430419922,270.875732421875
57,57,226.00189208984375,81.30091857910156,480.0753173828125,752.0986328125,840.0137939453125,558.3475341796875,188.6844024658203,273.0585021972656
58,58,225.8009796142578,82.84293365478516,480.03253173828125,752.7266845703125,839.29248046875,557.11083984375,188.15737915039062,275.02496337890625
59,59,226.49920654296875,83.77100372314453,480.21856689453125,753.1695556640625,839.7232055664062,556.6258544921875,188.16566467285156,277.10870361328125
60,60,226.4478302001953,83.77008056640625,479.0492248535156,753.10107421875,839.4403686523438,556.135986328125,187.97068786621094,279.89202880859375
61,61,226.39369201660156,83.20025634765625,479.1369934082031,752.8099365234375,838.6347045898438,554.96435546875,186.99969482421875,283.5462951660156
62,62,226.25439453125,83.13016510009766,479.1802673339844,753.2669067382812,838.28173828125,553.960205078125,186.50497436523438,284.78485107421875
63,63,225.68141174316406,83.9174575805664,479.8801574707031,753.4641723632812,838.2984008789062,553.272705078125,186.35858154296875,286.19036865234375
64,64,225.5767059326172,84.09454345703125,479.5023193359375,753.286865234375,837.5230102539062,551.6144409179688,185.99513244628906,287.08404541015625
65,65,225.6121368408203,83.4021224975586,478.8881530761719,752.6272583007812,836.2178344726562,550.814453125,184.9418182373047,288.00091552734375
66,66,225.60952758789062,83.31982421875,478.891357421875,752.7685546875,834.5860595703125,550.5731201171875,184.38011169433594,289.430908203125
67,67,225.5638427734375,83.31622314453125,478.85882568359375,752.8160400390625,833.4083251953125,550.9774780273438,184.719970703125,289.53631591796875
68,68,225.63168334960938,83.38053894042969,478.3526611328125,753.388916015625,832.321533203125,550.3699951171875,184.8713836669922,289.7403259277344
69,69,225.6114044189453,83.37339782714844,478.82489013671875,754.203125,831.575927734375,550.674072265625,185.06710815429688,289.9573974609375
70,70,225.49160766601562,83.89861297607422,479.2539978027344,754.3270874023438,830.9168090820312,550.6179809570312,184.97630310058594,290.40142822265625
71,71,225.61216735839844,83.85899353027344,479.20428466796875,754.1607666015625,829.7620239257812,550.852783203125,185.27676391601562,290.47515869140625
72,72,225.61093139648438,84.10441589355469,479.1876525878906,754.1826171875,828.388427734375,550.8267822265625,185.5636444091797,291.13385009765625
73,73,226.12315368652344,84.12784576416016,479.2318115234375,754.060546875,826.6109619140625,550.8103637695312,185.4071044921875,291.34716796875
74,74,226.14932250976562,84.22068786621094,479.1011962890625,753.9518432617188,824.5443725585938,551.131103515625,185.442138671875,291.4549560546875
75,75,226.11448669433594,84.20231628417969,478.14630126953125,754.0149536132812,823.4491577148438,552.0105590820312,185.5106201171875,291.7217712402344
76,76,226.05442810058594,84.2661361694336,477.7607421875,754.6422729492188,822.5122680664062,552.0281372070312,185.6978759765625,291.8299560546875
77,77,225.96774291992188,84.37470245361328,477.5094299316406,755.0523681640625,820.2969970703125,550.952880859375,185.66671752929688,291.95294189453125
78,78,225.92340087890625,84.48432922363281,477.22015380859375,754.3750610351562,819.7832641601562,549.6820068359375,185.58203125,292.0543212890625
79,79,226.71490478515625,85.15213012695312,477.190673828125,754.4998168945312,818.8759765625,548.697021484375,185.57125854492188,292.0683288574219
80,80,226.9119415283203,85.87435913085938,477.09521484375,754.4972534179688,818.8772583007812,548.2069702148438,185.57696533203125,292.1098937988281
81,81,227.180419921875,86.62249755859375,477.1153869628906,754.5064086914062,818.7062377929688,547.2230224609375,185.5657196044922,292.12640380859375
82,82,227.84286499023438,87.55461120605469,477.1506652832031,754.4962158203125,817.55859375,546.0386962890625,185.54574584960938,292.14422607421875
83,83,227.91879272460938,89.00202941894531,477.1486511230469,754.5291748046875,816.2275390625,545.1991577148438,185.50155639648438,292.1810302734375
84,84,228.49661254882812,89.05520629882812,477.122802734375,754.6011962890625,814.6790161132812,544.764404296875,185.46365356445312,292.19976806640625
85,85,228.68411254882812,89.78422546386719,477.1078796386719,754.546630859375,813.4058227539062,544.2172241210938,185.47015380859375,292.20623779296875
86,86,228.777099609375,90.00418090820312,477.1922607421875,754.5380859375,813.3875732421875,543.6438598632812,185.46072387695312,292.20318603515625
87,87,229.57345581054688,90.8231201171875,477.2621154785156,754.505126953125,813.1114501953125,543.1937866210938,185.48809814453125,292.18145751953125
88,88,229.5819549560547,90.84237670898438,477.272216796875,754.4608764648438,812.1317749023438,542.251953125,185.47903442382812,292.1719055175781
89,89,229.7465362548828,90.89534759521484,477.2723083496094,754.4494018554688,812.0194702148438,541.6889038085938,185.48179626464844,292.1759033203125
90,90,230.39157104492188,91.6680679321289,477.2953796386719,754.43701171875,811.8858032226562,541.6809692382812,185.47555541992188,292.15008544921875
91,91,230.49493408203125,91.859619140625,477.3572692871094,754.4080810546875,812.2872924804688,542.0440673828125,185.46539306640625,292.1487121582031
92,92,230.54241943359375,92.50916290283203,477.41729736328125,754.3541870117188,810.8195190429688,542.6167602539062,185.46572875976562,292.1454772949219
93,93,231.25254821777344,92.80082702636719,477.58074951171875,754.265869140625,810.1655883789062,542.8441162109375,185.4429931640625,291.7042236328125
94,94,231.43341064453125,93.00102996826172,477.6273498535156,754.2340087890625,809.8244018554688,542.5597534179688,185.44932556152344,291.7102355957031
95,95,232.14906311035156,93.53990936279297,477.67645263671875,754.2072143554688,809.26953125,542.6837158203125,185.43055725097656,291.74114990234375
96,96,232.1409912109375,93.54265594482422,478.1500244140625,754.2186279296875,807.280029296875,543.9703369140625,185.43582153320312,291.720947265625
97,97,232.15870666503906,93.48883819580078,478.17584228515625,754.2445068359375,806.8171997070312,544.7694091796875,185.4263458251953,291.7362060546875
98,98,232.1629180908203,93.50626373291016,478.15899658203125,754.26708984375,806.5952758789062,544.2776489257812,185.42628479003906,291.7266540527344
99,99,232.1118621826172,93.59852600097656,478.17816162109375,754.2639770507812,805.7166137695312,543.7456665039062,185.44847106933594,291.70709228515625
100,100,231.9888916015625,93.52799987792969,478.17340087890625,754.2737426757812,805.8350219726562,543.6324462890625,185.45187377929688,291.7131042480469
101,101,231.46624755859375,93.35964965820312,478.1861877441406,754.2705078125,805.7290649414062,543.678466796875,185.46083068847656,291.7115478515625
102,102,231.48385620117188,93.3479232788086,478.1754150390625,754.2747802734375,804.9009399414062,543.7423706054688,185.44210815429688,291.7022705078125
103,103,231.46871948242188,93.34236907958984,478.1695861816406,754.2551879882812,804.5719604492188,543.7072143554688,185.4508514404297,291.692138671875
104,104,231.38558959960938,93.41883087158203,478.1424560546875,754.2816162109375,804.6023559570312,543.7855834960938,185.45602416992188,291.6917419433594
105,105,231.80772399902344,93.52591705322266,478.12506103515625,754.2650146484375,803.922607421875,544.6617431640625,185.47816467285156,291.6881103515625
106,106,231.801025390625,93.53614044189453,478.1375732421875,754.2598876953125,803.7066040039062,544.8668823242188,185.4688262939453,291.6944580078125
107,107,231.7721405029297,93.5639419555664,478.1361999511719,754.2591552734375,803.8948974609375,544.5086669921875,185.4614715576172,291.6692199707031
108,108,231.79470825195312,93.59093475341797,478.12664794921875,754.2669067382812,804.9476318359375,543.5256958007812,185.46383666992188,291.67486572265625
109,109,231.8308868408203,93.66667938232422,478.14227294921875,754.2445678710938,805.721435546875,543.638427734375,185.4730682373047,291.680908203125
110,110,231.85963439941406,93.69384765625,478.14599609375,754.218994140625,804.1514892578125,544.93115234375,185.48495483398438,291.67254638671875
111,111,231.86904907226562,93.69403839111328,478.13818359375,754.2142944335938,804.3153076171875,546.5526123046875,185.4756622314453,291.6672058105469
112,112,231.8667449951172,93.64620208740234,478.14874267578125,754.231689453125,804.5035400390625,546.2305908203125,185.46136474609375,291.6805114746094
113,113,232.01881408691406,93.70689392089844,478.1417541503906,754.2227783203125,804.2151489257812,546.634033203125,185.44818115234375,291.69232177734375
114,114,232.05075073242188,93.67247009277344,478.13031005859375,754.2225341796875,803.7042236328125,547.2752685546875,185.44960021972656,291.6805725097656
115,115,232.05877685546875,93.67963409423828,478.1402587890625,754.2183837890625,802.22021484375,547.5400390625,185.4720001220703,291.6649169921875
116,116,231.95220947265625,93.70777893066406,478.13616943359375,754.2138671875,801.414306640625,548.2384643554688,185.47482299804688,291.6830749511719
117,117,231.93701171875,93.70527648925781,478.13165283203125,754.2108154296875,801.5755615234375,547.9426879882812,185.47900390625,292.11376953125
118,118,231.87863159179688,93.61274719238281,478.1248779296875,754.221435546875,801.2312622070312,548.2347412109375,185.48419189453125,291.6903076171875
119,119,231.8821258544922,93.68022918701172,478.13818359375,754.235595703125,800.0398559570312,548.360595703125,185.5042724609375,292.1064758300781
120,120,231.81350708007812,93.64019012451172,478.1520690917969,754.2105712890625,799.2769775390625,548.5594482421875,185.51596069335938,292.10101318359375
121,121,231.8426513671875,93.57843017578125,478.1616516113281,754.2321166992188,799.09716796875,548.4332275390625,185.52682495117188,292.0939025878906
122,122,231.8553924560547,93.58636474609375,478.1592102050781,754.23193359375,796.9198608398438,549.7439575195312,185.52316284179688,292.103515625
123,123,231.8603057861328,93.11225128173828,478.13397216796875,754.2197265625,795.8816528320312,550.06298828125,185.4984588623047,292.1021423339844
124,124,231.37425231933594,93.12792205810547,478.13372802734375,754.2183837890625,797.0032958984375,549.40673828125,185.4957733154297,292.130126953125
125,125,231.35983276367188,93.14691162109375,478.1402587890625,754.2197875976562,797.2892456054688,549.6212768554688,185.50083923339844,292.125
126,126,231.8543243408203,93.17523956298828,478.13623046875,754.2124633789062,798.383544921875,549.9616088867188,185.5038299560547,292.12127685546875
127,127,231.85877990722656,93.18666076660156,478.1333312988281,754.21337890625,798.7926635742188,549.794921875,185.50311279296875,292.1351318359375
128,128,231.3953857421875,93.20276641845703,478.12176513671875,754.209716796875,797.9874267578125,549.8003540039062,185.5037841796875,292.13189697265625
129,129,231.848388671875,93.19178771972656,478.11737060546875,754.2106323242188,798.2076416015625,549.8539428710938,185.51446533203125,292.1202087402344
130,130,231.8204803466797,93.14649200439453,478.09515380859375,754.206787109375,797.470947265625,550.0921020507812,185.50274658203125,292.133544921875
131,131,231.83786010742188,93.57726287841797,478.11639404296875,754.213623046875,797.2171630859375,550.6090087890625,185.51368713378906,292.1335754394531
132,132,231.8614959716797,93.5903549194336,478.0820007324219,754.19580078125,796.7694091796875,550.8842163085938,185.50694274902344,292.13641357421875
133,133,231.83901977539062,93.56978607177734,478.08331298828125,754.1985473632812,796.032958984375,551.6060180664062,185.49729919433594,291.7087097167969
134,134,231.98098754882812,93.6524429321289,478.08343505859375,754.195068359375,797.3284912109375,551.8820190429688,185.5103302001953,292.1375732421875
135,135,232.1169891357422,93.72550964355469,478.0769958496094,754.201904296875,797.2701416015625,551.9419555664062,185.5049591064453,292.1378479003906
136,136,232.18307495117188,94.2890625,478.0569152832031,754.2071533203125,796.7786865234375,552.1860961914062,185.52195739746094,292.12872314453125
137,137,232.181884765625,94.37982177734375,478.0768737792969,754.2032470703125,797.0538330078125,551.873779296875,185.50534057617188,292.1417236328125
138,138,232.62417602539062,94.22823333740234,478.05731201171875,754.1998901367188,796.5093994140625,551.5850219726562,185.51620483398438,292.14117431640625
139,139,232.70765686035156,94.25232696533203,478.0461730957031,754.2035522460938,795.6895751953125,551.5602416992188,185.50808715820312,292.13580322265625
140,140,232.69619750976562,94.32271575927734,478.08172607421875,754.2144165039062,795.580078125,551.1630249023438,185.48617553710938,292.1648864746094
141,141,232.8076171875,94.43814849853516,478.068603515625,754.2131958007812,794.632568359375,550.910888671875,185.47926330566406,292.15753173828125
142,142,232.98167419433594,94.64848327636719,478.0577697753906,754.2156982421875,793.9594116210938,551.1287841796875,185.48919677734375,292.14337158203125
143,143,233.0568389892578,94.7802734375,478.05889892578125,754.2197875976562,794.1480712890625,551.3217163085938,185.47970581054688,292.15374755859375
144,144,233.0988311767578,94.66724395751953,478.0654602050781,754.2097778320312,793.6158447265625,551.7491455078125,185.47149658203125,292.15850830078125
145,145,232.4936981201172,94.61665344238281,478.06903076171875,754.2128295898438,792.0517578125,552.6099853515625,185.47996520996094,292.1611328125
146,146,232.35443115234375,93.96981048583984,478.0604553222656,754.2153930664062,790.8710327148438,553.638427734375,185.4783935546875,291.73516845703125
147,147,232.40065002441406,93.91165924072266,478.0382385253906,754.2263793945312,790.939453125,553.765625,185.46751403808594,291.74676513671875
148,148,232.5502166748047,94.03544616699219,478.0362243652344,754.2307739257812,791.8175659179688,553.6763916015625,185.44711303710938,291.7422790527344
149,149,232.47976684570312,93.92735290527344,478.0409240722656,754.2211303710938,792.8591918945312,553.41259765625,185.46240234375,291.7365417480469
150,150,232.5009002685547,94.03733825683594,478.0555725097656,754.2079467773438,793.6128540039062,553.4437255859375,185.47361755371094,291.7342529296875
151,151,232.48439025878906,94.06858825683594,478.0586242675781,754.2031860351562,791.8714599609375,554.9755249023438,185.46546936035156,291.73724365234375
152,152,232.27963256835938,94.09285736083984,478.05853271484375,754.2164306640625,792.904541015625,555.0188598632812,185.47549438476562,291.72882080078125
153,153,232.3648681640625,94.09181213378906,478.057861328125,754.2169799804688,791.35546875,555.4761352539062,185.47933959960938,291.7171936035156
154,154,232.47691345214844,94.63501739501953,478.067626953125,754.2178344726562,791.1630859375,555.71875,185.47897338867188,291.721923828125
155,155,233.00787353515625,94.69437408447266,478.0638427734375,754.2216796875,792.3965454101562,555.8356323242188,185.48699951171875,291.71832275390625
156,156,233.78717041015625,95.91150665283203,478.0623474121094,754.2418823242188,792.206298828125,556.7343139648438,185.47744750976562,291.7239685058594
157,157,234.19140625,96.73133087158203,478.0633544921875,754.23583984375,792.9340209960938,557.13427734375,185.41014099121094,291.70489501953125
158,158,234.74755859375,96.72469329833984,478.06585693359375,754.2378540039062,793.456298828125,557.403564453125,185.00120544433594,291.654541015625
159,159,234.75982666015625,96.75102233886719,478.05126953125,754.236328125,794.005615234375,558.10009765625,183.583251953125,291.35791015625
160,160,234.80519104003906,96.78107452392578,478.0486755371094,754.2428588867188,793.8799438476562,558.7744140625,181.79910278320312,291.55059814453125
161,161,234.76644897460938,96.17066192626953,478.05218505859375,754.2196655273438,793.5660400390625,558.8193359375,180.17991638183594,292.5732421875
162,162,234.6927032470703,96.14727020263672,478.0401916503906,754.220458984375,792.9750366210938,559.3853759765625,178.84967041015625,292.4222412109375
163,163,234.68019104003906,96.05990600585938,478.03350830078125,754.2203369140625,792.0616455078125,559.7086791992188,178.2656707763672,293.637451171875
164,164,234.17132568359375,96.06672668457031,478.0395202636719,754.2105712890625,791.5905151367188,560.4022827148438,178.30419921875,295.2571105957031
165,165,234.17190551757812,96.1173095703125,478.02593994140625,754.200439453125,789.6286010742188,561.3430786132812,178.15438842773438,296.0896911621094
166,166,234.720947265625,96.1476058959961,477.9922790527344,754.196533203125,788.997314453125,561.328857421875,178.10775756835938,296.9359436035156
167,167,234.7758026123047,96.08207702636719,477.4703674316406,755.2821044921875,789.1243286132812,560.7235107421875,180.5286407470703,297.0972900390625
168,168,234.62403869628906,95.84140014648438,475.7145690917969,759.405029296875,787.6483154296875,562.355712890625,182.1649169921875,298.02923583984375
169,169,234.64866638183594,95.84007263183594,470.7728576660156,761.23291015625,788.285400390625,562.3811645507812,182.52603149414062,298.28558349609375
170,170,234.54888916015625,95.88518524169922,469.389892578125,762.2911987304688,787.97607421875,562.3740844726562,182.44122314453125,298.4789123535156
171,171,234.56982421875,95.81153106689453,469.2978210449219,763.07373046875,788.3582153320312,562.4778442382812,183.2826385498047,300.467041015625
172,172,234.60935974121094,95.98006439208984,469.2874755859375,763.248291015625,788.0747680664062,563.6487426757812,184.38916015625,301.589111328125
173,173,234.50537109375,95.9852294921875,468.58892822265625,763.974853515625,787.8089599609375,565.6378784179688,183.57244873046875,302.2972106933594
174,174,234.04820251464844,96.44052124023438,468.7132568359375,764.62060546875,787.983154296875,566.10791015625,183.09762573242188,302.77288818359375
175,175,234.0021209716797,96.48099517822266,468.9206237792969,764.2899169921875,788.153564453125,565.1586303710938,181.5682373046875,302.5794677734375
176,176,233.93020629882812,95.9873275756836,469.6397705078125,764.7417602539062,788.1566162109375,565.91162109375,179.2014923095703,302.67510986328125
177,177,233.738525390625,95.92166900634766,469.6432800292969,765.79443359375,788.1799926757812,566.014404296875,177.69683837890625,303.06988525390625
178,178,233.7301788330078,95.92283630371094,468.8309326171875,765.9427490234375,788.4609985351562,565.9733276367188,176.7103271484375,303.6103515625
179,179,233.76998901367188,95.89990234375,468.43939208984375,766.2391357421875,788.6635131835938,566.0902709960938,175.82626342773438,304.5667724609375
180,180,233.8206787109375,96.0119857788086,468.3426513671875,767.4346923828125,788.7196655273438,566.029296875,174.20497131347656,304.97955322265625
181,181,233.95066833496094,96.1355209350586,467.2298583984375,768.7701416015625,788.51318359375,566.61279296875,172.6051025390625,306.33038330078125
182,182,234.5518035888672,96.19293975830078,466.533203125,769.9772338867188,788.2291259765625,565.9964599609375,170.98939514160156,306.69232177734375
183,183,234.73553466796875,96.69950866699219,466.12628173828125,770.4993896484375,787.902587890625,565.941162109375,170.19189453125,308.24383544921875
184,184,234.77101135253906,96.63134002685547,464.7244873046875,771.15869140625,787.8736572265625,565.5556030273438,169.1766357421875,309.37493896484375
185,185,234.87655639648438,96.69293975830078,463.7004699707031,771.5146484375,787.5367431640625,566.2037353515625,168.66525268554688,310.67822265625
186,186,234.821044921875,96.69664001464844,462.26202392578125,772.3080444335938,786.2678833007812,567.1713256835938,168.60438537597656,311.2767028808594
187,187,234.7598876953125,96.86679077148438,461.9090576171875,772.9833984375,785.2869262695312,568.522216796875,168.4710235595703,311.8427734375
188,188,235.22247314453125,97.17008209228516,461.85198974609375,773.1219482421875,784.9395141601562,569.2401123046875,168.5147247314453,313.6414794921875
189,189,235.25164794921875,97.1900405883789,460.7176208496094,773.9503784179688,785.0969848632812,568.7350463867188,168.03421020507812,314.8564758300781
190,190,234.8540802001953,97.19267272949219,459.2730407714844,774.6739501953125,784.7557983398438,569.3417358398438,167.47508239746094,315.4731750488281
191,191,235.1904754638672,97.40835571289062,458.34942626953125,774.9305419921875,784.199462890625,570.3092041015625,167.14503479003906,316.3878479003906
192,192,235.43283081054688,98.48079681396484,457.90521240234375,775.603759765625,783.5706787109375,570.7435913085938,166.2752227783203,317.1700439453125
193,193,236.0037078857422,98.48114013671875,457.01025390625,776.0595703125,784.2066650390625,570.5454711914062,165.72091674804688,317.95184326171875
194,194,236.04339599609375,98.53368377685547,456.64739990234375,776.665283203125,784.840576171875,570.5994262695312,165.62322998046875,318.2371520996094
195,195,236.1468505859375,98.4858627319336,456.1335754394531,777.113037109375,783.9530029296875,571.8839111328125,165.70590209960938,318.3987121582031
196,196,236.2510986328125,98.48491668701172,456.5686950683594,777.462646484375,783.59423828125,573.0398559570312,166.01025390625,319.3674621582031
197,197,236.35476684570312,98.52145385742188,456.7182922363281,777.73583984375,783.8280639648438,573.35986328125,166.01055908203125,320.15289306640625
198,198,236.37277221679688,98.62899017333984,456.7111511230469,778.677001953125,783.1986083984375,574.3053588867188,165.29827880859375,320.6971740722656
199,199,236.2451934814453,98.6457290649414,456.5309143066406,779.24169921875,783.1264038085938,574.21142578125,165.11636352539062,320.5140686035156
200,200,236.21575927734375,98.52749633789062,456.6869812011719,779.7304077148438,784.3306274414062,573.9525756835938,164.93438720703125,320.90155029296875
201,201,236.28121948242188,99.15476989746094,456.6855163574219,780.563720703125,786.6468505859375,573.3985595703125,164.01303100585938,321.4162292480469
202,202,236.26942443847656,99.16788482666016,455.8678283691406,780.3926391601562,786.66943359375,573.387939453125,163.7164306640625,322.8129577636719
203,203,236.14767456054688,98.60887908935547,455.5546875,780.4456176757812,785.8159790039062,574.3419799804688,162.56280517578125,323.77685546875
204,204,236.21273803710938,99.2911605834961,454.78363037109375,780.9664916992188,785.8082275390625,574.78955078125,161.47669982910156,324.97003173828125
205,205,236.29563903808594,99.35453796386719,453.48480224609375,781.9310302734375,786.2755737304688,575.6498413085938,160.0985565185547,325.982177734375
206,206,236.08087158203125,99.24490356445312,450.67230224609375,784.26806640625,786.9615478515625,575.0253295898438,158.569580078125,327.3594970703125
207,207,235.70401000976562,98.69244384765625,448.6996765136719,786.4059448242188,786.8698120117188,575.2105102539062,157.1815643310547,328.6837158203125
208,208,236.44544982910156,100.28246307373047,447.1775817871094,788.317138671875,787.2306518554688,574.619140625,156.49880981445312,330.0448303222656
